試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2022-03-12,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,3,1,1,17,,小茂田夏海,4,■,■,■,■,nan,14,6,1,42.9,35.7,1.50,0,0,0,-,0,-,19,1,0,4,10.5,0,0,0,-,7
2022-03-12,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,3,1,1,19,,富澤結花,4,■,■,■,■,nan,38,14,2,36.8,31.6,3.50,1,1,0,100.0,3,0.75,12,0,0,2,4.2,21,10,3,54.8,17
2022-03-12,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,144,61,8,42.4,36.8,15.25,9,4,1,44.4,10,2.50,94,3,4,20,7.4,70,39,15,66.4,74
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,1,,オケケアルメソマチ,3,■,■,■,nan,nan,18,7,2,38.9,27.8,2.33,3,2,0,66.7,3,1.00,3,0,0,0,0.0,0,0,0,-,10
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,2,,前田美紅,4,■,■,■,■,nan,32,11,3,34.4,25.0,2.75,2,1,0,50.0,0,-,8,0,1,0,-3.1,27,15,6,66.7,11
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,3,,木村友里,4,■,■,■,■,nan,35,12,3,34.3,25.7,3.00,2,0,0,0.0,0,-,17,1,1,4,10.3,46,26,7,64.1,13
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,4,,菅原里奈,4,■,■,■,■,nan,17,5,1,29.4,23.5,1.25,0,0,0,-,4,1.00,10,0,0,1,2.5,1,1,0,100.0,9
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,5,,投野ひかる,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,1,1,0,100.0,0,-,8,0,0,3,9.4,0,0,0,-,1
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,6,,宮本菜月,4,□,□,□,■,nan,16,5,2,31.2,18.8,1.25,4,2,0,50.0,1,0.25,7,0,1,1,0.0,0,0,0,-,6
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,7,,伊藤摩耶,4,■,■,■,■,nan,21,8,2,38.1,28.6,2.00,0,0,0,-,0,-,10,0,1,3,5.0,0,0,0,-,8
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,9,,草島華穂,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,10,,柳沢紫子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,11,,尾花佳甫,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,12,,石盛めるも,4,□,□,□,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,9,1,0,2,16.7,0,0,0,-,1
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,13,,原田栞里,2,□,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,14,L,長尾のどか,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,10,2,78.6,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,17,,有村涼美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,143,49,13,34.3,25.2,12.25,12,6,0,50.0,8,2.00,75,2,5,14,5.7,89,52,15,66.9,59
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,2,,吉岡みなみ,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,6,2,87.5,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,3,,菊地実結,1,■,nan,nan,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,4,,クラリッチカルラ,4,■,■,■,■,nan,37,17,2,45.9,40.5,4.25,3,2,0,66.7,1,0.25,12,1,1,4,14.6,27,14,6,63.0,19
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,5,,田中瑠奈,4,■,■,■,■,nan,52,23,0,44.2,44.2,5.75,11,4,0,36.4,0,-,12,1,2,1,6.2,6,3,2,66.7,24
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,6,,古市彩音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,7,,寺坂茜,4,■,■,■,■,nan,31,13,3,41.9,32.3,3.25,0,0,0,-,1,0.25,18,2,1,4,15.3,1,0,0,0.0,16
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,8,,中田唯香,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,9,,藤井寧々,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,8,1,1,2,15.6,0,0,0,-,1
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,10,,新井祥,4,■,■,■,■,nan,21,4,1,19.0,14.3,1.00,1,0,0,0.0,0,-,18,1,0,8,16.7,15,10,1,70.0,5
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,12,,小林知加,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,1,1,25.0,0,0,0,-,1
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,14,L,栗栖留生,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,12,4,66.7,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,15,,松尾奈津子,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,17,3,0,3,22.1,0,0,0,-,4
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,16,,安福若菜,4,□,■,■,■,nan,20,8,2,40.0,30.0,2.00,0,0,0,-,3,0.75,8,0,2,2,0.0,0,0,0,-,11
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,17,,伊藤寿奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,群馬銀行グリーンウイングス,GSS東京サンビームズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,165,66,8,40.0,35.2,16.50,15,6,0,40.0,5,1.25,97,10,8,25,14.7,78,45,15,67.3,81
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,2,,松浦未波,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,18,2,0,7,20.8,0,0,0,-,3
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,4,L,平岩沙紀,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,7,4,52.9,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,5,,色摩知巳,4,■,■,■,■,nan,43,13,4,30.2,20.9,3.25,2,0,0,0.0,0,-,10,0,0,2,5.0,1,0,0,0.0,13
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,6,,勝見咲子,1,nan,nan,nan,□,nan,5,2,0,40.0,40.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,3,1,1,50.0,2
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,10,,菊地零,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,13,,櫻田桃奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,15,,伊藤きわ美,4,■,■,■,■,nan,29,9,5,31.0,13.8,2.25,0,0,0,-,0,-,9,0,1,1,0.0,33,17,3,56.1,9
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,16,,西條華子,4,■,■,■,■,nan,12,3,0,25.0,25.0,0.75,0,0,0,-,0,-,13,0,1,2,1.9,27,13,3,53.7,3
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,18,,及川佑加,4,■,■,■,■,nan,13,6,0,46.2,46.2,1.50,0,0,0,-,3,0.75,8,0,1,1,0.0,0,0,0,-,9
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,19,,槇森有香,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,0,1,25.0,6,4,1,75.0,1
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,20,,松尾由紀子,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,21,,張心穆意,4,■,■,■,■,nan,47,21,0,44.7,44.7,5.25,0,0,0,-,1,0.25,11,0,1,1,0.0,0,0,0,-,22
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,26,L,畠山初音,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,27,,山本紗貴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2022-03-12,GSS東京サンビームズ,群馬銀行グリーンウイングス,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,149,54,9,36.2,30.2,13.50,2,0,0,0.0,5,1.25,84,3,4,17,7.4,87,42,12,55.2,62
