No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
22,,松枝寿明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,816,2022-01-09,2022,01,09,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,長野GaRons,伊藤優介,松枝寿明,0,3,3,Lose,49,75,58,15:30,16:34,0,塚本健,黒田拓也,八木俊樹,渋谷敦弘,Away
1,,山本映樹,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
2,,中村洸稀,2,□,,□,,,3,3,0,100.0,1.50,0,0,0,-,1,0.50,1,0,0,0,0.0,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
3,,河戸俊亮,3,■,■,■,,,8,4,1,50.0,1.33,0,0,0,-,6,2.00,9,0,0,1,2.8,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
4,,藤川佳大,2,,□,■,,,7,4,1,57.1,2.00,1,0,1,0.0,0,-,7,2,1,2,32.1,4,2.0,1.0,62.5,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
11,,本多駿,2,■,■,,,,5,4,0,80.0,2.00,1,1,0,100.0,0,-,5,0,2,0,-10.0,4,0.0,2.0,25.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
12,,中田雄大,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,2,5.0,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
13,,那須野裕進,1,,,■,,,3,2,0,66.7,2.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
14,L,荒木琢真,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,4.0,3.0,55.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
16,,大原悠,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,1,0.0,1.0,50.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
18,,後藤陸翔,2,,■,■,,,13,3,1,23.1,1.50,4,1,0,25.0,1,0.50,7,0,0,2,7.1,22,9.0,7.0,56.8,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
22,,フランシスムヤカバング,2,■,■,,,,9,5,0,55.6,2.50,0,0,0,-,2,1.00,6,0,0,2,8.3,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
25,,小磯智紀,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,2,0.67,14,1,2,1,5.4,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
29,,江口颯人,2,■,■,,,,14,7,1,50.0,3.50,3,0,1,0.0,4,2.00,5,0,0,2,10.0,1,1.0,0.0,100.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
34,,大手一真,3,■,□,■,,,11,6,0,54.5,2.00,1,0,0,0.0,0,-,6,0,2,4,8.3,3,1.0,2.0,66.7,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,近畿クラブスフィーダ,トヨタモビリティ東京スパークル,能登栄輔,高橋幸造,3,0,3,Win,75,50,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Home
1,,岩阪健太郎,3,■,■,■,,,9,2,0,22.2,0.67,0,0,0,-,1,0.33,6,0,2,1,-4.2,1,0.0,0.0,0.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
2,,為我井太也,1,■,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
3,,紅林宏輝,3,■,■,■,,,29,10,5,34.5,3.33,4,2,0,50.0,0,-,14,1,1,3,10.7,20,10.0,4.0,60.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
4,,西河孝太,3,■,■,■,,,15,4,1,26.7,1.33,5,2,0,40.0,0,-,11,0,0,5,11.4,6,2.0,2.0,50.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
6,,大貫智博,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
7,,石井琢也,3,■,■,■,,,27,7,1,25.9,2.33,6,4,0,66.7,2,0.67,5,0,0,0,0.0,3,1.0,1.0,50.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
9,,東拓巳,2,□,□,,,,3,1,0,33.3,0.50,0,0,0,-,0,-,2,0,0,1,12.5,4,0.0,2.0,25.0,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
10,L,野田雄介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
14,,岸海斗,3,■,■,■,,,8,3,0,37.5,1.00,0,0,0,-,0,-,6,0,2,1,-4.2,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
15,L,新山駿,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,15.0,7.0,68.5,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
18,,鈴木浩大,3,□,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
21,,伊藤優介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
22,,松枝寿明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,817,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,トヨタモビリティ東京スパークル,近畿クラブスフィーダ,伊藤優介,松枝寿明,0,3,3,Lose,50,75,64,11:00,12:10,0,塚本健,山口岳夫,渡邉恵美,中野絵里子,Away
1,L,松下祐太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
3,,高井大輝,3,■,■,□,,,0,0,0,-,-,0,0,0,-,0,-,7,1,1,1,14.3,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
4,,福池凌太,3,■,■,■,,,21,3,5,14.3,1.00,4,0,3,0.0,1,0.33,8,0,2,3,3.1,2,0.0,0.0,0.0,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
5,,浅田潮,3,■,■,■,,,18,5,1,27.8,1.67,2,2,0,100.0,4,1.33,7,0,0,3,10.7,1,0.0,0.0,0.0,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
6,,篠原和政,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
7,,石坂ハスナヌ,2,■,■,,,,4,2,1,50.0,1.00,0,0,0,-,1,0.50,3,0,1,0,-8.3,1,0.0,0.0,0.0,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
9,,荻野颯大,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
10,,柳生大成,3,■,■,■,,,8,1,1,12.5,0.33,0,0,0,-,2,0.67,6,0,0,1,4.2,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
11,L,新関忠稀,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,12.0,6.0,65.2,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
12,,山田広大,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,8,1,0,3,21.9,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
13,,今中聖也,1,,,■,,,1,0,0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
17,,矢澤雅敦,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
18,,笹岡歩夢,2,,□,■,,,2,1,0,50.0,0.50,0,0,0,-,1,0.50,6,0,0,0,0.0,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
19,,奥原蓮,3,■,■,■,,,31,15,2,48.4,5.00,7,3,0,42.9,2,0.67,18,5,1,4,31.9,33,13.0,10.0,54.5,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,長野GaRons,アイシンティルマーレ,篠崎寛,,0,3,3,Lose,66,78,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Home
1,,滝沢優樹,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
3,,水野将司,3,■,■,■,,,14,5,1,35.7,1.67,0,0,0,-,5,1.67,13,0,0,2,3.8,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
4,,斎藤総人,3,■,■,■,,,24,10,1,41.7,3.33,8,5,0,62.5,1,0.33,16,3,4,3,17.2,24,13.0,6.0,66.7,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
5,,井澤大輔,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,0,-,8,0,1,0,-3.1,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
6,,新保遥己,3,■,■,■,,,22,10,2,45.5,3.33,8,4,2,50.0,4,1.33,9,0,2,4,5.6,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
7,,久保下航平,3,■,■,■,,,2,0,1,0.0,-,0,0,0,-,2,0.67,14,1,3,5,10.7,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
8,L,安田剛,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
9,,佐々木優汰,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,1,1.00,5,0,0,2,10.0,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
10,L,鈴木康平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,9.0,5.0,52.3,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
12,,山下直樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
15,,杉本峻作,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
16,,菅原幸紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
17,,過足幸司,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
21,,岡森怜夢,3,■,■,■,,,30,13,2,43.3,4.33,4,3,0,75.0,0,-,8,0,2,2,0.0,14,2.0,4.0,28.6,818,2022-01-10,2022,01,10,大阪府,淀之水学院 城山キャンパス体育館,アイシンティルマーレ,長野GaRons,長嶋彰,鈴木奨平,3,0,3,Win,78,66,82,13:30,14:58,0,塚本健,山尾未来,吉川耕平,和佐田信行,Away
1,,山本映樹,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
3,,河戸俊亮,4,■,■,■,■,,9,1,0,11.1,0.25,0,0,0,-,2,0.50,9,0,0,1,2.8,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
4,,藤川佳大,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
6,,安田舜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
9,,北村宏樹,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,2,1.0,0.0,50.0,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
11,,本多駿,4,■,■,■,■,,15,4,4,26.7,1.00,1,0,1,0.0,2,0.50,18,0,0,3,4.2,13,7.0,6.0,76.9,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
12,,中田雄大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
13,,那須野裕進,4,■,■,■,■,,9,7,0,77.8,1.75,0,0,0,-,1,0.25,14,1,3,1,3.6,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
14,L,荒木琢真,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,10.0,7.0,58.7,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
18,,後藤陸翔,4,■,■,■,■,,57,24,6,42.1,6.00,8,5,2,62.5,1,0.25,16,1,2,3,7.8,38,21.0,8.0,65.8,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
25,,小磯智紀,4,■,■,■,■,,6,4,0,66.7,1.00,0,0,0,-,0,-,15,0,0,0,0.0,1,0.0,0.0,0.0,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
29,,江口颯人,4,■,■,■,■,,40,12,1,30.0,3.00,12,6,0,50.0,3,0.75,17,1,2,1,4.4,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,近畿クラブスフィーダ,アイシンティルマーレ,能登栄輔,高橋幸造,3,1,4,Win,94,93,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Home
1,,滝沢優樹,4,□,□,□,□,,1,0,0,0.0,-,1,0,0,0.0,0,-,4,0,0,1,6.2,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,アイシンティルマーレ,近畿クラブスフィーダ,長嶋彰,鈴木奨平,1,3,4,Lose,93,94,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Away
3,,水野将司,4,■,■,■,■,,21,9,0,42.9,2.25,0,0,0,-,1,0.25,13,0,0,2,3.8,0,0.0,0.0,-,820,2022-01-15,2022,01,15,長野県,須坂市市民体育館,アイシンティルマーレ,近畿クラブスフィーダ,長嶋彰,鈴木奨平,1,3,4,Lose,93,94,101,16:00,17:50,0,富田満,水島雄介,待井広光,小山昇,Away
