No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,大村悟,4,■,■,■,■,,34,17,3,50.0,4.25,3,1,0,33.3,3,0.75,18,1,2,3,8.6,16,12.0,0.0,75.0,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
3,,浅倉勇,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
6,,高橋慎治,4,■,■,■,■,,1,0,0,0.0,-,1,0,0,0.0,5,1.25,15,0,2,4,6.7,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
8,L,濱島哲也,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,28,17.0,0.0,60.7,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
9,,脇戸新之助,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
10,,大角竜敏,4,■,■,■,■,,10,5,1,50.0,1.25,0,0,0,-,3,0.75,11,0,1,3,6.8,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
11,,松本慶彦,4,■,■,■,■,,5,2,0,40.0,0.50,0,0,0,-,1,0.25,16,1,0,3,10.9,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
12,,奥谷信彦,1,,,□,,,2,2,0,100.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
13,,ファイディノルディン,4,■,■,■,■,,26,11,0,42.3,2.75,9,4,0,44.4,1,0.25,15,0,1,2,3.3,23,16.0,0.0,69.6,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
17,,石倉弘士,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,1,8.3,0,0.0,0.0,-,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home
