No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,細川延由,5,■,■,■,■,■,33,17,2,51.5,3.40,1,0,0,0.0,0,-,21,1,1,2,7.1,29,25.0,0.0,86.2,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
3,L,大森陽祐,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,33,25.0,0.0,75.8,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
5,,大関元樹,5,■,■,■,■,■,11,5,0,45.5,1.00,1,0,0,0.0,8,1.60,15,0,5,3,5.0,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
6,,竹内実,5,■,■,■,■,■,31,13,4,41.9,2.60,2,0,0,0.0,0,-,17,0,3,1,1.5,33,24.0,0.0,72.7,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
10,,青木一平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
11,,渡邉正堂,5,■,■,■,■,■,11,4,2,36.4,0.80,0,0,0,-,2,0.40,13,0,6,3,5.8,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
12,,奥田晃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
14,,鎌田修,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
16,,佐藤宝男,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
18,,ロドリゲスアンデルソン,5,■,■,■,■,■,44,28,2,63.6,5.60,17,10,0,58.8,1,0.20,18,3,8,2,18.3,3,3.0,0.0,100.0,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
20,,大村悟,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,9,0,1,1,2.8,0,0.0,0.0,-,101,2001-12-14,2001,12,14,,東京体育館,NECブルーロケッツ,JTサンダーズ,金子敏和,楊 成太,2,3,5,Lose,108,112,118,19:05,21:15,3952,,小柴滋,山田道人,四本松善成,Home
