No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,富松崇彰,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
2,L,田辺修,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,0.0,56.2,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
3,,古田史郎,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
4,,近藤茂,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,2,0.67,12,0,0,5,10.4,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
5,,米山裕太,2,,□,■,,,8,6,0,75.0,3.00,1,0,0,0.0,0,-,5,1,0,0,16.0,6,5.0,0.0,83.3,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
7,,相澤寿,3,■,■,■,,,6,2,0,33.3,0.67,0,0,0,-,2,0.67,10,0,1,5,12.5,2,2.0,0.0,100.0,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
9,,阿部裕太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
10,,越谷章,2,■,■,,,,7,3,1,42.9,1.50,0,0,0,-,0,-,6,0,1,3,12.5,12,8.0,0.0,66.7,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
12,,ボヨビッチデヤン,3,■,■,■,,,24,13,1,54.2,4.33,11,4,0,36.4,2,0.67,9,0,4,1,2.8,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
14,,今田祐介,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,3,12.5,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
15,L,勝野裕士,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
16,,角田辰徳,3,■,■,■,,,16,11,1,68.8,3.67,3,3,0,100.0,1,0.33,6,0,2,0,0.0,6,4.0,0.0,66.7,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
17,,篠田歩,3,■,■,■,,,5,4,0,80.0,1.33,0,0,0,-,1,0.33,15,2,2,1,12.3,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
18,,鈴木悠二,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,1,8.3,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home
1,,小川貴史,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,大分三好ヴァイセアドラー,東レアローズ,古田博幸,安部曜,0,3,3,Lose,55,75,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Away
2,,徳丸善基,3,■,■,■,,,5,2,0,40.0,0.67,0,0,0,-,1,0.33,7,0,0,1,3.6,1,0.0,0.0,0.0,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,大分三好ヴァイセアドラー,東レアローズ,古田博幸,安部曜,0,3,3,Lose,55,75,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Away
5,,浜崎勇矢,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,2,2,7.1,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,大分三好ヴァイセアドラー,東レアローズ,古田博幸,安部曜,0,3,3,Lose,55,75,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Away
6,,前田徹也,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,3,0,0.0,0,0.0,0.0,-,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,大分三好ヴァイセアドラー,東レアローズ,古田博幸,安部曜,0,3,3,Lose,55,75,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Away
