No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,L,鶴田大樹,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,13.0,11.0,71.2,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
3,,小野遥輝,4,■,■,■,■,,11,4,0,36.4,1.00,0,0,0,-,4,1.00,11,1,3,0,2.3,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
4,,鳥飼亜斗夢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
5,,松林憲太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
8,,柳田将洋,4,■,■,■,■,,39,17,2,43.6,4.25,11,7,0,63.6,2,0.50,19,4,3,6,25.0,15,3.0,4.0,33.3,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
9,,大宅真樹,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,1,0.25,21,0,6,5,-1.2,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
10,,藤中謙也,4,■,■,■,■,,24,10,3,41.7,2.50,5,4,0,80.0,1,0.25,15,0,1,0,-1.7,32,16.0,4.0,56.2,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
11,,秦耕介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
12,,塩田達也,4,■,■,■,■,,9,5,0,55.6,1.25,0,0,0,-,1,0.25,13,0,3,2,-1.9,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
14,,加藤久典,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2020-10-17,2020,10,17,大阪府,第一総合運動場市民体育館（スカイアリーナ）,サントリーサンバーズ,ウルフドッグス名古屋,山村宏太,酒井大祐,3,1,4,Win,107,95,128,13:00,15:24,530,大塚達也,中山健,岡田崇,平野尚宣,Home
