AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
110,53,7,48.2,13.25,21,8,2,38.1,13,3.25,97,2,12,18,6.5,72,46.0,0.0,63.9,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,大分三好ヴァイセアドラー,楊成太,小林秀章,3,1,4,Win,98,81,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Home,124,48,19,38.7,12.00,21,5,6,23.8,8,2.00,82,3,8,25,11.0,84,65.0,0.0,77.4
124,48,19,38.7,12.00,21,5,6,23.8,8,2.00,82,3,8,25,11.0,84,65.0,0.0,77.4,103,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),大分三好ヴァイセアドラー,NECブルーロケッツ,坂口嘉彦,猪原弘敬,1,3,4,Lose,81,98,91,14:00,15:40,2230,,石井洋壮,冨田博一,高橋順久,Away,110,53,7,48.2,13.25,21,8,2,38.1,13,3.25,97,2,12,18,6.5,72,46.0,0.0,63.9
85,45,6,52.9,11.25,21,9,3,42.9,11,2.75,98,6,10,27,12.4,60,42.0,0.0,70.0,101,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,サントリーサンバーズ,堺ブレイザーズ,河野克巳,森本高弘,3,1,4,Win,99,79,86,14:07,15:42,2900,,小柴滋,西中野健,越村弘,Home,102,51,14,50.0,12.75,27,12,6,44.4,8,2.00,80,4,18,16,9.5,85,55.0,0.0,64.7
102,51,14,50.0,12.75,27,12,6,44.4,8,2.00,80,4,18,16,9.5,85,55.0,0.0,64.7,101,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,堺ブレイザーズ,サントリーサンバーズ,中垣内祐一,酒井新悟,1,3,4,Lose,79,99,86,14:07,15:42,2900,,小柴滋,西中野健,越村弘,Away,85,45,6,52.9,11.25,21,9,3,42.9,11,2.75,98,6,10,27,12.4,60,42.0,0.0,70.0
131,68,12,51.9,13.60,34,15,4,44.1,7,1.40,101,2,11,22,7.2,90,76.0,0.0,84.4,104,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),東レアローズ,JTサンダーズ,矢島久徳,小林敦,3,2,5,Win,101,105,108,16:15,18:15,3440,,利根川忠史,江下毅,松井学,Home,125,63,8,50.4,12.60,31,17,2,54.8,13,2.60,105,3,13,13,5.8,89,66.0,0.0,74.2
125,63,8,50.4,12.60,31,17,2,54.8,13,2.60,105,3,13,13,5.8,89,66.0,0.0,74.2,104,2007-01-06,2007,01,06,,広島県立総合体育館(グリーンアリーナ),JTサンダーズ,東レアローズ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,2,3,5,Lose,105,101,108,16:15,18:15,3440,,利根川忠史,江下毅,松井学,Away,131,68,12,51.9,13.60,34,15,4,44.1,7,1.40,101,2,11,22,7.2,90,76.0,0.0,84.4
72,41,5,56.9,13.67,13,7,1,53.8,12,4.00,73,5,11,24,14.2,56,26.0,0.0,46.4,102,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,豊田合成トレフェルサ,パナソニックパンサーズ,松田明彦,安原貴之,3,0,3,Win,75,67,73,16:15,17:34,2800,,印藤智一,中馬義郎,宇代徹,Home,79,41,5,51.9,13.67,14,9,1,64.3,6,2.00,69,2,11,30,13.8,60,33.0,0.0,55.0
79,41,5,51.9,13.67,14,9,1,64.3,6,2.00,69,2,11,30,13.8,60,33.0,0.0,55.0,102,2007-01-06,2007,01,06,,おおきにアリーナ舞洲,パナソニックパンサーズ,豊田合成トレフェルサ,下村護,南部正司,0,3,3,Lose,67,75,73,16:15,17:34,2800,,印藤智一,中馬義郎,宇代徹,Away,72,41,5,56.9,13.67,13,7,1,53.8,12,4.00,73,5,11,24,14.2,56,26.0,0.0,46.4
73,44,3,60.3,14.67,16,6,3,37.5,7,2.33,74,5,8,18,12.3,49,30.0,0.0,61.2,107,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),東レアローズ,大分三好ヴァイセアドラー,矢島久徳,小林敦,3,0,3,Win,75,56,66,13:00,14:12,2080,,冨田博一,横山寿一,松井学,Home,86,40,8,46.5,13.33,20,7,5,35.0,3,1.00,57,0,8,19,8.3,63,43.0,0.0,68.3
86,40,8,46.5,13.33,20,7,5,35.0,3,1.00,57,0,8,19,8.3,63,43.0,0.0,68.3,107,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),大分三好ヴァイセアドラー,東レアローズ,坂口嘉彦,猪原弘敬,0,3,3,Lose,56,75,66,13:00,14:12,2080,,冨田博一,横山寿一,松井学,Away,73,44,3,60.3,14.67,16,6,3,37.5,7,2.33,74,5,8,18,12.3,49,30.0,0.0,61.2
86,41,10,47.7,13.67,23,7,4,30.4,5,1.67,68,0,7,33,12.1,61,29.0,0.0,47.5,105,2007-01-07,2007,01,07,,おおきにアリーナ舞洲,サントリーサンバーズ,豊田合成トレフェルサ,河野克巳,森本高弘,0,3,3,Lose,66,75,73,13:08,14:27,2800,,印藤智一,小柴滋,宇代徹,Home,79,42,6,53.2,14.00,12,5,1,41.7,9,3.00,73,2,12,30,12.5,61,28.0,0.0,45.9
79,42,6,53.2,14.00,12,5,1,41.7,9,3.00,73,2,12,30,12.5,61,28.0,0.0,45.9,105,2007-01-07,2007,01,07,,おおきにアリーナ舞洲,豊田合成トレフェルサ,サントリーサンバーズ,松田明彦,安原貴之,3,0,3,Win,75,66,73,13:08,14:27,2800,,印藤智一,小柴滋,宇代徹,Away,86,41,10,47.7,13.67,23,7,4,30.4,5,1.67,68,0,7,33,12.1,61,29.0,0.0,47.5
129,63,8,48.8,12.60,25,12,3,48.0,10,2.00,105,2,7,26,7.9,95,78.0,0.0,82.1,108,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),JTサンダーズ,NECブルーロケッツ,ｱﾝﾄﾛﾎﾟﾌｵﾚｰｸ,栗生澤淳一,3,2,5,Win,106,106,119,15:00,17:11,3520,,利根川忠史,江下毅,横畠真希,Home,127,72,12,56.7,14.40,23,13,1,56.5,14,2.80,107,2,11,16,5.4,97,70.0,0.0,72.2
127,72,12,56.7,14.40,23,13,1,56.5,14,2.80,107,2,11,16,5.4,97,70.0,0.0,72.2,108,2007-01-07,2007,01,07,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,JTサンダーズ,楊成太,小林秀章,2,3,5,Lose,106,106,119,15:00,17:11,3520,,利根川忠史,江下毅,横畠真希,Away,129,63,8,48.8,12.60,25,12,3,48.0,10,2.00,105,2,7,26,7.9,95,78.0,0.0,82.1
116,65,8,56.0,13.00,20,13,1,65.0,10,2.00,104,3,9,31,10.0,87,50.0,0.0,57.5,106,2007-01-07,2007,01,07,,おおきにアリーナ舞洲,パナソニックパンサーズ,堺ブレイザーズ,下村護,南部正司,2,3,5,Lose,103,103,110,15:00,17:02,2700,,中馬義郎,小林大樹,中村滉伊知,Home,131,77,7,58.8,15.40,23,13,2,56.5,6,1.20,102,1,15,36,9.6,94,61.0,0.0,64.9
131,77,7,58.8,15.40,23,13,2,56.5,6,1.20,102,1,15,36,9.6,94,61.0,0.0,64.9,106,2007-01-07,2007,01,07,,おおきにアリーナ舞洲,堺ブレイザーズ,パナソニックパンサーズ,中垣内祐一,酒井新悟,3,2,5,Win,103,103,110,15:00,17:02,2700,,中馬義郎,小林大樹,中村滉伊知,Away,116,65,8,56.0,13.00,20,13,1,65.0,10,2.00,104,3,9,31,10.0,87,50.0,0.0,57.5
77,41,3,53.2,13.67,11,4,1,36.4,15,5.00,74,4,7,12,8.4,57,46.0,0.0,80.7,109,2007-01-08,2007,01,08,,おおきにアリーナ舞洲,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,3,0,3,Win,76,65,70,13:00,14:16,2600,,中馬義郎,印藤智一,岡野俊樹,Home,90,45,6,50.0,15.00,18,9,3,50.0,5,1.67,67,2,8,10,6.4,67,51.0,0.0,76.1
90,45,6,50.0,15.00,18,9,3,50.0,5,1.67,67,2,8,10,6.4,67,51.0,0.0,76.1,109,2007-01-08,2007,01,08,,おおきにアリーナ舞洲,堺ブレイザーズ,豊田合成トレフェルサ,中垣内祐一,酒井新悟,0,3,3,Lose,65,76,70,13:00,14:16,2600,,中馬義郎,印藤智一,岡野俊樹,Away,77,41,3,53.2,13.67,11,4,1,36.4,15,5.00,74,4,7,12,8.4,57,46.0,0.0,80.7
147,63,15,42.9,12.60,28,8,8,28.6,14,2.80,108,6,11,39,13.7,96,65.0,0.0,67.7,111,2007-01-08,2007,01,08,,広島県立総合体育館(グリーンアリーナ),NECブルーロケッツ,東レアローズ,楊成太,小林秀章,3,2,5,Win,108,110,114,13:05,15:11,1240,,石井洋壮,冨田博一,横畠真希,Home,134,70,10,52.2,14.00,37,16,5,43.2,11,2.20,110,1,14,30,7.5,95,51.0,0.0,53.7
134,70,10,52.2,14.00,37,16,5,43.2,11,2.20,110,1,14,30,7.5,95,51.0,0.0,53.7,111,2007-01-08,2007,01,08,,広島県立総合体育館(グリーンアリーナ),東レアローズ,NECブルーロケッツ,矢島久徳,小林敦,2,3,5,Lose,110,108,114,13:05,15:11,1240,,石井洋壮,冨田博一,横畠真希,Away,147,63,15,42.9,12.60,28,8,8,28.6,14,2.80,108,6,11,39,13.7,96,65.0,0.0,67.7
111,54,5,48.6,10.80,25,13,1,52.0,17,3.40,107,5,16,32,11.8,72,44.0,0.0,61.1,110,2007-01-08,2007,01,08,,おおきにアリーナ舞洲,パナソニックパンサーズ,サントリーサンバーズ,下村護,南部正司,3,2,5,Win,107,93,98,15:00,16:50,2700,,小柴滋,建井敬,東勝彦,Home,127,62,11,48.8,12.40,30,16,2,53.3,7,1.40,93,3,18,28,10.8,88,54.0,0.0,61.4
