AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
116,44,9,37.9,11.00,17,5,3,29.4,9,2.25,85,1,10,23,7.7,78,44.0,0.0,56.4,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home,124,61,11,49.2,15.25,28,13,3,46.4,12,3.00,97,5,17,31,12.5,75,51.0,0.0,68.0
124,61,11,49.2,15.25,28,13,3,46.4,12,3.00,97,5,17,31,12.5,75,51.0,0.0,68.0,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away,116,44,9,37.9,11.00,17,5,3,29.4,9,2.25,85,1,10,23,7.7,78,44.0,0.0,56.4
87,44,3,50.6,14.67,26,12,1,46.2,14,4.67,73,1,13,16,6.8,52,35.0,0.0,67.3,102,2000-01-14,2000,01,14,,大阪府立体育会館,堺ブレイザーズ,JTサンダーズ,植田辰哉,長谷川博之,3,0,3,Win,75,61,63,19:02,20:11,3000,,伊藤博之,田野敏彦,今井傳悦,Home,82,32,1,39.0,10.67,25,10,0,40.0,8,2.67,63,1,11,16,7.6,59,43.0,0.0,72.9
82,32,1,39.0,10.67,25,10,0,40.0,8,2.67,63,1,11,16,7.6,59,43.0,0.0,72.9,102,2000-01-14,2000,01,14,,大阪府立体育会館,JTサンダーズ,堺ブレイザーズ,ﾊﾟﾙｼﾝ･ｹﾞﾝﾅｼﾞｰ,原秀治,0,3,3,Lose,61,75,63,19:02,20:11,3000,,伊藤博之,田野敏彦,今井傳悦,Away,87,44,3,50.6,14.67,26,12,1,46.2,14,4.67,73,1,13,16,6.8,52,35.0,0.0,67.3
137,62,11,45.3,12.40,21,9,3,42.9,15,3.00,103,5,19,25,10.5,101,60.0,0.0,59.4,105,2000-01-15,2000,01,15,,,NTT西日本レグルス,NECブルーロケッツ,早野俊成,吉野明則,2,3,5,Lose,102,114,109,14:05,16:06,3200,,利根川忠史,小林健夫,前田秀夫,Home,128,55,10,43.0,11.00,20,9,1,45.0,17,3.40,113,6,10,37,12.8,81,54.0,0.0,66.7
128,55,10,43.0,11.00,20,9,1,45.0,17,3.40,113,6,10,37,12.8,81,54.0,0.0,66.7,105,2000-01-15,2000,01,15,,,NECブルーロケッツ,NTT西日本レグルス,金子敏和,楊成太,3,2,5,Win,114,102,109,14:05,16:06,3200,,利根川忠史,小林健夫,前田秀夫,Away,137,62,11,45.3,12.40,21,9,3,42.9,15,3.00,103,5,19,25,10.5,101,60.0,0.0,59.4
128,64,12,50.0,12.80,23,9,4,39.1,12,2.40,103,8,19,13,10.3,98,75.0,0.0,76.5,103,2000-01-15,2000,01,15,,大阪府立体育会館,サントリーサンバーズ,東レアローズ,桑田美仁,森本高弘,3,2,5,Win,104,107,100,15:05,16:57,7400,,田野昭彦,伊藤博之,越村弘,Home,118,57,6,48.3,11.40,23,5,3,21.7,14,2.80,108,3,10,20,6.9,79,63.0,0.0,79.7
118,57,6,48.3,11.40,23,5,3,21.7,14,2.80,108,3,10,20,6.9,79,63.0,0.0,79.7,103,2000-01-15,2000,01,15,,大阪府立体育会館,東レアローズ,サントリーサンバーズ,梅北精幸,菅野幸一郎,2,3,5,Lose,107,104,100,15:05,16:57,7400,,田野昭彦,伊藤博之,越村弘,Away,128,64,12,50.0,12.80,23,9,4,39.1,12,2.40,103,8,19,13,10.3,98,75.0,0.0,76.5
90,38,8,42.2,12.67,19,7,2,36.8,7,2.33,65,1,9,10,5.1,60,48.0,0.0,80.0,106,2000-01-15,2000,01,15,,,豊田合成トレフェルサ,富士フイルム・プラネッツ,多田幹世,澤井亨,0,3,3,Lose,64,75,70,16:05,17:21,3200,,広田修二,浅見靖人,近藤和子,Home,80,35,2,43.8,11.67,6,1,1,16.7,19,6.33,74,0,14,12,4.1,56,45.0,0.0,80.4
80,35,2,43.8,11.67,6,1,1,16.7,19,6.33,74,0,14,12,4.1,56,45.0,0.0,80.4,106,2000-01-15,2000,01,15,,,富士フイルム・プラネッツ,豊田合成トレフェルサ,山田修司,米山一朋,3,0,3,Win,75,64,70,16:05,17:21,3200,,広田修二,浅見靖人,近藤和子,Away,90,38,8,42.2,12.67,19,7,2,36.8,7,2.33,65,1,9,10,5.1,60,48.0,0.0,80.0
81,49,2,60.5,16.33,19,13,1,68.4,11,3.67,78,4,15,21,11.6,58,41.0,0.0,70.7,104,2000-01-15,2000,01,15,,大阪府立体育会館,堺ブレイザーズ,旭化成スパーキッズ,植田辰哉,長谷川博之,3,0,3,Win,79,68,65,17:32,18:43,5800,,田野敏彦,大塚春夫,中田昌之,Home,83,40,5,48.2,13.33,15,9,1,60.0,8,2.67,69,3,9,16,9.9,60,38.0,0.0,63.3
83,40,5,48.2,13.33,15,9,1,60.0,8,2.67,69,3,9,16,9.9,60,38.0,0.0,63.3,104,2000-01-15,2000,01,15,,大阪府立体育会館,旭化成スパーキッズ,堺ブレイザーズ,家本芳夫,新藤秀樹,0,3,3,Lose,68,79,65,17:32,18:43,5800,,田野敏彦,大塚春夫,中田昌之,Away,81,49,2,60.5,16.33,19,13,1,68.4,11,3.67,78,4,15,21,11.6,58,41.0,0.0,70.7
83,47,5,56.6,15.67,20,11,0,55.0,6,2.00,68,2,14,14,7.8,67,47.0,0.0,70.1,107,2000-01-16,2000,01,16,,大阪府立体育会館,パナソニックパンサーズ,東レアローズ,春田政幸,下村護,0,3,3,Lose,66,75,69,13:00,14:15,7000,,田野昭彦,江下毅,和佐田信行,Home,69,41,3,59.4,13.67,20,10,3,50.0,13,4.33,73,2,5,19,9.0,53,38.0,0.0,71.7
69,41,3,59.4,13.67,20,10,3,50.0,13,4.33,73,2,5,19,9.0,53,38.0,0.0,71.7,107,2000-01-16,2000,01,16,,大阪府立体育会館,東レアローズ,パナソニックパンサーズ,梅北精幸,菅野幸一郎,3,0,3,Win,75,66,69,13:00,14:15,7000,,田野昭彦,江下毅,和佐田信行,Away,83,47,5,56.6,15.67,20,11,0,55.0,6,2.00,68,2,14,14,7.8,67,47.0,0.0,70.1
132,72,4,54.5,18.00,28,17,1,60.7,10,2.50,104,6,15,12,8.3,83,70.0,0.0,84.3,109,2000-01-16,2000,01,16,,,NECブルーロケッツ,豊田合成トレフェルサ,金子敏和,楊成太,3,1,4,Win,105,94,98,13:05,14:52,4500,,広田修二,高橋弘二,河瀬道晴,Home,128,54,6,42.2,13.50,30,11,4,36.7,16,4.00,95,3,10,12,6.1,85,71.0,0.0,83.5
128,54,6,42.2,13.50,30,11,4,36.7,16,4.00,95,3,10,12,6.1,85,71.0,0.0,83.5,109,2000-01-16,2000,01,16,,,豊田合成トレフェルサ,NECブルーロケッツ,多田幹世,澤井亨,1,3,4,Lose,94,105,98,13:05,14:52,4500,,広田修二,高橋弘二,河瀬道晴,Away,132,72,4,54.5,18.00,28,17,1,60.7,10,2.50,104,6,15,12,8.3,83,70.0,0.0,84.3
