No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,佐々木太一,4,■,■,■,■,,11,6,1,54.5,1.50,1,0,1,0.0,3,0.75,13,0,2,1,1.9,4,4.0,0.0,100.0,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
3,,坂本雄一郎,4,■,■,■,■,,6,3,0,50.0,0.75,0,0,0,-,1,0.25,6,0,1,0,0.0,1,1.0,0.0,100.0,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
4,,清水雅之,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,15,0,0,2,3.3,0,0.0,0.0,-,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
5,,小坂慎吾,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,1,0,2,18.6,0,0.0,0.0,-,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
6,,栗原圭介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
8,,西田靖宏,2,,,□,■,,6,5,0,83.3,2.50,1,1,0,100.0,0,-,6,2,1,1,34.2,3,1.0,0.0,33.3,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
10,,荻野正二,3,■,■,■,,,9,2,0,22.2,0.67,0,0,0,-,1,0.33,8,1,1,2,16.2,20,14.0,0.0,70.0,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
11,L,津曲勝利,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,20.0,0.0,74.1,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
12,,木原丈裕,4,■,■,■,■,,22,10,2,45.5,2.50,5,2,1,40.0,1,0.25,15,0,4,3,5.0,21,13.0,0.0,61.9,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
15,,栗原功武,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2002-12-14,2002,12,14,,東京体育館,サントリーサンバーズ,東レアローズ,鳥羽賢二,山本和史,1,3,4,Lose,83,98,97,13:05,14:51,3500,,小柴滋,山田道人,四本松善成,Home
