AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
93,31,13,33.3,10.33,24,9,5,37.5,5,1.67,56,4,16,19,14.6,62,29.0,0.0,46.8,303,2011-12-24,2011,12,24,,大分県立総合体育館,大分三好ヴァイセアドラー,堺ブレイザーズ,古田博幸,安部曜,0,3,3,Lose,54,76,74,14:00,15:20,2493,,澤達大,塚本健,伊達孝明,Home,70,29,2,41.4,9.67,14,7,1,50.0,12,4.00,74,5,10,30,16.1,39,17.0,0.0,43.6
70,29,2,41.4,9.67,14,7,1,50.0,12,4.00,74,5,10,30,16.1,39,17.0,0.0,43.6,303,2011-12-24,2011,12,24,,大分県立総合体育館,堺ブレイザーズ,大分三好ヴァイセアドラー,酒井新悟,増村雅尚,3,0,3,Win,76,54,74,14:00,15:20,2493,,澤達大,塚本健,伊達孝明,Away,93,31,13,33.3,10.33,24,9,5,37.5,5,1.67,56,4,16,19,14.6,62,29.0,0.0,46.8
87,40,5,46.0,13.33,21,10,2,47.6,4,1.33,62,1,8,28,12.9,63,40.0,0.0,63.5,301,2011-12-24,2011,12,24,,一宮市総合体育館,豊田合成トレフェルサ,サントリーサンバーズ,安原貴之,矢野裕範,0,3,3,Lose,62,75,78,14:01,15:25,2200,,村中伸,高橋弘二,田中栄二,Home,79,47,4,59.5,15.67,24,17,2,70.8,10,3.33,74,2,10,22,9.9,53,25.0,0.0,47.2
79,47,4,59.5,15.67,24,17,2,70.8,10,3.33,74,2,10,22,9.9,53,25.0,0.0,47.2,301,2011-12-24,2011,12,24,,一宮市総合体育館,サントリーサンバーズ,豊田合成トレフェルサ,荻野正二,栗原圭介,3,0,3,Win,75,62,78,14:01,15:25,2200,,村中伸,高橋弘二,田中栄二,Away,87,40,5,46.0,13.33,21,10,2,47.6,4,1.33,62,1,8,28,12.9,63,40.0,0.0,63.5
113,48,7,42.5,12.00,17,7,2,41.2,10,2.50,88,4,18,23,10.4,74,37.0,0.0,50.0,304,2011-12-24,2011,12,24,,大分県立総合体育館,JTサンダーズ,パナソニックパンサーズ,久保義人,平野信孝,1,3,4,Lose,87,93,104,16:00,17:53,2740,,代居正巳,千代延靖夫,亀山真也,Home,110,54,7,49.1,13.50,19,11,3,57.9,10,2.50,92,3,17,35,12.3,69,43.0,0.0,62.3
110,54,7,49.1,13.50,19,11,3,57.9,10,2.50,92,3,17,35,12.3,69,43.0,0.0,62.3,304,2011-12-24,2011,12,24,,大分県立総合体育館,パナソニックパンサーズ,JTサンダーズ,南部正司,真保綱一郎,3,1,4,Win,93,87,104,16:00,17:53,2740,,代居正巳,千代延靖夫,亀山真也,Away,113,48,7,42.5,12.00,17,7,2,41.2,10,2.50,88,4,18,23,10.4,74,37.0,0.0,50.0
100,45,7,45.0,15.00,21,11,1,52.4,4,1.33,76,3,11,27,12.6,58,34.0,0.0,58.6,302,2011-12-24,2011,12,24,,一宮市総合体育館,東レアローズ,FC東京,秋山央,小林敦,3,0,3,Win,78,66,74,16:05,17:25,1350,,田野昭彦,柘植知則,岡田三千雄,Home,90,37,15,41.1,12.33,19,9,8,47.4,11,3.67,68,0,10,24,8.8,63,35.0,0.0,55.6
90,37,15,41.1,12.33,19,9,8,47.4,11,3.67,68,0,10,24,8.8,63,35.0,0.0,55.6,302,2011-12-24,2011,12,24,,一宮市総合体育館,FC東京,東レアローズ,坂本将康,中谷宏大,0,3,3,Lose,66,78,74,16:05,17:25,1350,,田野昭彦,柘植知則,岡田三千雄,Away,100,45,7,45.0,15.00,21,11,1,52.4,4,1.33,76,3,11,27,12.6,58,34.0,0.0,58.6
99,53,6,53.5,13.25,21,10,3,47.6,7,1.75,86,7,16,26,15.0,75,39.0,0.0,52.0,307,2011-12-25,2011,12,25,,日田市総合体育館,大分三好ヴァイセアドラー,パナソニックパンサーズ,古田博幸,安部曜,1,3,4,Lose,85,91,97,13:00,14:46,1722,,千代延靖夫,代居正巳,平川祐介,Home,87,49,6,56.3,12.25,11,8,2,72.7,11,2.75,90,7,12,32,15.8,66,37.0,0.0,56.1
87,49,6,56.3,12.25,11,8,2,72.7,11,2.75,90,7,12,32,15.8,66,37.0,0.0,56.1,307,2011-12-25,2011,12,25,,日田市総合体育館,パナソニックパンサーズ,大分三好ヴァイセアドラー,南部正司,真保綱一郎,3,1,4,Win,91,85,97,13:00,14:46,1722,,千代延靖夫,代居正巳,平川祐介,Away,99,53,6,53.5,13.25,21,10,3,47.6,7,1.75,86,7,16,26,15.0,75,39.0,0.0,52.0
121,51,9,42.1,12.75,23,16,3,69.6,10,2.50,98,7,11,35,15.3,69,31.0,0.0,44.9,305,2011-12-25,2011,12,25,,春日井市総合体育館,FC東京,豊田合成トレフェルサ,坂本将康,吉田清司,3,1,4,Win,99,83,99,13:05,14:53,1650,,田野明彦,村中伸,田中栄二,Home,104,45,12,43.3,11.25,28,9,3,32.1,12,3.00,84,1,15,37,12.0,84,45.0,0.0,53.6
104,45,12,43.3,11.25,28,9,3,32.1,12,3.00,84,1,15,37,12.0,84,45.0,0.0,53.6,305,2011-12-25,2011,12,25,,春日井市総合体育館,豊田合成トレフェルサ,FC東京,安原貴之,矢野裕範,1,3,4,Lose,83,99,99,13:05,14:53,1650,,田野明彦,村中伸,田中栄二,Away,121,51,9,42.1,12.75,23,16,3,69.6,10,2.50,98,7,11,35,15.3,69,31.0,0.0,44.9
104,50,5,48.1,12.50,26,10,5,38.5,19,4.75,97,3,9,46,14.5,68,33.0,0.0,48.5,308,2011-12-25,2011,12,25,,日田市総合体育館,堺ブレイザーズ,JTサンダーズ,酒井新悟,増村雅尚,3,1,4,Win,98,83,101,15:25,17:15,1719,,塚本健,澤達大,三浦こずえ,Home,125,50,11,40.0,12.50,25,10,3,40.0,11,2.75,84,5,13,33,15.3,87,39.0,0.0,44.8
125,50,11,40.0,12.50,25,10,3,40.0,11,2.75,84,5,13,33,15.3,87,39.0,0.0,44.8,308,2011-12-25,2011,12,25,,日田市総合体育館,JTサンダーズ,堺ブレイザーズ,久保義人,平野信孝,1,3,4,Lose,83,98,101,15:25,17:15,1719,,塚本健,澤達大,三浦こずえ,Away,104,50,5,48.1,12.50,26,10,5,38.5,19,4.75,97,3,9,46,14.5,68,33.0,0.0,48.5
