No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
1,L,鶴田大樹,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,29,12.0,15.0,67.2,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
2,,鈴木寛史,5,■,■,■,■,■,7,5,0,71.4,1.00,0,0,0,-,1,0.20,16,0,0,3,4.7,2,0.0,0.0,0.0,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
3,L,高橋賢,4,,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
4,,エスコバルヤドリアン,5,■,■,■,■,■,54,19,6,35.2,3.80,23,7,4,30.4,3,0.60,17,2,1,4,16.2,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
5,,酒井大祐,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
6,,岡本祥吾,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
7,,山本湧,5,■,■,■,■,■,2,0,0,0.0,-,0,0,0,-,1,0.20,13,0,2,2,0.0,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
10,,藤中謙也,5,■,■,■,■,■,26,10,3,38.5,2.00,4,1,2,25.0,0,-,12,1,2,0,4.2,34,12.0,17.0,60.3,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
12,,塩田達也,3,■,■,,,□,4,2,0,50.0,0.67,0,0,0,-,0,-,5,1,1,0,15.0,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
13,,松林憲太郎,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
17,,星谷健太朗,3,,,■,■,■,5,2,0,40.0,0.67,0,0,0,-,3,1.00,14,0,0,1,1.8,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
18,,小川猛,2,,□,□,,,4,1,0,25.0,0.50,0,0,0,-,0,-,4,0,2,1,-6.2,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
19,,栗山雅史,5,■,■,■,■,■,35,17,3,48.6,3.40,9,5,1,55.6,2,0.40,14,1,0,3,12.5,29,7.0,15.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
20,,米山達也,3,□,,□,,□,4,3,1,75.0,1.00,1,0,1,0.0,0,-,4,0,1,0,-6.2,2,0.0,2.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,サントリーサンバーズ,JTサンダーズ,荻野正二,山村宏太,2,3,5,Lose,101,113,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Home
2,,町野仁志,4,■,■,■,■,,9,4,0,44.4,1.00,0,0,0,-,1,0.25,9,0,1,1,0.0,1,0.0,1.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
3,,深津旭弘,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,20,0,1,0,-1.2,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
4,,中島健太,2,,,,□,■,1,1,0,100.0,0.50,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
5,,吉岡光大,5,■,■,■,■,■,29,9,4,31.0,1.80,2,1,0,50.0,1,0.20,18,0,1,1,0.0,24,7.0,12.0,54.2,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
7,,八子大輔,2,,□,,□,,3,1,0,33.3,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,1,0.0,0.0,0.0,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
8,,久原大輝,3,,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,3,0.0,2.0,33.3,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
10,L,井上航,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,33,10.0,21.0,62.1,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
11,,安井勇誠,2,,,□,□,,3,0,1,0.0,-,0,0,0,-,0,-,3,0,1,1,0.0,2,0.0,2.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
14,,エドガートーマス,5,■,■,■,■,■,64,39,3,60.9,7.80,25,14,0,56.0,2,0.40,16,2,2,6,18.8,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
15,L,唐川大志,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
16,,塚崎祐平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
17,,金子聖輝,4,,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,6,1,0,1,20.8,0,0.0,0.0,-,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
18,,山本将平,5,■,■,■,■,■,30,11,3,36.7,2.20,4,2,0,50.0,0,-,21,3,6,1,8.3,20,4.0,12.0,50.0,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
20,,筧本翔昂,5,■,■,■,■,■,8,6,0,75.0,1.20,0,0,0,-,3,0.60,14,0,0,2,3.6,3,1.0,0.0,33.3,101,2017-10-21,2017,10,21,,東京体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,ｻﾄﾚﾙﾃｨﾈ,3,2,5,Win,113,101,133,13:00,15:25,4100,利根忠史,田中昭彦,山本和良,中嶋幹朗,Away
1,,清水邦広,3,■,■,■,,,22,13,4,59.1,4.33,10,5,2,50.0,0,-,13,1,1,5,15.4,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
2,,深津英臣,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,13,2,0,6,26.9,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
3,,山添信也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
5,,渡辺奏吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
6,,白澤健児,3,■,■,■,,,11,6,0,54.5,2.00,0,0,0,-,1,0.33,11,1,2,1,6.8,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
7,,久原翼,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
8,,関田誠大,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
9,,今村貴彦,2,□,,□,,,3,2,0,66.7,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
10,,山内晶大,3,■,■,■,,,7,4,1,57.1,1.33,0,0,0,-,1,0.33,10,0,3,2,-2.5,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
12,,専田和也,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,5,1.0,2.0,40.0,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
13,,クビアクミハウ,3,■,■,■,,,16,7,2,43.8,2.33,0,0,0,-,3,1.00,15,2,1,6,21.7,16,7.0,7.0,65.6,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
15,,福澤達哉,3,■,■,■,,,23,8,1,34.8,2.67,5,1,1,20.0,2,0.67,9,1,1,0,8.3,12,3.0,8.0,58.3,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
16,L,伊賀亮平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
17,L,永野健,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,11.0,5.0,79.4,102,2017-10-21,2017,10,21,,東京体育館,パナソニックパンサーズ,FC東京,川村慎二,古田博幸,3,0,3,Win,75,60,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Home
2,,玉宅健太郎,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
3,L,橘裕也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,2.0,66.7,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
5,,竹浪貴志,3,■,■,■,,,3,0,1,0.0,-,0,0,0,-,2,0.67,11,0,2,1,-2.3,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
6,,ペピチミラン,3,■,■,■,,,22,9,3,40.9,3.00,11,4,1,36.4,0,-,12,1,3,2,6.2,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
9,,手塚大,3,■,■,■,,,19,8,2,42.1,2.67,1,1,0,100.0,3,1.00,6,0,3,0,-12.5,25,11.0,5.0,54.0,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
14,,長友優磨,3,■,■,■,,,22,13,1,59.1,4.33,4,3,0,75.0,0,-,12,1,0,2,12.5,13,4.0,3.0,42.3,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
15,,衛藤英興,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
16,,手原紳,3,■,■,■,,,3,3,0,100.0,1.00,0,0,0,-,0,-,9,0,0,0,0.0,1,0.0,0.0,0.0,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
18,,栗山英之,3,■,■,■,,,6,2,1,33.3,0.67,0,0,0,-,0,-,9,0,1,0,-2.8,4,2.0,1.0,62.5,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
20,L,山本智大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
24,,野瀬将平,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,0.0,0.0,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
25,,近江芳樹,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
27,,鈴木健太,2,□,,□,,,2,1,0,50.0,0.50,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
28,,和中謙治,2,,□,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,4,1.0,1.0,37.5,102,2017-10-21,2017,10,21,,東京体育館,FC東京,パナソニックパンサーズ,坂本将康,ﾛﾃﾞｨｱﾚｯｻﾝﾄﾞﾛ,0,3,3,Lose,60,75,77,16:15,17:38,3500,利根川忠史,村中伸,山本晋五,金廣美喜夫,Away
1,,富松崇彰,3,■,■,■,,,12,6,0,50.0,2.00,0,0,0,-,0,-,12,0,3,1,-4.2,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
3,,伏見大和,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
4,,佐野翔,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
5,,米山裕太,2,■,■,,,,7,2,0,28.6,1.00,2,0,0,0.0,0,-,4,0,2,1,-6.2,13,6.0,5.0,65.4,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
6,L,渡辺俊介,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,9.0,2.0,52.6,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
7,,峯村雄大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
9,,阿部裕太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
10,,星野秀知,2,,□,■,,,11,7,0,63.6,3.50,0,0,0,-,1,0.50,4,0,1,1,0.0,14,10.0,2.0,78.6,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
12,,ギャビンシュミット,3,■,■,■,,,38,14,2,36.8,4.67,24,9,2,37.5,1,0.33,10,0,3,3,0.0,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
15,,李博,3,■,■,■,,,9,4,0,44.4,1.33,0,0,0,-,1,0.33,15,0,4,6,3.3,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
17,,黒木康太郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
18,,鈴木悠二,3,■,■,■,,,20,11,1,55.0,3.67,2,2,0,100.0,0,-,10,1,2,1,7.5,17,5.0,5.0,44.1,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
21,,藤井直伸,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,11,1,0,6,22.7,1,0.0,0.0,0.0,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
22,L,井手智,1,,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2017-10-22,2017,10,22,,東京体育館,東レアローズ,豊田合成トレフェルサ,小林敦,篠田歩,0,3,3,Lose,65,75,84,12:05,13:35,2500,利根川忠史,山本晋五,田中昭彦,金廣美喜夫,Home
