No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
5,,井上仁,1,,,■,,,2,1,0,50.0,1.00,0,0,0,-,0,-,2,0,1,1,0.0,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
8,,栗山英之,3,■,■,■,,,8,4,1,50.0,1.33,0,0,0,-,1,0.33,8,0,3,1,-6.2,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
9,,手塚大,2,■,■,,,,9,3,0,33.3,1.50,0,0,0,-,1,0.50,3,0,1,1,0.0,2,0.0,0.0,0.0,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
12,,小田嶋大貴,2,■,■,,,,2,0,0,0.0,-,0,0,0,-,1,0.50,4,1,0,1,31.2,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
13,,柳町逸太,2,,□,■,,,16,5,2,31.2,2.50,7,0,2,0.0,0,-,8,1,2,3,15.6,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
15,,谷口渉,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,2,1.0,1.0,75.0,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
16,,手原紳,2,■,,□,,,0,0,0,-,-,0,0,0,-,1,0.50,5,0,1,0,-5.0,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
20,,プレモビッチピーター,2,■,■,,,,18,4,3,22.2,2.00,8,4,0,50.0,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
21,,平田亮介,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,3,0,2,0,-16.7,0,0.0,0.0,-,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
23,L,小森郁己,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,11.0,3.0,56.8,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
26,,黒田彪斗,1,,,■,,,7,3,0,42.9,3.00,0,0,0,-,3,3.00,3,0,0,1,8.3,4,2.0,1.0,62.5,113,2019-11-02,2019,11,02,広島県,福山市緑町公園屋内競技場,FC東京,JTサンダーズ広島,真保綱一郎,ﾘﾍﾞｲﾛﾌｧﾋﾞｱｰﾉ,0,3,3,Lose,52,75,73,13:00,14:26,1950,石井洋壮,山本晋五,村中伸,藤井勇紀,Away
1,,清水邦広,4,■,■,■,■,,45,24,0,53.3,6.00,11,5,0,45.5,1,0.25,14,0,3,4,1.8,3,0.0,3.0,50.0,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
2,,深津英臣,4,■,■,■,■,,2,0,1,0.0,-,0,0,0,-,2,0.50,22,1,1,10,14.8,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
4,,大竹壱青,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
5,,渡辺奏吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
6,,白澤健児,4,■,■,■,■,,9,5,0,55.6,1.25,0,0,0,-,1,0.25,12,0,3,0,-6.2,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
7,,久原翼,4,■,■,■,■,,19,8,2,42.1,2.00,1,1,0,100.0,0,-,17,1,3,3,5.9,23,10.0,4.0,52.2,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
9,,今村貴彦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
12,,専田和也,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
13,,クビアクミハウ,4,■,■,■,■,,29,16,1,55.2,4.00,4,1,1,25.0,2,0.50,19,1,1,2,6.6,33,13.0,10.0,54.5,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
16,L,伊賀亮平,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
17,L,永野健,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,7.0,2.0,61.5,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
20,,新貴裕,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
21,,兒玉康成,4,■,■,■,□,,5,2,1,40.0,0.50,0,0,0,-,0,-,9,1,1,2,13.9,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
22,,小宮雄一郎,2,,,□,■,,6,6,0,100.0,3.00,0,0,0,-,1,0.50,5,0,2,3,5.0,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,パナソニックパンサーズ,東レアローズ,川村慎二,古田博幸,3,1,4,Win,102,96,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Home
1,,富松崇彰,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
2,,高橋健太郎,4,■,■,■,■,,19,9,0,47.4,2.25,0,0,0,-,4,1.00,11,0,5,0,-11.4,1,0.0,1.0,50.0,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
4,,ルジェアントニン,4,■,■,■,■,,53,25,1,47.2,6.25,26,11,1,42.3,1,0.25,17,0,5,4,-1.5,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
5,,米山裕太,4,■,■,■,■,,19,10,0,52.6,2.50,1,1,0,100.0,1,0.25,11,0,4,2,-4.5,28,9.0,9.0,48.2,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
6,,落合一貴,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
7,,峯村雄大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
8,,瀬戸口竜矢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
10,,星野秀知,4,■,■,■,■,,25,10,0,40.0,2.50,0,0,0,-,0,-,20,0,2,3,1.2,32,16.0,6.0,59.4,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
11,,戸嵜嵩大,2,,,□,□,,2,2,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,3,1.0,1.0,50.0,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
14,,酒井啓輔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
15,,李博,4,■,■,■,■,,11,8,1,72.7,2.00,0,0,0,-,0,-,14,1,2,7,16.1,1,0.0,0.0,0.0,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
19,,梅野聡,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
21,,藤井直伸,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,2,0.50,20,0,5,6,1.2,1,0.0,0.0,0.0,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
22,L,井手智,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,8.0,8.0,63.2,111,2019-11-02,2019,11,02,福井県,福井県営体育館,東レアローズ,パナソニックパンサーズ,篠田歩,阿部裕太,1,3,4,Lose,96,102,116,13:05,15:10,2541,伊藤博之,浅井唯由,森口豊,酒井隆則,Away
1,,山田脩造,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
4,,内山正平,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
5,,前田一誠,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
6,,近裕崇,2,■,■,,,,7,1,0,14.3,0.50,0,0,0,-,2,1.00,6,0,0,3,12.5,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
7,,白岩直也,2,■,,□,,,3,1,0,33.3,0.50,0,0,0,-,0,-,1,0,0,1,25.0,5,4.0,1.0,90.0,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
10,L,古賀幸一郎,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,4.0,2.0,55.6,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
11,,傳田亮太,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,2,0.67,7,1,1,4,25.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
12,,高松卓矢,3,■,■,■,,,24,7,1,29.2,2.33,5,1,0,20.0,0,-,12,0,4,2,-4.2,8,3.0,1.0,43.8,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
14,,椿山竜介,2,,□,■,,,9,7,0,77.8,3.50,3,2,0,66.7,0,-,5,1,2,1,15.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
16,,ガスパリーニミティア,2,■,■,,,,10,3,2,30.0,1.50,4,2,1,50.0,0,-,4,0,1,1,0.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
21,,永露元稀,3,□,□,■,,,0,0,0,-,-,0,0,0,-,0,-,7,1,0,1,17.9,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
22,,高梨健太,3,□,■,■,,,15,8,2,53.3,2.67,3,3,0,100.0,1,0.33,7,0,1,4,10.7,33,9.0,10.0,42.4,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
24,L,小川智大,1,,,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,4.0,2.0,62.5,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
25,,劉鴻杰,1,,,■,,,2,2,0,100.0,2.00,0,0,0,-,1,1.00,4,0,0,3,18.8,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ウルフドッグス名古屋,ジェイテクトSTINGS,ﾃｨﾘｶｲﾈﾝﾄﾐｰ,深津貴之,0,3,3,Lose,54,75,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Home
1,,藤中優斗,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
2,,金丸晃大,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
3,,伏見大和,3,■,■,■,,,4,2,0,50.0,0.67,0,0,0,-,2,0.67,6,0,1,1,0.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
4,,福山汰一,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,0,-,20,1,1,5,10.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
6,,カジースキマテイ,3,■,■,■,,,20,10,1,50.0,3.33,3,2,0,66.7,3,1.00,17,4,3,9,32.4,31,14.0,3.0,50.0,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
8,,郡浩也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
9,,辰巳正敏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
10,,小林光輝,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
11,,袴谷亮介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
12,L,興梠亮,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
14,,西田有志,3,■,■,■,,,24,19,1,79.2,6.33,8,7,0,87.5,3,1.00,12,2,3,7,25.0,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
15,,中根聡太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,110,2019-11-02,2019,11,02,岐阜県多治見市,感謝と挑戦のＴＹＫ体育館（多治見市総合体育館）,ジェイテクトSTINGS,ウルフドッグス名古屋,高橋慎治,増成一志,3,0,3,Win,75,54,70,14:00,15:16,2300,芦田光巨,城智人,グレッグルーオー,熊崎美穂子,Away
