AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
90,33,3,36.7,11.00,6,2,0,33.3,8,2.67,66,2,11,17,9.5,66,38.0,0.0,57.6,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home,94,52,7,55.3,17.33,24,14,2,58.3,11,3.67,79,3,12,26,11.5,53,36.0,0.0,67.9
94,52,7,55.3,17.33,24,14,2,58.3,11,3.67,79,3,12,26,11.5,53,36.0,0.0,67.9,103,2005-10-08,2005,10,08,,,堺ブレイザーズ,豊田合成トレフェルサ,中垣内祐一,酒井新悟,3,0,3,Win,81,64,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Away,90,33,3,36.7,11.00,6,2,0,33.3,8,2.67,66,2,11,17,9.5,66,38.0,0.0,57.6
115,52,10,45.2,13.00,24,10,3,41.7,8,2.00,84,4,13,25,11.5,82,60.0,0.0,73.2,101,2005-10-08,2005,10,08,,,パナソニックパンサーズ,NECブルーロケッツ,下村護,南部正司,1,3,4,Lose,83,89,104,14:00,15:53,3000,,利根川忠史,佐藤拓男,戸塚裕之,Home,111,53,9,47.7,13.25,26,11,2,42.3,9,2.25,88,0,6,22,6.2,70,42.0,0.0,60.0
111,53,9,47.7,13.25,26,11,2,42.3,9,2.25,88,0,6,22,6.2,70,42.0,0.0,60.0,101,2005-10-08,2005,10,08,,,NECブルーロケッツ,パナソニックパンサーズ,楊成太,小林秀章,3,1,4,Win,89,83,104,14:00,15:53,3000,,利根川忠史,佐藤拓男,戸塚裕之,Away,115,52,10,45.2,13.00,24,10,3,41.7,8,2.00,84,4,13,25,11.5,82,60.0,0.0,73.2
130,55,14,42.3,13.75,29,13,5,44.8,8,2.00,98,3,9,25,9.2,81,62.0,0.0,76.5,104,2005-10-08,2005,10,08,,,JTサンダーズ,旭化成スパーキッズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,3,1,4,Win,99,96,106,16:05,18:00,1368,,田野昭彦,千代延靖夫,石岡奈津美,Home,138,62,16,44.9,15.50,23,9,5,39.1,9,2.25,97,1,16,18,5.5,87,61.0,0.0,70.1
138,62,16,44.9,15.50,23,9,5,39.1,9,2.25,97,1,16,18,5.5,87,61.0,0.0,70.1,104,2005-10-08,2005,10,08,,,旭化成スパーキッズ,JTサンダーズ,山田博文,大坪史明,1,3,4,Lose,96,99,106,16:05,18:00,1368,,田野昭彦,千代延靖夫,石岡奈津美,Away,130,55,14,42.3,13.75,29,13,5,44.8,8,2.00,98,3,9,25,9.2,81,62.0,0.0,76.5
121,59,11,48.8,14.75,27,9,4,33.3,8,2.00,86,2,17,22,8.5,88,66.0,0.0,75.0,102,2005-10-08,2005,10,08,,,サントリーサンバーズ,東レアローズ,山本和史,河野克巳,1,3,4,Lose,85,99,98,16:30,18:17,3000,,酒出修,小柴滋,上畠直樹,Home,98,55,4,56.1,13.75,20,11,1,55.0,14,3.50,98,1,10,21,6.2,68,45.0,0.0,66.2
98,55,4,56.1,13.75,20,11,1,55.0,14,3.50,98,1,10,21,6.2,68,45.0,0.0,66.2,102,2005-10-08,2005,10,08,,,東レアローズ,サントリーサンバーズ,矢島久徳,秋山央,3,1,4,Win,99,85,98,16:30,18:17,3000,,酒出修,小柴滋,上畠直樹,Away,121,59,11,48.8,14.75,27,9,4,33.3,8,2.00,86,2,17,22,8.5,88,66.0,0.0,75.0
93,51,9,54.8,17.00,24,12,4,50.0,7,2.33,86,4,18,24,10.9,64,35.0,0.0,54.7,107,2005-10-09,2005,10,09,,,堺ブレイザーズ,JTサンダーズ,中垣内祐一,酒井新悟,3,0,3,Win,87,80,89,13:05,14:40,912,,勝又正,織本昌朗,石岡奈津美,Home,94,43,7,45.7,14.33,21,8,3,38.1,8,2.67,81,2,17,27,10.3,67,40.0,0.0,59.7
94,43,7,45.7,14.33,21,8,3,38.1,8,2.67,81,2,17,27,10.3,67,40.0,0.0,59.7,107,2005-10-09,2005,10,09,,,JTサンダーズ,堺ブレイザーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,0,3,3,Lose,80,87,89,13:05,14:40,912,,勝又正,織本昌朗,石岡奈津美,Away,93,51,9,54.8,17.00,24,12,4,50.0,7,2.33,86,4,18,24,10.9,64,35.0,0.0,54.7
