No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,山田博文,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
2,,山崎典行,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
4,,山中正博,4,■,■,■,■,,53,15,7,28.3,3.75,11,3,2,27.3,1,0.25,11,0,2,3,6.8,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
5,,南裕之,2,,□,,□,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,2,0,0,1,12.5,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
6,,森永茂正,4,■,■,■,■,,28,15,2,53.6,3.75,6,2,1,33.3,0,-,20,0,3,6,7.5,16,8.0,0.0,50.0,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
7,L,松田義明,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,52,31.0,0.0,59.6,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
9,,丸山利明,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
10,,末次志朗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
12,,魚井貞夫,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,1,0.25,14,0,3,2,3.6,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
15,,古田博幸,4,■,■,■,■,,9,3,0,33.3,0.75,0,0,0,-,1,0.25,12,0,1,3,6.2,9,5.0,0.0,55.6,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
17,,料治修,4,■,■,■,■,,12,3,0,25.0,0.75,0,0,0,-,4,1.00,14,1,1,5,14.6,1,0.0,0.0,0.0,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
23,,南克幸,4,■,■,■,■,,12,6,0,50.0,1.50,0,0,0,-,1,0.25,10,0,0,2,5.0,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,旭化成スパーキッズ,パナソニックパンサーズ,家本芳夫,新藤秀樹,1,3,4,Lose,84,98,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Home
1,,宮崎謙彦,4,■,■,■,■,,37,17,5,45.9,4.25,15,7,2,46.7,1,0.25,15,2,3,4,18.7,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
4,,白数仁孝,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,5,17.9,9,6.0,0.0,66.7,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
5,,イェルツィンヒド,4,■,■,■,■,,36,18,3,50.0,4.50,8,5,0,62.5,2,0.50,17,2,5,8,21.2,26,21.0,0.0,80.8,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
6,L,小糸敬夫,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,12.0,0.0,63.2,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
7,,西澤吉邦,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
9,,北川祐介,4,■,■,■,■,,10,6,0,60.0,1.50,0,0,0,-,5,1.25,13,0,3,1,1.9,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
10,,牛尾正和,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2000-01-14,2000,01,14,,大阪府立体育会館,パナソニックパンサーズ,旭化成スパーキッズ,春田政幸,下村護,3,1,4,Win,98,84,79,17:00,18:28,2500,,田野昭彦,江下毅,岡野俊樹,Away
