No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,大村悟,5,■,■,■,■,■,38,24,7,63.2,4.80,14,10,2,71.4,2,0.40,16,0,2,3,4.7,25,12.0,0.0,48.0,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
2,,細川延由,5,■,■,■,■,■,24,11,3,45.8,2.20,7,4,0,57.1,0,-,16,0,2,3,4.7,37,17.0,0.0,45.9,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
3,L,大森陽祐,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,9.0,0.0,40.9,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
5,,足立和弘,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
6,,竹内実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
7,,菊地洋之,5,■,■,■,■,■,4,2,0,50.0,0.40,0,0,0,-,2,0.40,12,0,1,2,4.2,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
8,,宇佐美大輔,5,■,■,■,■,■,3,2,0,66.7,0.40,0,0,0,-,2,0.40,18,1,5,7,14.2,1,0.0,0.0,0.0,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
9,,脇戸新之助,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
10,,青木一平,5,■,■,■,■,■,3,0,0,0.0,-,0,0,0,-,4,0.80,19,0,2,1,1.3,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
11,,渡邉正堂,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
12,,奥谷信彦,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,8,0,1,3,9.4,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
18,,ロドリゲスアンデルソン,5,■,■,■,■,■,35,20,2,57.1,4.00,22,15,1,68.2,2,0.40,16,0,3,8,12.5,1,0.0,0.0,0.0,103,2003-12-12,2003,12,12,,,NECブルーロケッツ,東レアローズ,金子敏和,楊成太,3,2,5,Win,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Home
1,,青山繁,5,■,■,■,■,■,13,8,0,61.5,1.60,0,0,0,-,0,-,22,0,1,11,12.5,30,23.0,0.0,76.7,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
4,,アブラーモフパーベル,5,■,■,■,■,■,50,26,3,52.0,5.20,9,3,2,33.3,2,0.40,13,0,3,6,11.5,7,4.0,0.0,57.1,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
6,,山口誠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
7,,齋藤信治,5,■,■,■,■,■,18,11,0,61.1,2.20,0,0,0,-,0,-,20,1,1,9,15.2,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
10,,越谷章,5,■,■,■,■,■,28,16,5,57.1,3.20,2,2,0,100.0,0,-,19,1,6,7,13.4,28,15.0,0.0,53.6,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
14,,今田祐介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
15,L,掛川厚志,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,19.0,0.0,79.2,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
16,,高杉洋平,3,,,□,□,□,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
17,,篠田歩,5,■,■,■,■,■,16,9,1,56.2,1.80,1,0,0,0.0,0,-,16,0,4,6,9.4,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
18,,浅川敏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
19,,浜口知良,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
20,,山本太二,5,■,■,■,■,■,1,0,0,0.0,-,0,0,0,-,2,0.40,11,0,4,5,11.4,0,0.0,0.0,-,103,2003-12-12,2003,12,12,,,東レアローズ,NECブルーロケッツ,矢島久徳,秋山央,2,3,5,Lose,105,105,107,16:03,18:02,1200,,田野昭彦,浅見靖人,水野妙,Away
2,,平野信孝,1,,,,,□,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
3,,苅谷淳司,1,,,□,,,1,0,1,0.0,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
4,,河野裕輔,5,■,■,□,■,■,25,10,4,40.0,2.00,12,4,3,33.3,0,-,12,0,1,4,8.3,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
6,,臺光章,5,■,■,□,■,■,0,0,0,-,-,0,0,0,-,1,0.20,10,0,0,2,5.0,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
8,,徳元幸人,5,■,■,■,■,■,17,10,2,58.8,2.00,1,0,1,0.0,4,0.80,21,0,1,6,7.1,26,17.0,0.0,65.4,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
10,,直弘龍治,1,□,,,,,1,0,1,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
11,,前田悟,4,□,□,■,,□,1,0,0,0.0,-,0,0,0,-,0,-,7,3,2,2,41.4,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
12,L,山本健之,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,36,25.0,0.0,69.4,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
14,,伊勢隆一,5,■,■,■,■,■,7,4,1,57.1,0.80,1,0,1,0.0,3,0.60,19,0,4,2,2.6,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
17,,内冨寛法,3,,□,■,,□,14,6,1,42.9,2.00,7,2,0,28.6,0,-,5,0,2,2,10.0,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
20,,尾上健司,5,■,■,■,■,■,10,4,0,40.0,0.80,0,0,0,-,3,0.60,14,0,1,1,1.8,0,0.0,0.0,-,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
21,,サベリエフイリア,5,■,■,■,■,■,47,25,5,53.2,5.00,14,7,4,50.0,0,-,18,0,6,4,5.6,31,19.0,0.0,61.3,101,2003-12-12,2003,12,12,,大阪府立体育会館,JTサンダーズ,パナソニックパンサーズ,"ﾊﾟﾙｼﾝ,ｹﾞﾝﾅｼﾞｰ",原秀治,2,3,5,Lose,109,113,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Home
1,,岸本一馬,5,■,■,■,■,■,21,10,4,47.6,2.00,2,1,1,50.0,1,0.20,10,0,1,5,12.5,31,21.0,0.0,67.7,101,2003-12-12,2003,12,12,,大阪府立体育会館,パナソニックパンサーズ,JTサンダーズ,春田政幸,下村護,3,2,5,Win,113,109,119,16:05,18:16,1800,,利根川忠史,江下毅,内山志鶴子,Away
