AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
107,53,7,49.5,13.25,27,12,0,44.4,3,0.75,91,5,18,17,9.3,78,50.0,0.0,64.1,301,2012-11-03,2012,11,03,,鹿沼総合体育館(フォレストアリーナ),JTサンダーズ,堺ブレイザーズ,久保義人,徳元幸人,1,3,4,Lose,90,96,104,14:01,15:54,1300,,印藤智一,村中伸,磯健司,Home,106,57,9,53.8,14.25,25,13,4,52.0,7,1.75,95,4,17,24,9.7,72,51.0,0.0,70.8
106,57,9,53.8,14.25,25,13,4,52.0,7,1.75,95,4,17,24,9.7,72,51.0,0.0,70.8,301,2012-11-03,2012,11,03,,鹿沼総合体育館(フォレストアリーナ),堺ブレイザーズ,JTサンダーズ,酒井新悟,長江祥司,3,1,4,Win,96,90,104,14:01,15:54,1300,,印藤智一,村中伸,磯健司,Away,107,53,7,49.5,13.25,27,12,0,44.4,3,0.75,91,5,18,17,9.3,78,50.0,0.0,64.1
113,66,6,58.4,13.20,22,14,2,63.6,13,2.60,110,5,17,29,10.4,85,58.0,0.0,68.2,303,2012-11-03,2012,11,03,,パナソニックアリーナ,パナソニックパンサーズ,サントリーサンバーズ,南部正司,真保綱一郎,2,3,5,Lose,109,106,123,14:05,16:20,2000,,石井洋壮,小野将人,宇代徹,Home,118,64,6,54.2,12.80,34,21,3,61.8,14,2.80,105,4,17,26,9.8,92,59.0,0.0,64.1
118,64,6,54.2,12.80,34,21,3,61.8,14,2.80,105,4,17,26,9.8,92,59.0,0.0,64.1,303,2012-11-03,2012,11,03,,パナソニックアリーナ,サントリーサンバーズ,パナソニックパンサーズ,ﾊﾟｵﾛﾓﾝﾀﾆｬｰﾆ,荻野正二,3,2,5,Win,106,109,123,14:05,16:20,2000,,石井洋壮,小野将人,宇代徹,Away,113,66,6,58.4,13.20,22,14,2,63.6,13,2.60,110,5,17,29,10.4,85,58.0,0.0,68.2
107,45,8,42.1,11.25,21,10,2,47.6,9,2.25,79,1,17,22,8.0,74,36.0,0.0,48.6,302,2012-11-03,2012,11,03,,鹿沼総合体育館(フォレストアリーナ),FC東京,豊田合成トレフェルサ,坂本将康,中谷宏大,1,3,4,Lose,78,93,100,16:30,18:19,1300,,田野昭彦,澤達大,神山茂,Home,94,47,6,50.0,11.75,15,6,1,40.0,14,3.50,92,5,17,34,13.8,62,39.0,0.0,62.9
94,47,6,50.0,11.75,15,6,1,40.0,14,3.50,92,5,17,34,13.8,62,39.0,0.0,62.9,302,2012-11-03,2012,11,03,,鹿沼総合体育館(フォレストアリーナ),豊田合成トレフェルサ,FC東京,安原貴之,増成一志,3,1,4,Win,93,78,100,16:30,18:19,1300,,田野昭彦,澤達大,神山茂,Away,107,45,8,42.1,11.25,21,10,2,47.6,9,2.25,79,1,17,22,8.0,74,36.0,0.0,48.6
114,65,4,57.0,13.00,14,8,1,57.1,13,2.60,115,5,21,20,8.2,85,65.0,0.0,76.5,304,2012-11-03,2012,11,03,,パナソニックアリーナ,東レアローズ,大分三好ヴァイセアドラー,小林敦,山本太二,3,2,5,Win,115,102,124,16:55,19:11,1000,,田野敏彦,江下毅,和佐田信行,Home,133,64,12,48.1,12.80,22,10,3,45.5,8,1.60,102,3,15,19,7.4,92,69.0,0.0,75.0
133,64,12,48.1,12.80,22,10,3,45.5,8,1.60,102,3,15,19,7.4,92,69.0,0.0,75.0,304,2012-11-03,2012,11,03,,パナソニックアリーナ,大分三好ヴァイセアドラー,東レアローズ,古田博幸,興梠龍司,2,3,5,Lose,102,115,124,16:55,19:11,1000,,田野敏彦,江下毅,和佐田信行,Away,114,65,4,57.0,13.00,14,8,1,57.1,13,2.60,115,5,21,20,8.2,85,65.0,0.0,76.5
76,45,7,59.2,15.00,14,10,1,71.4,15,5.00,75,1,13,26,9.7,52,23.0,0.0,44.2,305,2012-11-04,2012,11,04,,太田市運動公園市民体育館,豊田合成トレフェルサ,堺ブレイザーズ,安原貴之,矢野裕範,3,0,3,Win,75,57,74,12:00,13:20,2000,,村中伸,印藤智一,新井裕之,Home,80,31,8,38.8,10.33,15,5,2,33.3,5,1.67,58,1,6,28,13.4,61,34.0,0.0,55.7
80,31,8,38.8,10.33,15,5,2,33.3,5,1.67,58,1,6,28,13.4,61,34.0,0.0,55.7,305,2012-11-04,2012,11,04,,太田市運動公園市民体育館,堺ブレイザーズ,豊田合成トレフェルサ,酒井新悟,長江祥司,0,3,3,Lose,57,75,74,12:00,13:20,2000,,村中伸,印藤智一,新井裕之,Away,76,45,7,59.2,15.00,14,10,1,71.4,15,5.00,75,1,13,26,9.7,52,23.0,0.0,44.2
