No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,藤中優斗,4,■,■,■,■,,16,6,0,37.5,1.50,2,2,0,100.0,0,-,11,0,4,1,-6.8,22,8.0,9.0,56.8,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
2,,金丸晃大,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
4,,福山汰一,4,■,■,■,■,,14,8,1,57.1,2.00,0,0,0,-,2,0.50,11,0,2,2,0.0,3,2.0,0.0,66.7,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
6,,フォンテレスフェリペ,4,■,■,□,□,,22,2,6,9.1,0.50,2,0,0,0.0,0,-,8,1,2,0,6.2,18,7.0,7.0,58.3,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
8,,郡浩也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
9,,村山豪,4,■,■,■,■,,7,4,0,57.1,1.00,0,0,0,-,0,-,14,1,3,0,1.8,3,1.0,1.0,50.0,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
10,,小林光輝,3,,□,■,■,,1,1,0,100.0,0.33,0,0,0,-,0,-,12,0,0,5,10.4,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
11,,袴谷亮介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
12,,興梠亮,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
15,,宮浦健人,4,■,■,■,■,,51,22,2,43.1,5.50,24,13,2,54.2,0,-,16,1,4,5,7.8,2,1.0,1.0,75.0,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
16,,久保山尚,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
17,L,本間隆太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,12.0,5.0,72.5,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
18,,道井淳平,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
20,,都築仁,3,,□,■,■,,13,6,0,46.2,2.00,2,1,0,50.0,0,-,7,1,3,1,7.1,12,3.0,5.0,45.8,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,JTサンダーズ広島,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,1,3,4,Lose,81,95,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Home
1,,安永拓弥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2021-10-15,2021,10,15,愛知県,ウィングアリーナ刈谷,JTサンダーズ広島,ジェイテクトSTINGS,原秀治,古田博幸,3,1,4,Win,95,81,104,19:00,21:00,960,小柴滋,原啓之,戸川太輔,田中栄二,Away
