No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,盛重龍,5,■,■,■,■,■,30,10,3,33.3,2.00,3,0,3,0.0,2,0.40,20,0,1,6,7.5,18,14.0,0.0,77.8,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
2,,北川祐介,5,■,■,■,■,■,11,8,0,72.7,1.60,0,0,0,-,4,0.80,18,0,0,1,1.4,1,1.0,0.0,100.0,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
6,,甲斐祐之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
7,L,花野裕祥,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,22.0,0.0,88.0,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
8,,井上崇昭,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
9,,川浦博昭,5,■,■,■,■,■,19,14,0,73.7,2.80,0,0,0,-,1,0.20,13,0,3,1,1.9,2,2.0,0.0,100.0,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
11,L,森佑之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
13,,岡本秀明,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,0,0.0,0,0.0,0.0,-,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
15,,高橋和人,5,■,■,■,■,■,36,24,1,66.7,4.80,9,5,0,55.6,0,-,24,2,4,6,14.6,47,34.0,0.0,72.3,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
16,,オーリマンマイケル,5,■,■,■,■,■,41,16,6,39.0,3.20,14,6,2,42.9,0,-,21,2,8,2,11.0,0,0.0,0.0,-,301,2008-11-08,2008,11,08,,須賀川アリーナ,豊田合成トレフェルサ,NECブルーロケッツ,松田明彦,矢野裕範,3,2,5,Win,115,109,118,14:00,16:10,2200,,田野敏彦,土佐和樹,高野年昭,Home
