No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,山田脩造,1,□,,,,,2,1,0,50.0,1.00,0,0,0,-,0,-,1,0,1,0,0.0,1,1.0,0.0,100.0,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
2,,山近哲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
4,,内山正平,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,1,0.33,12,0,0,2,4.2,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
5,,前田一誠,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
6,,近裕崇,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,1,0.33,11,0,3,1,2.3,1,1.0,0.0,100.0,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
7,,白岩直也,3,■,■,■,,,8,3,2,37.5,1.00,0,0,0,-,0,-,8,0,1,0,0.0,32,19.0,0.0,59.4,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
10,L,古賀幸一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,13.0,0.0,81.2,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
11,,傳田亮太,3,■,■,■,,,9,7,1,77.8,2.33,0,0,0,-,1,0.33,11,0,3,1,2.3,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
12,,高松卓矢,3,■,■,■,,,18,10,1,55.6,3.33,2,2,0,100.0,0,-,12,1,1,5,17.1,7,3.0,0.0,42.9,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
13,,岡本秀明,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
14,,椿山竜介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
15,,オムルチェンイゴール,3,■,■,■,,,42,17,7,40.5,5.67,22,9,3,40.9,1,0.33,14,0,6,5,8.9,0,0.0,0.0,-,101,2016-10-22,2016,10,22,,大阪市中央体育館,豊田合成トレフェルサ,パナソニックパンサーズ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,藤田和広,0,3,3,Lose,72,82,88,12:05,13:39,2500,水谷孝義,印藤智一,石井洋壮,内山志鶴子,Home
