No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
1,,富松崇彰,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,10,1,1,5,20.0,3,2.0,0.0,66.7,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
3,,伏見大和,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,1,0.33,11,0,2,3,2.3,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
5,,米山裕太,1,,,□,,,2,2,0,100.0,2.00,1,1,0,100.0,0,-,1,0,1,0,-25.0,3,0.0,3.0,50.0,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
6,L,渡辺俊介,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,0.0,60.0,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
7,,峯村雄大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
8,,瀬戸口竜矢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
10,,星野秀知,3,■,■,■,,,16,7,0,43.8,2.33,0,0,0,-,1,0.33,17,2,1,2,13.2,12,3.0,4.0,41.7,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
11,,戸嵜嵩大,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
16,,落合一貴,3,■,■,■,,,27,13,4,48.1,4.33,12,4,3,33.3,2,0.67,8,0,1,3,6.2,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
18,,鈴木悠二,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
19,,梅野聡,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
20,,アウントゥ,3,■,■,■,,,21,11,0,52.4,3.67,0,0,0,-,0,-,17,1,4,6,8.8,16,9.0,4.0,68.8,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
21,,藤井直伸,3,■,■,■,,,1,0,1,0.0,-,0,0,0,-,2,0.67,7,0,1,2,3.6,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
22,L,井手智,1,,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,0.0,0.0,104,2018-10-27,2018,10,27,,松本市総合体育館,東レアローズ,大分三好ヴァイセアドラー,小林敦,篠田歩,3,0,3,Win,75,54,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Home
2,,小松柾,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
4,,勝将哉,3,■,■,■,,,18,6,1,33.3,2.00,7,2,1,28.6,0,-,12,1,2,6,16.7,19,4.0,4.0,31.6,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
7,L,松尾敬介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
9,,林一壽,3,■,■,■,,,8,3,2,37.5,1.00,0,0,0,-,0,-,7,0,1,2,3.6,3,0.0,3.0,50.0,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
11,L,辻口智也,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,3.0,73.1,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
12,,石橋克哉,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
14,,ヤカングマ,3,■,■,■,,,21,7,2,33.3,2.33,12,4,1,33.3,0,-,9,0,0,3,8.3,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
15,,エスペホマーク,3,■,■,■,,,25,12,4,48.0,4.00,8,4,2,50.0,3,1.00,10,0,5,2,-7.5,16,6.0,3.0,46.9,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
16,,濱本豊,2,□,,□,,,6,3,1,50.0,1.50,1,1,0,100.0,0,-,3,0,1,0,-8.3,1,0.0,1.0,50.0,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
18,,高山伸悟,3,■,■,■,,,4,0,0,0.0,-,0,0,0,-,1,0.33,5,0,1,0,-5.0,2,0.0,1.0,25.0,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
19,,辻口泰地,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,4,3.0,1.0,87.5,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
22,,藤岡諒馬,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
23,,藤田裕城,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
24,,米田亘希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,104,2018-10-27,2018,10,27,,松本市総合体育館,大分三好ヴァイセアドラー,東レアローズ,小川貴史,小林尚登,0,3,3,Lose,54,75,73,12:00,13:19,940,勝又正,江下毅,森口豊,内藤義人,Away
1,,山田脩造,1,,□,,,,2,1,0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
2,,山近哲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
4,,内山正平,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
5,,前田一誠,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,13,0,0,4,7.7,1,0.0,0.0,0.0,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
6,,近裕崇,3,■,■,■,,,5,2,0,40.0,0.67,0,0,0,-,0,-,15,1,1,5,13.3,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
7,,白岩直也,3,■,■,■,,,15,6,1,40.0,2.00,0,0,0,-,1,0.33,13,1,4,3,5.8,24,12.0,4.0,58.3,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
9,,高橋拓也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
10,L,古賀幸一郎,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,9.0,3.0,75.0,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
11,,傳田亮太,3,■,■,■,,,11,7,1,63.6,2.33,0,0,0,-,2,0.67,8,0,2,1,-3.1,1,1.0,0.0,100.0,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
12,,高松卓矢,3,■,■,■,,,27,13,2,48.1,4.33,0,0,0,-,1,0.33,9,0,1,1,0.0,8,3.0,2.0,50.0,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
13,,岡本秀明,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0.0,0.0,-,102,2018-10-27,2018,10,27,,小牧スポーツ公園総合体育館（パークアリーナ小牧）,豊田合成トレフェルサ,FC東京,ﾄﾐｰﾃｨﾘｶｲﾈﾝ,ｸﾘｽﾃｨｱﾝｿﾝｱﾝﾃﾞｨｯｼｭ,3,0,3,Win,79,64,86,13:00,14:39,2100,利根川忠史,西中野健,城智人,戸田幸喜,Home
