No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,盛重龍,3,■,■,■,,,22,5,1,22.7,1.67,2,0,0,0.0,1,0.33,11,0,2,2,4.5,19,6.0,0.0,31.6,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
2,,北川祐介,3,■,■,■,,,10,7,0,70.0,2.33,0,0,0,-,3,1.00,9,0,0,2,5.6,1,1.0,0.0,100.0,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
3,,諸隈直樹,1,,,□,,,6,2,0,33.3,2.00,0,0,0,-,0,-,2,0,1,0,0.0,3,0.0,0.0,0.0,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
4,,矢野裕範,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
6,,トーマスサムエルボ,3,■,■,■,,,18,4,1,22.2,1.33,3,2,0,66.7,1,0.33,9,0,4,3,8.3,10,6.0,0.0,60.0,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
9,,川浦博昭,3,■,■,■,,,18,11,0,61.1,3.67,0,0,0,-,3,1.00,9,0,0,3,8.3,0,0.0,0.0,-,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
11,L,森佑之,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,14.0,0.0,73.7,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
12,,五十嵐元,3,■,■,■,,,15,3,1,20.0,1.00,1,0,0,0.0,0,-,10,0,3,3,7.5,14,11.0,0.0,78.6,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
16,,鈴木康晋,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
17,,佐藤和夫,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,2,50.0,0,0.0,0.0,-,103,2005-10-08,2005,10,08,,,豊田合成トレフェルサ,堺ブレイザーズ,松田明彦,安原貴之,0,3,3,Lose,64,81,76,14:00,15:22,877,,勝又正,石井洋壮,長井繁郁,Home
