AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
67,40,3,59.7,13.33,15,7,0,46.7,8,2.67,73,3,12,19,9.8,42,28.0,0.0,66.7,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,東レアローズ,大分三好ヴァイセアドラー,秋山央,掛川厚志,3,0,3,Win,75,55,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Home,75,32,8,42.7,10.67,24,11,2,45.8,6,2.00,57,2,14,13,8.9,61,39.0,0.0,63.9
75,32,8,42.7,10.67,24,11,2,45.8,6,2.00,57,2,14,13,8.9,61,39.0,0.0,63.9,303,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,大分三好ヴァイセアドラー,東レアローズ,古田博幸,安部曜,0,3,3,Lose,55,75,65,14:00,15:11,1241,,塚本健,山本晋五,生駒能宏,Away,67,40,3,59.7,13.33,15,7,0,46.7,8,2.67,73,3,12,19,9.8,42,28.0,0.0,66.7
124,51,7,41.1,12.75,24,10,3,41.7,15,3.75,90,5,15,32,13.6,73,48.0,0.0,65.8,301,2010-12-04,2010,12,04,,大阪府立体育会館,サントリーサンバーズ,パナソニックパンサーズ,荻野正二,栗原圭介,3,1,4,Win,91,85,102,14:05,15:56,3550,,石井洋壮,山本和良,中村滉伊知,Home,122,51,7,41.8,12.75,17,9,2,52.9,9,2.25,86,1,11,25,8.4,74,38.0,0.0,51.4
122,51,7,41.8,12.75,17,9,2,52.9,9,2.25,86,1,11,25,8.4,74,38.0,0.0,51.4,301,2010-12-04,2010,12,04,,大阪府立体育会館,パナソニックパンサーズ,サントリーサンバーズ,南部正司,真保綱一郎,1,3,4,Lose,85,91,102,14:05,15:56,3550,,石井洋壮,山本和良,中村滉伊知,Away,124,51,7,41.1,12.75,24,10,3,41.7,15,3.75,90,5,15,32,13.6,73,48.0,0.0,65.8
106,48,10,45.3,12.00,22,13,0,59.1,13,3.25,91,3,10,39,13.4,77,34.0,0.0,44.2,304,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,JTサンダーズ,FC東京,久保義人,平野信孝,1,3,4,Lose,90,95,99,16:00,17:48,1539,,中馬義郎,川﨑博史,橋口昌和,Home,112,58,8,51.8,14.50,16,11,2,68.8,10,2.50,94,4,16,40,14.3,81,39.0,0.0,48.1
112,58,8,51.8,14.50,16,11,2,68.8,10,2.50,94,4,16,40,14.3,81,39.0,0.0,48.1,304,2010-12-04,2010,12,04,,都城市早水公園体育文化センター,FC東京,JTサンダーズ,坂本将康,中谷宏大,3,1,4,Win,95,90,99,16:00,17:48,1539,,中馬義郎,川﨑博史,橋口昌和,Away,106,48,10,45.3,12.00,22,13,0,59.1,13,3.25,91,3,10,39,13.4,77,34.0,0.0,44.2
92,51,6,55.4,12.75,22,13,2,59.1,17,4.25,97,8,12,13,9.9,75,52.0,0.0,69.3,302,2010-12-04,2010,12,04,,大阪府立体育会館,堺ブレイザーズ,豊田合成トレフェルサ,酒井新悟,増村雅尚,3,1,4,Win,98,90,104,16:30,18:23,2520,,大塚達也,グレッグルーオー,和佐田信行,Home,119,58,8,48.7,14.50,26,7,3,26.9,7,1.75,91,3,14,22,9.1,85,64.0,0.0,75.3
119,58,8,48.7,14.50,26,7,3,26.9,7,1.75,91,3,14,22,9.1,85,64.0,0.0,75.3,302,2010-12-04,2010,12,04,,大阪府立体育会館,豊田合成トレフェルサ,堺ブレイザーズ,安原貴之,矢野裕範,1,3,4,Lose,90,98,104,16:30,18:23,2520,,大塚達也,グレッグルーオー,和佐田信行,Away,92,51,6,55.4,12.75,22,13,2,59.1,17,4.25,97,8,12,13,9.9,75,52.0,0.0,69.3
107,55,8,51.4,13.75,21,9,3,42.9,17,4.25,99,4,19,36,12.7,70,39.0,0.0,55.7,307,2010-12-05,2010,12,05,,宮崎市総合体育館,東レアローズ,FC東京,秋山央,掛川厚志,3,1,4,Win,100,84,94,13:00,14:43,1203,,中馬義郎,德永洋行,串間宏大,Home,111,45,6,40.5,11.25,22,8,2,36.4,9,2.25,85,3,15,28,11.1,78,40.0,0.0,51.3
111,45,6,40.5,11.25,22,8,2,36.4,9,2.25,85,3,15,28,11.1,78,40.0,0.0,51.3,307,2010-12-05,2010,12,05,,宮崎市総合体育館,FC東京,東レアローズ,坂本将康,中谷宏大,1,3,4,Lose,84,100,94,13:00,14:43,1203,,中馬義郎,德永洋行,串間宏大,Away,107,55,8,51.4,13.75,21,9,3,42.9,17,4.25,99,4,19,36,12.7,70,39.0,0.0,55.7
88,32,14,36.4,10.67,14,5,2,35.7,11,3.67,65,1,8,18,8.5,60,37.0,0.0,61.7,305,2010-12-05,2010,12,05,,大阪府立体育会館,堺ブレイザーズ,パナソニックパンサーズ,酒井新悟,増村雅尚,0,3,3,Lose,64,75,74,13:05,14:25,3720,,山本和良,大塚達也,越村弘,Home,77,35,4,45.5,11.67,19,11,0,57.9,13,4.33,74,4,13,20,11.4,56,38.0,0.0,67.9
77,35,4,45.5,11.67,19,11,0,57.9,13,4.33,74,4,13,20,11.4,56,38.0,0.0,67.9,305,2010-12-05,2010,12,05,,大阪府立体育会館,パナソニックパンサーズ,堺ブレイザーズ,南部正司,真保綱一郎,3,0,3,Win,75,64,74,13:05,14:25,3720,,山本和良,大塚達也,越村弘,Away,88,32,14,36.4,10.67,14,5,2,35.7,11,3.67,65,1,8,18,8.5,60,37.0,0.0,61.7
108,52,12,48.1,13.00,25,13,4,52.0,10,2.50,90,2,13,11,4.8,73,45.0,0.0,61.6,306,2010-12-05,2010,12,05,,大阪府立体育会館,豊田合成トレフェルサ,サントリーサンバーズ,安原貴之,矢野裕範,1,3,4,Lose,89,94,102,15:00,16:51,3000,,グレッグルーオー,石井洋壮,和佐田信行,Home,109,53,6,48.6,13.25,20,10,2,50.0,11,2.75,93,4,17,27,11.3,77,64.0,0.0,83.1
109,53,6,48.6,13.25,20,10,2,50.0,11,2.75,93,4,17,27,11.3,77,64.0,0.0,83.1,306,2010-12-05,2010,12,05,,大阪府立体育会館,サントリーサンバーズ,豊田合成トレフェルサ,荻野正二,栗原圭介,3,1,4,Win,94,89,102,15:00,16:51,3000,,グレッグルーオー,石井洋壮,和佐田信行,Away,108,52,12,48.1,13.00,25,13,4,52.0,10,2.50,90,2,13,11,4.8,73,45.0,0.0,61.6
77,35,7,45.5,11.67,18,7,2,38.9,10,3.33,75,2,9,31,12.5,43,25.0,0.0,58.1,308,2010-12-05,2010,12,05,,宮崎市総合体育館,JTサンダーズ,大分三好ヴァイセアドラー,久保義人,平野信孝,3,0,3,Win,76,56,76,15:20,16:42,1292,,山本晋五,塚本健,生駒能宏,Home,96,30,14,31.2,10.00,20,8,4,40.0,5,1.67,57,4,13,14,11.8,66,33.0,0.0,50.0
