No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
20,,田川紘美,4,□,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,8,0,1,4,9.4,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,埼玉上尾メディックス,ヴィクトリーナ姫路,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,蓑輪貴幸,2,3,5,Lose,110,102,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Home
23,,大室璃紗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,埼玉上尾メディックス,ヴィクトリーナ姫路,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,蓑輪貴幸,2,3,5,Lose,110,102,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Home
1,,貞包里穂,4,■,,■,■,■,58,19,3,32.8,4.75,2,1,0,50.0,3,0.75,13,0,0,4,7.7,15,2.0,3.0,23.3,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
2,,櫻井美樹,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,17,1,0,4,11.8,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
4,L,花井萌里,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,8.0,4.0,50.0,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
5,,長野有紗,4,,■,■,■,■,11,2,0,18.2,0.50,0,0,0,-,0,-,12,0,1,6,10.4,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
6,,金杉由香,1,,■,,,,22,3,3,13.6,3.00,2,0,1,0.0,0,-,3,0,0,0,0.0,4,0.0,1.0,12.5,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
7,,堀込奈央,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
8,,宮地佳乃,1,■,,,,,11,2,3,18.2,2.00,1,0,1,0.0,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
9,,吉岡可奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
10,,脇田美怜,1,,□,,,,2,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,3,1.0,1.0,50.0,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
11,,荒谷栞,5,■,■,■,■,■,17,8,0,47.1,1.60,0,0,0,-,3,0.60,17,0,0,5,7.4,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
12,,孫田菜奈,4,,□,□,□,□,6,4,1,66.7,1.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
13,,田中咲希,5,□,■,■,■,■,42,17,2,40.5,3.40,2,0,0,0.0,1,0.20,10,0,0,6,15.0,10,6.0,0.0,60.0,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
14,,佐々木千紘,1,■,,,,,6,2,0,33.3,2.00,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
15,,松本愛希穂,5,■,■,■,■,■,52,12,3,23.1,2.40,3,2,0,66.7,1,0.20,20,2,2,10,20.0,50,19.0,15.0,53.0,312,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,ヴィクトリーナ姫路,埼玉上尾メディックス,中谷宏大,高橋駿,3,2,5,Win,102,110,136,12:00,14:28,0,田中昭彦,北村友香,慈眼雅啓,岩井直博,Away
1,,島村春世,4,■,■,■,■,,20,13,1,65.0,3.25,0,0,0,-,1,0.25,12,0,1,3,4.2,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
2,,古賀紗理那,4,■,■,■,■,,50,26,0,52.0,6.50,5,3,0,60.0,2,0.50,17,1,1,9,17.6,46,24.0,10.0,63.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
3,,塚田しおり,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
4,,柳田光綺,3,□,,□,■,,11,3,2,27.3,1.00,1,0,1,0.0,0,-,7,0,1,2,3.6,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
5,,曽我啓菜,4,■,■,■,■,,46,16,1,34.8,4.00,1,0,0,0.0,1,0.25,10,0,1,2,2.5,18,10.0,6.0,72.2,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
6,,上野香織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
9,,廣瀬七海,3,■,■,■,,,27,8,2,29.6,2.67,2,0,0,0.0,0,-,14,1,0,6,17.9,2,1.0,1.0,75.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
10,,澤田由佳,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,20,0,1,4,3.8,1,0.0,0.0,0.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
11,,古谷ちなみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
12,,山内美咲,4,□,□,□,□,,13,3,1,23.1,0.75,0,0,0,-,0,-,0,0,0,0,-,5,1.0,1.0,30.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
13,,山田二千華,4,■,■,■,■,,14,3,0,21.4,0.75,0,0,0,-,3,0.75,19,0,2,4,2.6,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
15,,吉田あゆみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
16,L,小島満菜美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,5.0,1.0,45.8,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
23,,オズソイネリマン,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,NECレッドロケッツ,JTマーヴェラス,金子隆行,西原康平,3,1,4,Win,106,93,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Home
1,,芥川愛加,4,■,■,■,■,,9,3,0,33.3,0.75,0,0,0,-,0,-,8,0,1,0,-3.1,2,2.0,0.0,100.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
2,,林琴奈,4,■,■,■,■,,44,12,4,27.3,3.00,6,1,1,16.7,3,0.75,13,0,0,3,5.8,34,16.0,8.0,58.8,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
3,,小川杏奈,2,■,■,,,,5,3,1,60.0,1.50,1,1,0,100.0,1,0.50,6,0,0,1,4.2,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
4,,橘井友香,4,□,□,□,□,,17,7,3,41.2,1.75,0,0,0,-,0,-,5,0,0,4,20.0,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
5,,柴田真果,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,8,1,0,3,21.9,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
6,,田中瑞稀,3,■,,■,■,,34,11,3,32.4,3.67,2,1,1,50.0,0,-,14,1,2,4,10.7,28,10.0,4.0,42.9,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
8,,籾井あき,4,■,■,■,■,,5,2,0,40.0,0.50,0,0,0,-,0,-,11,1,1,2,11.4,1,0.0,0.0,0.0,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
9,,榊原菜那,2,,,■,■,,3,1,0,33.3,0.50,0,0,0,-,1,0.50,12,0,0,2,4.2,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
10,,ドルーズアンドレア,4,■,■,■,■,,54,25,4,46.3,6.25,8,2,3,25.0,1,0.25,8,1,4,2,6.2,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
11,,目黒優佳,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,4,3.0,1.0,87.5,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
12,,深萱知代,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
13,,西川有喜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
14,,ヒックマンジャスティス,2,□,■,,,,12,3,0,25.0,1.50,0,0,0,-,0,-,5,0,0,0,0.0,12,4.0,6.0,58.3,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
15,L,小幡真子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,9.0,3.0,65.6,314,2020-10-24,2020,10,24,神奈川県,とどろきアリーナ,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,93,106,119,13:00,15:15,1835,勝又正,明井寿枝,内藤聡美,飯泉昌樹,Away
1,,長岡望悠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
2,,井上美咲,3,■,■,■,,,0,0,0,-,-,0,0,0,-,3,1.00,9,0,0,3,8.3,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
4,,岩坂名奈,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,7,0,2,0,-7.1,1,0.0,0.0,0.0,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
5,,井上愛里沙,3,■,■,■,,,32,13,0,40.6,4.33,0,0,0,-,1,0.33,11,0,2,3,2.3,17,4.0,4.0,35.3,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
6,,石井優希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
7,,加藤光,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
8,,野本梨佳,3,■,■,■,,,38,13,0,34.2,4.33,2,0,0,0.0,1,0.33,18,0,1,4,4.2,15,4.0,8.0,53.3,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
10,,座安琴希,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,0.0,1.0,16.7,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
11,,栄絵里香,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
14,,中川美柚,3,■,■,■,,,13,5,0,38.5,1.67,0,0,0,-,1,0.33,10,0,1,3,5.0,9,5.0,2.0,66.7,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
15,L,池谷優佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
16,,アキンラデウォフォルケ,3,■,■,■,,,14,9,1,64.3,3.00,0,0,0,-,1,0.33,11,1,1,3,13.6,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
17,,濱松明日香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
18,L,戸江真奈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,9.0,0.0,81.8,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,久光スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,65,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Home
1,,上坂瑠子,2,,□,■,,,20,4,2,20.0,2.00,0,0,0,-,0,-,6,0,0,2,8.3,3,1.0,0.0,33.3,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
2,,小野寺友香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
3,,堀井有蘭,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
4,,窪田美侑,3,■,■,■,,,15,7,0,46.7,2.33,0,0,0,-,1,0.33,16,1,0,6,15.6,32,17.0,5.0,60.9,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
5,,タップハンナ,3,■,■,■,,,19,10,0,52.6,3.33,0,0,0,-,2,0.67,7,0,1,1,0.0,1,0.0,1.0,50.0,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
6,,芳賀舞波,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
7,L,齋藤加奈子,1,,,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
10,L,小池杏菜,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,3.0,2.0,57.1,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
13,,長内美和子,3,■,■,■,,,36,15,2,41.7,5.00,1,0,1,0.0,0,-,11,1,4,3,6.8,23,15.0,4.0,73.9,313,2020-10-24,2020,10,24,埼玉県,毎日興業アリーナ久喜（久喜市総合体育館）,日立リヴァーレ,久光スプリングス,多治見麻子,達川和彦,0,3,3,Lose,65,75,76,15:10,16:32,0,田中昭彦,浅井唯由,増岡三佳子,古田ゆき江,Away
