AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
127,52,3,40.9,17.33,9,3,0,33.3,7,2.33,74,5,8,16,10.8,55,45.0,0.0,81.8,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home,111,40,5,36.0,13.33,18,8,3,44.4,7,2.33,61,1,5,10,5.7,66,45.0,0.0,68.2
111,40,5,36.0,13.33,18,8,3,44.4,7,2.33,61,1,5,10,5.7,66,45.0,0.0,68.2,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,東レアローズ,JTマーヴェラス,菅野幸一郎,高杉洋平,0,3,3,Lose,60,75,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Away,127,52,3,40.9,17.33,9,3,0,33.3,7,2.33,74,5,8,16,10.8,55,45.0,0.0,81.8
167,50,14,29.9,12.50,11,2,1,18.2,14,3.50,92,5,13,15,8.6,83,68.0,0.0,81.9,401,2009-11-28,2009,11,28,,有明コロシアム,NECレッドロケッツ,パイオニアレッドウィングス,山田晃豊,大村悟,1,3,4,Lose,91,98,106,14:00,15:55,1800,,村上成司,印藤智一,遠藤春枝,Home,163,56,7,34.4,14.00,11,5,2,45.5,9,2.25,97,3,12,14,6.5,78,59.0,0.0,75.6
163,56,7,34.4,14.00,11,5,2,45.5,9,2.25,97,3,12,14,6.5,78,59.0,0.0,75.6,401,2009-11-28,2009,11,28,,有明コロシアム,パイオニアレッドウィングス,NECレッドロケッツ,佐藤浩明,舟越悠二,3,1,4,Win,98,91,106,14:00,15:55,1800,,村上成司,印藤智一,遠藤春枝,Away,167,50,14,29.9,12.50,11,2,1,18.2,14,3.50,92,5,13,15,8.6,83,68.0,0.0,81.9
118,28,7,23.7,9.33,2,0,0,0.0,2,0.67,44,0,4,9,5.1,65,49.0,0.0,75.4,404,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,岡山シーガルズ,久光製薬スプリングス,河本昭義,溝田知茂,0,3,3,Lose,42,75,68,15:05,16:19,2800,,田野敏彦,北村友香,岡田靖夫,Home,116,46,5,39.7,15.33,28,10,4,35.7,6,2.00,73,4,7,13,9.1,40,31.0,0.0,77.5
116,46,5,39.7,15.33,28,10,4,35.7,6,2.00,73,4,7,13,9.1,40,31.0,0.0,77.5,404,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,久光製薬スプリングス,岡山シーガルズ,濱田義弘,大東雅史,3,0,3,Win,75,42,68,15:05,16:19,2800,,田野敏彦,北村友香,岡田靖夫,Away,118,28,7,23.7,9.33,2,0,0,0.0,2,0.67,44,0,4,9,5.1,65,49.0,0.0,75.4
102,31,7,30.4,10.33,0,0,0,-,2,0.67,54,3,6,21,14.2,67,31.0,0.0,46.3,402,2009-11-28,2009,11,28,,有明コロシアム,トヨタ車体クインシーズ,デンソーエアリービーズ,葛和伸元,高橋悠,0,3,3,Lose,53,75,74,16:45,18:05,1900,,富田満,野村考一,丸山由紀,Home,106,46,6,43.4,15.33,3,1,1,33.3,11,3.67,74,4,7,32,15.1,48,24.0,0.0,50.0
106,46,6,43.4,15.33,3,1,1,33.3,11,3.67,74,4,7,32,15.1,48,24.0,0.0,50.0,402,2009-11-28,2009,11,28,,有明コロシアム,デンソーエアリービーズ,トヨタ車体クインシーズ,達川実,辻健志,3,0,3,Win,75,53,74,16:45,18:05,1900,,富田満,野村考一,丸山由紀,Away,102,31,7,30.4,10.33,0,0,0,-,2,0.67,54,3,6,21,14.2,67,31.0,0.0,46.3
201,68,12,33.8,13.60,8,1,2,12.5,12,2.40,112,6,11,30,11.5,100,61.0,0.0,61.0,405,2009-11-29,2009,11,29,,有明コロシアム,トヨタ車体クインシーズ,パイオニアレッドウィングス,葛和伸元,高橋悠,3,2,5,Win,112,113,130,13:00,15:22,1300,,大塚達也,仲博史,佐藤直美,Home,206,65,8,31.6,13.00,23,7,1,30.4,18,3.60,113,3,11,38,10.9,98,65.0,0.0,66.3
206,65,8,31.6,13.00,23,7,1,30.4,18,3.60,113,3,11,38,10.9,98,65.0,0.0,66.3,405,2009-11-29,2009,11,29,,有明コロシアム,パイオニアレッドウィングス,トヨタ車体クインシーズ,佐藤浩明,舟越悠二,2,3,5,Lose,113,112,130,13:00,15:22,1300,,大塚達也,仲博史,佐藤直美,Away,201,68,12,33.8,13.60,8,1,2,12.5,12,2.40,112,6,11,30,11.5,100,61.0,0.0,61.0
144,62,9,43.1,15.50,15,5,2,33.3,8,2.00,90,4,8,27,11.3,62,37.0,0.0,59.7,407,2009-11-29,2009,11,29,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,久光製薬スプリングス,石原昭久,尾崎侯,3,1,4,Win,91,75,89,13:05,14:43,3000,,北村友香,小野将人,竹見聖司,Home,161,48,7,29.8,12.00,36,9,3,25.0,2,0.50,76,5,9,24,14.2,81,51.0,0.0,63.0
161,48,7,29.8,12.00,36,9,3,25.0,2,0.50,76,5,9,24,14.2,81,51.0,0.0,63.0,407,2009-11-29,2009,11,29,,神戸総合運動公園体育館（グリーンアリーナ神戸）,久光製薬スプリングス,JTマーヴェラス,濱田義弘,大東雅史,1,3,4,Lose,75,91,89,13:05,14:43,3000,,北村友香,小野将人,竹見聖司,Away,144,62,9,43.1,15.50,15,5,2,33.3,8,2.00,90,4,8,27,11.3,62,37.0,0.0,59.7
159,59,11,37.1,19.67,13,5,2,38.5,8,2.67,81,7,1,37,18.8,68,41.0,0.0,60.3,408,2009-11-29,2009,11,29,,神戸総合運動公園体育館（グリーンアリーナ神戸）,東レアローズ,岡山シーガルズ,菅野幸一郎,福田康弘,3,0,3,Win,82,67,84,15:15,16:45,3000,,田野敏彦,長堂篤史,坂口和宣,Home,164,44,7,26.8,14.67,2,0,0,0.0,10,3.33,68,0,0,27,9.9,78,36.0,0.0,46.2
164,44,7,26.8,14.67,2,0,0,0.0,10,3.33,68,0,0,27,9.9,78,36.0,0.0,46.2,408,2009-11-29,2009,11,29,,神戸総合運動公園体育館（グリーンアリーナ神戸）,岡山シーガルズ,東レアローズ,河本昭義,中田聖子,0,3,3,Lose,67,82,84,15:15,16:45,3000,,田野敏彦,長堂篤史,坂口和宣,Away,159,59,11,37.1,19.67,13,5,2,38.5,8,2.67,81,7,1,37,18.8,68,41.0,0.0,60.3
116,40,11,34.5,10.00,4,0,0,0.0,7,1.75,70,5,8,22,13.9,82,46.0,0.0,56.1,406,2009-11-29,2009,11,29,,有明コロシアム,NECレッドロケッツ,デンソーエアリービーズ,山田晃豊,大村悟,1,3,4,Lose,69,93,84,16:15,17:48,1300,,印藤智一,村上成司,渡部千穂,Home,123,60,3,48.8,15.00,4,1,0,25.0,8,2.00,92,3,9,34,12.1,61,35.0,0.0,57.4
123,60,3,48.8,15.00,4,1,0,25.0,8,2.00,92,3,9,34,12.1,61,35.0,0.0,57.4,406,2009-11-29,2009,11,29,,有明コロシアム,デンソーエアリービーズ,NECレッドロケッツ,達川実,辻健志,3,1,4,Win,93,69,84,16:15,17:48,1300,,印藤智一,村上成司,渡部千穂,Away,116,40,11,34.5,10.00,4,0,0,0.0,7,1.75,70,5,8,22,13.9,82,46.0,0.0,56.1
