No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,小谷弘美,4,■,■,■,■,,12,3,1,25.0,0.75,0,0,0,-,3,0.75,15,1,0,2,8.7,4,1.0,0.0,25.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
2,,山下祐美子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
4,,三澤由佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
5,,足立留美,4,■,■,■,■,,31,9,2,29.0,2.25,2,1,0,50.0,0,-,18,1,2,6,13.9,10,7.0,0.0,70.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
6,,佐々木雅子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
10,,金田智子,4,□,■,■,■,,12,5,1,41.7,1.25,0,0,0,-,2,0.50,5,0,3,0,0.0,17,7.0,0.0,41.2,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
11,,内藤香菜子,1,■,,,,,3,2,0,66.7,2.00,0,0,0,-,0,-,3,0,1,0,0.0,5,3.0,0.0,60.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
12,,岸早苗,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
14,,鈴木洋美,4,■,■,■,■,,10,2,3,20.0,0.50,0,0,0,-,1,0.25,10,0,0,2,5.0,6,5.0,0.0,83.3,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
15,,アルタモノワエブゲーニャ,4,■,■,■,■,,75,37,9,49.3,9.25,26,11,5,42.3,1,0.25,11,2,2,0,14.5,20,13.0,0.0,65.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
17,,井村仁美,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,13,0,1,5,9.6,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
18,L,吉澤智恵,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,22.0,0.0,81.5,501,2002-12-06,2002,12,06,,大阪府立体育会館,武富士バンブー,久光製薬スプリングス,石原昭久,安保澄,1,3,4,Lose,79,93,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Home
2,,池上亜紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,久光製薬スプリングス,武富士バンブー,"ｾﾘﾝｼﾞｬｰ,ｱﾋﾞﾀﾙ",番平守,3,1,4,Win,93,79,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Away
3,L,橋本由紀子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,20.0,0.0,74.1,501,2002-12-06,2002,12,06,,大阪府立体育会館,久光製薬スプリングス,武富士バンブー,"ｾﾘﾝｼﾞｬｰ,ｱﾋﾞﾀﾙ",番平守,3,1,4,Win,93,79,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Away
4,,先野久美子,4,■,■,■,■,,15,4,1,26.7,1.00,0,0,0,-,4,1.00,12,0,1,4,8.3,1,1.0,0.0,100.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,久光製薬スプリングス,武富士バンブー,"ｾﾘﾝｼﾞｬｰ,ｱﾋﾞﾀﾙ",番平守,3,1,4,Win,93,79,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Away
7,,江口理代,4,■,■,■,■,,25,9,0,36.0,2.25,0,0,0,-,1,0.25,18,1,0,2,7.2,28,21.0,0.0,75.0,501,2002-12-06,2002,12,06,,大阪府立体育会館,久光製薬スプリングス,武富士バンブー,"ｾﾘﾝｼﾞｬｰ,ｱﾋﾞﾀﾙ",番平守,3,1,4,Win,93,79,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Away
8,,大村加奈子,4,■,■,■,■,,43,12,2,27.9,3.00,0,0,0,-,0,-,11,1,0,4,16.4,0,0.0,0.0,-,501,2002-12-06,2002,12,06,,大阪府立体育会館,久光製薬スプリングス,武富士バンブー,"ｾﾘﾝｼﾞｬｰ,ｱﾋﾞﾀﾙ",番平守,3,1,4,Win,93,79,87,16:00,17:36,500,,伊藤博之,田野昭彦,越村弘,Away
