AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
143,57,9,39.9,14.25,10,1,3,10.0,12,3.00,91,2,9,24,8.6,70,43.0,0.0,61.4,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home,140,46,9,32.9,11.50,11,3,0,27.3,9,2.25,79,1,8,26,9.2,81,56.0,0.0,69.1
140,46,9,32.9,11.50,11,3,0,27.3,9,2.25,79,1,8,26,9.2,81,56.0,0.0,69.1,501,2000-12-08,2000,12,08,,大阪府立体育会館,東レアローズ,久光製薬スプリングス,達川実,岸本太道,1,3,4,Lose,78,92,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Away,143,57,9,39.9,14.25,10,1,3,10.0,12,3.00,91,2,9,24,8.6,70,43.0,0.0,61.4
163,54,11,33.1,13.50,0,0,0,-,14,3.50,101,3,8,16,6.5,90,72.0,0.0,80.0,504,2000-12-09,2000,12,09,,西尾市総合体育館,イトーヨーカドープリオール,日立ベルフィーユ,石原昭久,安保澄,3,1,4,Win,102,99,92,14:00,15:41,2500,,広田修二,浅見靖人,古澤博丈,Home,181,61,18,33.7,15.25,16,5,5,31.2,12,3.00,100,4,10,14,6.7,92,74.0,0.0,80.4
181,61,18,33.7,15.25,16,5,5,31.2,12,3.00,100,4,10,14,6.7,92,74.0,0.0,80.4,504,2000-12-09,2000,12,09,,西尾市総合体育館,日立ベルフィーユ,イトーヨーカドープリオール,米田一典,福田康弘,1,3,4,Lose,99,102,92,14:00,15:41,2500,,広田修二,浅見靖人,古澤博丈,Away,163,54,11,33.1,13.50,0,0,0,-,14,3.50,101,3,8,16,6.5,90,72.0,0.0,80.0
178,71,12,39.9,14.20,10,3,1,30.0,11,2.20,110,6,10,41,14.0,93,66.0,0.0,71.0,502,2000-12-09,2000,12,09,,大阪府立体育会館,東レアローズ,東洋紡オーキス,達川実,岸本太道,3,2,5,Win,111,106,108,14:05,16:05,2100,,伊藤博之,江下毅,永江雅之,Home,158,61,6,38.6,12.20,8,6,1,75.0,13,2.60,107,4,10,27,10.0,98,53.0,0.0,54.1
158,61,6,38.6,12.20,8,6,1,75.0,13,2.60,107,4,10,27,10.0,98,53.0,0.0,54.1,502,2000-12-09,2000,12,09,,大阪府立体育会館,東洋紡オーキス,東レアローズ,柳本晶一,山村政彦,2,3,5,Lose,106,111,108,14:05,16:05,2100,,伊藤博之,江下毅,永江雅之,Away,178,71,12,39.9,14.20,10,3,1,30.0,11,2.20,110,6,10,41,14.0,93,66.0,0.0,71.0
127,43,5,33.9,14.33,9,0,1,0.0,8,2.67,71,3,7,9,6.5,68,51.0,0.0,75.0,505,2000-12-09,2000,12,09,,西尾市総合体育館,デンソーエアリービーズ,NECレッドロケッツ,新卓芳樹,綱賢二,0,3,3,Lose,69,78,73,16:15,17:34,2600,,高橋憲太郎,小林紀彦,田中栄二,Home,125,47,7,37.6,15.67,6,4,1,66.7,10,3.33,76,4,7,14,9.1,64,52.0,0.0,81.2
125,47,7,37.6,15.67,6,4,1,66.7,10,3.33,76,4,7,14,9.1,64,52.0,0.0,81.2,505,2000-12-09,2000,12,09,,西尾市総合体育館,NECレッドロケッツ,デンソーエアリービーズ,吉川正博,山田晃豊,3,0,3,Win,78,69,73,16:15,17:34,2600,,高橋憲太郎,小林紀彦,田中栄二,Away,127,43,5,33.9,14.33,9,0,1,0.0,8,2.67,71,3,7,9,6.5,68,51.0,0.0,75.0
94,49,3,52.1,16.33,7,3,1,42.9,11,3.67,73,0,1,20,6.8,50,39.0,0.0,78.0,503,2000-12-09,2000,12,09,,大阪府立体育会館,久光製薬スプリングス,JTマーヴェラス,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,0,3,Win,75,52,58,16:35,17:39,1800,,田野昭彦,大塚春夫,宮階和世,Home,102,44,6,43.1,14.67,0,0,0,-,3,1.00,54,0,4,11,5.1,71,51.0,0.0,71.8
102,44,6,43.1,14.67,0,0,0,-,3,1.00,54,0,4,11,5.1,71,51.0,0.0,71.8,503,2000-12-09,2000,12,09,,大阪府立体育会館,JTマーヴェラス,久光製薬スプリングス,一柳昇,佐藤稔,0,3,3,Lose,52,75,58,16:35,17:39,1800,,田野昭彦,大塚春夫,宮階和世,Away,94,49,3,52.1,16.33,7,3,1,42.9,11,3.67,73,0,1,20,6.8,50,39.0,0.0,78.0
119,50,10,42.0,16.67,9,2,3,22.2,6,2.00,73,6,8,15,12.3,51,41.0,0.0,80.4,508,2000-12-10,2000,12,10,,西尾市総合体育館,NECレッドロケッツ,イトーヨーカドープリオール,吉川正博,山田晃豊,3,0,3,Win,75,56,62,13:00,14:08,1900,,広田修二,舘健一,古澤博丈,Home,99,26,7,26.3,8.67,4,0,0,0.0,7,2.33,58,3,5,9,8.7,63,44.0,0.0,69.8
