No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,高橋昌美,4,■,■,■,■,,49,17,2,34.7,4.25,5,2,1,40.0,2,0.50,18,0,0,7,9.7,27,19.0,0.0,70.4,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
3,,奥村麻依,4,■,■,■,■,,23,8,0,34.8,2.00,0,0,0,-,3,0.75,13,0,0,7,13.5,2,2.0,0.0,100.0,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
6,,千葉智枝美,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
7,,山口かなめ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
9,,石川友紀,4,■,■,■,■,,32,11,2,34.4,2.75,0,0,0,-,4,1.00,17,2,1,4,16.5,1,1.0,0.0,100.0,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
11,,上屋敷綾,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
12,,石井美樹,4,■,■,■,■,,45,16,3,35.6,4.00,7,3,0,42.9,0,-,15,1,2,3,10.3,35,27.0,0.0,77.1,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
13,L,横江千秋,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,7.0,0.0,77.8,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
14,,臼井千景,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
15,,早坂梢依,4,■,■,■,■,,20,5,4,25.0,1.25,0,0,0,-,3,0.75,11,0,2,3,6.8,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
16,,橋本直子,4,■,■,■,■,,2,0,0,0.0,-,0,0,0,-,3,0.75,21,0,0,7,8.3,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home
1,,竹田沙希,4,■,■,■,■,,28,7,0,25.0,1.75,1,0,0,0.0,3,0.75,11,0,1,3,6.8,18,9.0,0.0,50.0,501,2013-11-30,2013,11,30,,所沢市民体育館,トヨタ車体クインシーズ,JTマーヴェラス,泉川正幸,藤本幹朗,1,3,4,Lose,82,97,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Away
3,,山本陽子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,トヨタ車体クインシーズ,JTマーヴェラス,泉川正幸,藤本幹朗,1,3,4,Lose,82,97,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Away
4,,藤田夏未,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,22,0,1,7,8.0,0,0.0,0.0,-,501,2013-11-30,2013,11,30,,所沢市民体育館,トヨタ車体クインシーズ,JTマーヴェラス,泉川正幸,藤本幹朗,1,3,4,Lose,82,97,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Away
5,,平松美有紀,3,■,■,■,,,23,7,2,30.4,2.33,0,0,0,-,3,1.00,8,0,0,1,3.1,5,4.0,0.0,80.0,501,2013-11-30,2013,11,30,,所沢市民体育館,トヨタ車体クインシーズ,JTマーヴェラス,泉川正幸,藤本幹朗,1,3,4,Lose,82,97,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Away
