AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
141,54,5,38.3,13.50,9,1,0,11.1,8,2.00,97,4,8,29,9.5,69,27.0,25.0,57.2,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home,142,51,13,35.9,12.75,16,6,2,37.5,8,2.00,81,1,11,17,3.1,89,27.0,29.0,46.6
142,51,13,35.9,12.75,16,6,2,37.5,8,2.00,81,1,11,17,3.1,89,27.0,29.0,46.6,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,KUROBEアクアフェアリーズ,PFUブルーキャッツ,丸山貴也,武田義也,1,3,4,Lose,80,98,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Away,141,54,5,38.3,13.50,9,1,0,11.1,8,2.00,97,4,8,29,9.5,69,27.0,25.0,57.2
154,61,4,39.6,15.25,9,2,0,22.2,7,1.75,90,5,8,35,13.1,75,37.0,18.0,61.3,301,2019-10-12,2019,10,12,秋田県,ＣＮＡアリーナ★あきた,日立リヴァーレ,ヴィクトリーナ姫路,多治見麻子,達川和彦,3,1,4,Win,91,81,110,13:00,15:06,2300,佐々木克之,浅井唯由,津嶋由香,金田成,Home,173,57,10,32.9,14.25,22,9,1,40.9,4,1.00,82,4,6,17,8.2,81,23.0,19.0,40.1
173,57,10,32.9,14.25,22,9,1,40.9,4,1.00,82,4,6,17,8.2,81,23.0,19.0,40.1,301,2019-10-12,2019,10,12,秋田県,ＣＮＡアリーナ★あきた,ヴィクトリーナ姫路,日立リヴァーレ,竹下佳江,中谷宏大,1,3,4,Lose,81,91,110,13:00,15:06,2300,佐々木克之,浅井唯由,津嶋由香,金田成,Away,154,61,4,39.6,15.25,9,2,0,22.2,7,1.75,90,5,8,35,13.1,75,37.0,18.0,61.3
129,44,7,34.1,14.67,10,4,0,40.0,3,1.00,63,1,4,20,7.9,66,35.0,15.0,64.4,305,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,JTマーヴェラス,トヨタ車体クインシーズ,吉原知子,丹山禎昭,0,3,3,Lose,62,75,91,15:00,16:37,985,伊藤博之,北村友香,森口豊,宮坂絵理子,Home,128,52,7,40.6,17.33,19,5,0,26.3,4,1.33,74,3,5,16,7.8,59,30.0,9.0,58.5
128,52,7,40.6,17.33,19,5,0,26.3,4,1.33,74,3,5,16,7.8,59,30.0,9.0,58.5,305,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,トヨタ車体クインシーズ,JTマーヴェラス,印東玄弥,今村駿,3,0,3,Win,75,62,91,15:00,16:37,985,伊藤博之,北村友香,森口豊,宮坂絵理子,Away,129,44,7,34.1,14.67,10,4,0,40.0,3,1.00,63,1,4,20,7.9,66,35.0,15.0,64.4
188,64,17,34.0,12.80,33,10,7,30.3,2,0.40,101,5,12,37,11.1,95,55.0,15.0,65.8,309,2019-10-13,2019,10,13,石川県,いしかわ総合スポーツセンター,JTマーヴェラス,KUROBEアクアフェアリーズ,吉原知子,丹山禎昭,3,2,5,Win,102,107,118,12:00,14:10,360,伊藤博之,森口豊,北村友香,宮坂絵理子,Home,167,64,10,38.3,12.80,29,7,2,24.1,11,2.20,108,2,13,25,4.6,87,32.0,18.0,47.1
167,64,10,38.3,12.80,29,7,2,24.1,11,2.20,108,2,13,25,4.6,87,32.0,18.0,47.1,309,2019-10-13,2019,10,13,石川県,いしかわ総合スポーツセンター,KUROBEアクアフェアリーズ,JTマーヴェラス,丸山貴也,武田義也,2,3,5,Lose,107,102,118,12:00,14:10,360,伊藤博之,森口豊,北村友香,宮坂絵理子,Away,188,64,17,34.0,12.80,33,10,7,30.3,2,0.40,101,5,12,37,11.1,95,55.0,15.0,65.8
100,31,5,31.0,10.33,6,2,0,33.3,2,0.67,48,1,5,17,8.3,68,16.0,23.0,40.4,310,2019-10-13,2019,10,13,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,トヨタ車体クインシーズ,坂本将康,舟越悠二,0,3,3,Lose,47,75,72,15:15,16:33,978,伊藤博之,佐々木伸子,原啓之,奥村惇平,Home,108,53,4,49.1,17.67,22,9,2,40.9,5,1.67,74,4,5,30,13.9,43,16.0,10.0,48.8
108,53,4,49.1,17.67,22,9,2,40.9,5,1.67,74,4,5,30,13.9,43,16.0,10.0,48.8,310,2019-10-13,2019,10,13,石川県,いしかわ総合スポーツセンター,トヨタ車体クインシーズ,PFUブルーキャッツ,印東玄弥,今村駿,3,0,3,Win,75,47,72,15:15,16:33,978,伊藤博之,佐々木伸子,原啓之,奥村惇平,Away,100,31,5,31.0,10.33,6,2,0,33.3,2,0.67,48,1,5,17,8.3,68,16.0,23.0,40.4
129,62,7,48.1,15.50,8,3,1,37.5,8,2.00,97,8,15,34,13.1,74,31.0,18.0,54.1,315,2019-10-19,2019,10,19,埼玉県,埼玉県立武道館,東レアローズ,PFUブルーキャッツ,菅野幸一郎,越谷章,3,1,4,Win,98,82,107,12:00,13:56,1209,大塚達也,北村友香,浅井唯由,高橋美幸,Home,119,47,7,39.5,11.75,4,0,1,0.0,7,1.75,83,2,9,25,7.2,80,27.0,19.0,45.6
119,47,7,39.5,11.75,4,0,1,0.0,7,1.75,83,2,9,25,7.2,80,27.0,19.0,45.6,315,2019-10-19,2019,10,19,埼玉県,埼玉県立武道館,PFUブルーキャッツ,東レアローズ,坂本将康,舟越悠二,1,3,4,Lose,82,98,107,12:00,13:56,1209,大塚達也,北村友香,浅井唯由,高橋美幸,Away,129,62,7,48.1,15.50,8,3,1,37.5,8,2.00,97,8,15,34,13.1,74,31.0,18.0,54.1
131,32,12,24.4,10.67,15,2,3,13.3,5,1.67,52,2,6,12,6.7,69,21.0,21.0,45.7,311,2019-10-19,2019,10,19,神奈川県,川崎市スポーツ・文化総合センター,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,高橋悠,0,3,3,Lose,51,75,80,13:00,14:33,1733,勝又正,澤達大,増岡三佳子,青山真奈美,Home,111,44,4,39.6,14.67,7,2,0,28.6,9,3.00,74,2,5,26,9.8,44,19.0,13.0,58.0
111,44,4,39.6,14.67,7,2,0,28.6,9,3.00,74,2,5,26,9.8,44,19.0,13.0,58.0,311,2019-10-19,2019,10,19,神奈川県,川崎市スポーツ・文化総合センター,デンソーエアリービーズ,NECレッドロケッツ,川北元,ｺﾞﾝｻﾞﾚｽｱﾝﾄﾞﾚ･ｸﾘｽﾄﾌｧｰ,3,0,3,Win,75,51,80,13:00,14:33,1733,勝又正,澤達大,増岡三佳子,青山真奈美,Away,131,32,12,24.4,10.67,15,2,3,13.3,5,1.67,52,2,6,12,6.7,69,21.0,21.0,45.7
153,52,8,34.0,13.00,21,9,1,42.9,8,2.00,84,1,6,17,4.5,84,22.0,32.0,45.2,314,2019-10-19,2019,10,19,富山県,富山県西部体育センター,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,丸山貴也,武田義也,1,3,4,Lose,83,95,111,13:02,15:09,1250,村上成司,吉岡奈々,原啓之,中村達磨呂,Home,156,62,10,39.7,15.50,24,10,1,41.7,9,2.25,94,4,10,30,9.6,78,39.0,22.0,64.1
156,62,10,39.7,15.50,24,10,1,41.7,9,2.25,94,4,10,30,9.6,78,39.0,22.0,64.1,314,2019-10-19,2019,10,19,富山県,富山県西部体育センター,トヨタ車体クインシーズ,KUROBEアクアフェアリーズ,印東玄弥,木村泰輔,3,1,4,Win,95,83,111,13:02,15:09,1250,村上成司,吉岡奈々,原啓之,中村達磨呂,Away,153,52,8,34.0,13.00,21,9,1,42.9,8,2.00,84,1,6,17,4.5,84,22.0,32.0,45.2
114,46,5,40.4,15.33,6,1,1,16.7,8,2.67,74,2,3,26,10.5,58,35.0,10.0,69.0,312,2019-10-19,2019,10,19,佐賀県,佐賀県総合体育館,久光製薬スプリングス,日立リヴァーレ,酒井新悟,大久保茂和,3,0,3,Win,75,66,80,13:05,14:38,1576,中馬義郎,冨田博一,林淳一,久保温子,Home,109,50,6,45.9,16.67,8,0,2,0.0,4,1.33,67,3,7,13,6.7,71,30.0,15.0,52.8
