AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
191,73,15,38.2,14.60,14,4,2,28.6,9,1.80,102,4,11,44,12.0,91,39.0,27.0,57.7,306,2020-10-18,2020,10,18,茨城県,アダストリアみとアリーナ,日立リヴァーレ,トヨタ車体クインシーズ,多治見麻子,達川和彦,3,2,5,Win,102,98,124,12:00,14:16,728,勝又正,増岡三佳子,慈眼雅啓,西部芳夫,Home,175,48,7,27.4,9.60,22,4,2,18.2,13,2.60,98,7,6,25,12.0,91,26.0,21.0,40.1
175,48,7,27.4,9.60,22,4,2,18.2,13,2.60,98,7,6,25,12.0,91,26.0,21.0,40.1,306,2020-10-18,2020,10,18,茨城県,アダストリアみとアリーナ,トヨタ車体クインシーズ,日立リヴァーレ,印東玄弥,木村泰輔,2,3,5,Lose,98,102,124,12:00,14:16,728,勝又正,増岡三佳子,慈眼雅啓,西部芳夫,Away,191,73,15,38.2,14.60,14,4,2,28.6,9,1.80,102,4,11,44,12.0,91,39.0,27.0,57.7
148,55,6,37.2,13.75,7,3,1,42.9,8,2.00,82,1,5,20,5.8,90,48.0,11.0,59.4,309,2020-10-18,2020,10,18,佐賀県,SAGAサンライズパーク総合体育館,久光スプリングス,JTマーヴェラス,酒井新悟,大久保茂和,1,3,4,Lose,81,100,111,12:05,14:05,668,塚本健,林淳一,江下毅,長谷淑子,Home,160,71,6,44.4,17.75,20,9,1,45.0,9,2.25,98,6,6,29,12.0,76,48.0,10.0,69.7
160,71,6,44.4,17.75,20,9,1,45.0,9,2.25,98,6,6,29,12.0,76,48.0,10.0,69.7,309,2020-10-18,2020,10,18,佐賀県,SAGAサンライズパーク総合体育館,JTマーヴェラス,久光スプリングス,吉原知子,丹山禎昭,3,1,4,Win,100,81,111,12:05,14:05,668,塚本健,林淳一,江下毅,長谷淑子,Away,148,55,6,37.2,13.75,7,3,1,42.9,8,2.00,82,1,5,20,5.8,90,48.0,11.0,59.4
105,25,3,23.8,8.33,10,0,1,0.0,3,1.00,42,2,11,9,3.6,65,23.0,12.0,44.6,307,2020-10-18,2020,10,18,石川県,松任総合運動公園体育館,PFUブルーキャッツ,東レアローズ,坂本将康,舟越悠二,0,3,3,Lose,40,75,64,13:00,14:10,0,利根川忠史,服部篤史,浅井唯由,奥村惇平,Home,88,45,2,51.1,15.00,9,3,0,33.3,11,3.67,73,3,8,28,11.0,29,11.0,9.0,53.4
88,45,2,51.1,15.00,9,3,0,33.3,11,3.67,73,3,8,28,11.0,29,11.0,9.0,53.4,307,2020-10-18,2020,10,18,石川県,松任総合運動公園体育館,東レアローズ,PFUブルーキャッツ,越谷章,高杉洋平,3,0,3,Win,75,40,64,13:00,14:10,0,利根川忠史,服部篤史,浅井唯由,奥村惇平,Away,105,25,3,23.8,8.33,10,0,1,0.0,3,1.00,42,2,11,9,3.6,65,23.0,12.0,44.6
161,56,4,34.8,14.00,1,0,0,0.0,7,1.75,82,0,3,16,4.0,86,44.0,11.0,57.6,310,2020-10-18,2020,10,18,佐賀県,SAGAサンライズパーク総合体育館,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,1,3,4,Lose,81,94,103,15:00,16:52,668,塚本健,冨田博一,本間明,久保温子,Home,181,71,8,39.2,17.75,12,2,1,16.7,9,2.25,93,6,7,25,11.3,79,51.0,12.0,72.2
181,71,8,39.2,17.75,12,2,1,16.7,9,2.25,93,6,7,25,11.3,79,51.0,12.0,72.2,310,2020-10-18,2020,10,18,佐賀県,SAGAサンライズパーク総合体育館,NECレッドロケッツ,岡山シーガルズ,金子隆行,西原康平,3,1,4,Win,94,81,103,15:00,16:52,668,塚本健,冨田博一,本間明,久保温子,Away,161,56,4,34.8,14.00,1,0,0,0.0,7,1.75,82,0,3,16,4.0,86,44.0,11.0,57.6
191,61,3,31.9,15.25,11,1,0,9.1,9,2.25,97,5,11,23,8.2,87,39.0,22.0,57.5,308,2020-10-18,2020,10,18,石川県,松任総合運動公園体育館,埼玉上尾メディックス,KUROBEアクアフェアリーズ,蓑輪貴幸,馬場大拓,3,1,4,Win,98,94,111,15:30,17:30,0,利根川忠史,内藤聡美,北村友香,宮坂絵理子,Home,200,64,13,32.0,16.00,26,8,2,30.8,8,2.00,95,6,7,26,11.3,84,33.0,28.0,56.0
200,64,13,32.0,16.00,26,8,2,30.8,8,2.00,95,6,7,26,11.3,84,33.0,28.0,56.0,308,2020-10-18,2020,10,18,石川県,松任総合運動公園体育館,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,94,98,111,15:30,17:30,0,利根川忠史,内藤聡美,北村友香,宮坂絵理子,Away,191,61,3,31.9,15.25,11,1,0,9.1,9,2.25,97,5,11,23,8.2,87,39.0,22.0,57.5
