AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
110,36,12,32.7,12.00,11,4,1,36.4,5,1.67,54,4,5,16,12.5,68,25.0,12.0,45.6,305,2017-10-28,2017,10,28,,ひたちなか市総合運動公園総合体育館,埼玉上尾メディックス,NECレッドロケッツ,吉田敏明,箕輪憲吾,0,3,3,Lose,53,75,69,13:00,14:15,1266,勝又正,高橋宏明,渡部菜保子,西部芳夫,Away,99,40,3,40.4,13.33,10,2,0,20.0,7,2.33,74,8,3,31,20.3,46,26.0,4.0,60.9
182,59,5,32.4,14.75,18,6,1,33.3,7,1.75,95,5,5,25,10.5,77,40.0,22.0,66.2,308,2017-10-28,2017,10,28,,AGF鈴鹿体育館,デンソーエアリービーズ,東レアローズ,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,3,1,4,Win,96,91,115,14:50,16:54,2000,水谷孝義,吉岡奈々,山本和良,深田勝利,Home,181,66,11,36.5,16.50,29,11,3,37.9,10,2.50,92,4,13,13,4.3,88,38.0,22.0,55.7
181,66,11,36.5,16.50,29,11,3,37.9,10,2.50,92,4,13,13,4.3,88,38.0,22.0,55.7,308,2017-10-28,2017,10,28,,AGF鈴鹿体育館,東レアローズ,デンソーエアリービーズ,菅野幸一郎,越谷章,1,3,4,Lose,91,96,115,14:50,16:54,2000,水谷孝義,吉岡奈々,山本和良,深田勝利,Away,182,59,5,32.4,14.75,18,6,1,33.3,7,1.75,95,5,5,25,10.5,77,40.0,22.0,66.2
129,43,7,33.3,14.33,5,1,0,20.0,6,2.00,68,3,11,18,7.0,75,29.0,19.0,51.3,306,2017-10-28,2017,10,28,,ひたちなか市総合運動公園総合体育館,日立リヴァーレ,トヨタ車体クインシーズ,甲斐祐之,高橋和人,0,3,3,Lose,66,80,94,15:05,16:45,1465,勝又正,桑原健輔,明井寿枝,須永智紀,Home,115,48,9,41.7,16.00,13,5,5,38.5,8,2.67,78,3,3,27,11.5,56,23.0,15.0,54.5
115,48,9,41.7,16.00,13,5,5,38.5,8,2.67,78,3,3,27,11.5,56,23.0,15.0,54.5,306,2017-10-28,2017,10,28,,ひたちなか市総合運動公園総合体育館,トヨタ車体クインシーズ,日立リヴァーレ,多治見麻子,印東玄弥,3,0,3,Win,80,66,94,15:05,16:45,1465,勝又正,桑原健輔,明井寿枝,須永智紀,Away,129,43,7,33.3,14.33,5,1,0,20.0,6,2.00,68,3,11,18,7.0,75,29.0,19.0,51.3
148,75,5,50.7,18.75,6,4,0,66.7,8,2.00,95,1,9,30,6.6,82,43.0,17.0,62.8,311,2017-10-29,2017,10,29,,飛騨高山ビッグアリーナ,久光製薬スプリングス,デンソーエアリービーズ,酒井新悟,豊暉原峻,3,1,4,Win,96,86,103,13:00,14:52,1809,水谷孝義,山本和良,吉岡奈々,熊崎美穂子,Home,152,61,5,40.1,15.25,14,6,1,42.9,4,1.00,87,4,5,21,9.2,86,31.0,25.0,50.6
152,61,5,40.1,15.25,14,6,1,42.9,4,1.00,87,4,5,21,9.2,86,31.0,25.0,50.6,311,2017-10-29,2017,10,29,,飛騨高山ビッグアリーナ,デンソーエアリービーズ,久光製薬スプリングス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,86,96,103,13:00,14:52,1809,水谷孝義,山本和良,吉岡奈々,熊崎美穂子,Away,148,75,5,50.7,18.75,6,4,0,66.7,8,2.00,95,1,9,30,6.6,82,43.0,17.0,62.8
142,56,13,39.4,14.00,15,5,4,33.3,8,2.00,86,5,6,27,11.9,85,29.0,22.0,47.1,309,2017-10-29,2017,10,29,,ひたちなか市総合運動公園総合体育館,トヨタ車体クインシーズ,埼玉上尾メディックス,多治見麻子,印東玄弥,1,3,4,Lose,85,97,108,13:00,14:57,1381,勝又正,渡部菜保子,高橋宏明,高橋賢司,Home,150,59,6,39.3,14.75,22,10,2,45.5,7,1.75,96,5,8,34,12.0,78,18.0,33.0,44.2
150,59,6,39.3,14.75,22,10,2,45.5,7,1.75,96,5,8,34,12.0,78,18.0,33.0,44.2,309,2017-10-29,2017,10,29,,ひたちなか市総合運動公園総合体育館,埼玉上尾メディックス,トヨタ車体クインシーズ,吉田敏明,箕輪憲吾,3,1,4,Win,97,85,108,13:00,14:57,1381,勝又正,渡部菜保子,高橋宏明,高橋賢司,Away,142,56,13,39.4,14.00,15,5,4,33.3,8,2.00,86,5,6,27,11.9,85,29.0,22.0,47.1
120,46,8,38.3,11.50,14,6,0,42.9,6,1.50,85,7,8,36,16.5,84,27.0,20.0,44.0,312,2017-10-29,2017,10,29,,飛騨高山ビッグアリーナ,東レアローズ,JTマーヴェラス,菅野幸一郎,越谷章,1,3,4,Lose,84,92,101,15:30,17:20,2037,水谷孝義,佐々木伸子,城智人,松井志穂,Home,114,51,12,44.7,12.75,13,7,4,53.8,13,3.25,91,7,6,37,16.2,76,25.0,15.0,42.8
114,51,12,44.7,12.75,13,7,4,53.8,13,3.25,91,7,6,37,16.2,76,25.0,15.0,42.8,312,2017-10-29,2017,10,29,,飛騨高山ビッグアリーナ,JTマーヴェラス,東レアローズ,吉原知子,丹山禎昭,3,1,4,Win,92,84,101,15:30,17:20,2037,水谷孝義,佐々木伸子,城智人,松井志穂,Away,120,46,8,38.3,11.50,14,6,0,42.9,6,1.50,85,7,8,36,16.5,84,27.0,20.0,44.0
169,64,7,37.9,16.00,16,8,1,50.0,7,1.75,92,4,10,24,8.2,85,31.0,28.0,52.9,310,2017-10-29,2017,10,29,,ひたちなか市総合運動公園総合体育館,日立リヴァーレ,NECレッドロケッツ,甲斐祐之,高橋和人,3,1,4,Win,93,90,118,15:45,17:52,1520,勝又正,明井寿枝,桑原健輔,廣澤麻里子,Home,164,56,9,34.1,14.00,27,5,1,18.5,9,2.25,92,6,5,26,12.2,81,45.0,10.0,61.7
164,56,9,34.1,14.00,27,5,1,18.5,9,2.25,92,6,5,26,12.2,81,45.0,10.0,61.7,310,2017-10-29,2017,10,29,,ひたちなか市総合運動公園総合体育館,NECレッドロケッツ,日立リヴァーレ,山田晃豊,高橋悠,1,3,4,Lose,90,93,118,15:45,17:52,1520,勝又正,明井寿枝,桑原健輔,廣澤麻里子,Away,169,64,7,37.9,16.00,16,8,1,50.0,7,1.75,92,4,10,24,8.2,85,31.0,28.0,52.9
156,57,6,36.5,14.25,29,11,2,37.9,9,2.25,97,7,16,33,11.6,73,26.0,19.0,48.6,313,2017-11-04,2017,11,04,,西尾市総合体育館,NECレッドロケッツ,JTマーヴェラス,山田晃豊,高橋悠,3,1,4,Win,98,80,112,13:00,15:01,1115,加治健男,佐々木伸子,千代延靖夫,大津聡,Home,146,41,7,28.1,10.25,14,5,0,35.7,9,2.25,81,0,8,28,6.2,78,29.0,13.0,45.5
146,41,7,28.1,10.25,14,5,0,35.7,9,2.25,81,0,8,28,6.2,78,29.0,13.0,45.5,313,2017-11-04,2017,11,04,,西尾市総合体育館,JTマーヴェラス,NECレッドロケッツ,吉原知子,丹山禎昭,1,3,4,Lose,80,98,112,13:00,15:01,1115,加治健男,佐々木伸子,千代延靖夫,大津聡,Away,156,57,6,36.5,14.25,29,11,2,37.9,9,2.25,97,7,16,33,11.6,73,26.0,19.0,48.6
104,44,5,42.3,14.67,7,1,0,14.3,1,0.33,63,2,7,16,6.7,64,30.0,13.0,57.0,315,2017-11-04,2017,11,04,,ウカルちゃんアリーナ（滋賀県立体育館）,日立リヴァーレ,埼玉上尾メディックス,甲斐祐之,高橋和人,0,3,3,Lose,61,75,75,13:00,14:21,2898,田野昭彦,原啓之,渡部菜保子,野田達也,Home,101,50,5,49.5,16.67,10,0,2,0.0,7,2.33,73,3,8,19,7.9,55,27.0,11.0,59.1
101,50,5,49.5,16.67,10,0,2,0.0,7,2.33,73,3,8,19,7.9,55,27.0,11.0,59.1,315,2017-11-04,2017,11,04,,ウカルちゃんアリーナ（滋賀県立体育館）,埼玉上尾メディックス,日立リヴァーレ,吉田敏明,箕輪憲吾,3,0,3,Win,75,61,75,13:00,14:21,2898,田野昭彦,原啓之,渡部菜保子,野田達也,Away,104,44,5,42.3,14.67,7,1,0,14.3,1,0.33,63,2,7,16,6.7,64,30.0,13.0,57.0
105,30,10,28.6,10.00,14,2,3,14.3,6,2.00,55,5,7,13,11.8,65,33.0,14.0,61.5,316,2017-11-04,2017,11,04,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,久光製薬スプリングス,菅野幸一郎,越谷章,0,3,3,Lose,54,75,72,15:00,16:18,2898,田野昭彦,北村友香,西中野健,野田達也,Home,87,42,4,48.3,14.00,1,0,0,0.0,7,2.33,74,5,9,13,8.1,46,20.0,10.0,54.3
87,42,4,48.3,14.00,1,0,0,0.0,7,2.33,74,5,9,13,8.1,46,20.0,10.0,54.3,316,2017-11-04,2017,11,04,,ウカルちゃんアリーナ（滋賀県立体育館）,久光製薬スプリングス,東レアローズ,酒井新悟,豊暉原峻,3,0,3,Win,75,54,72,15:00,16:18,2898,田野昭彦,北村友香,西中野健,野田達也,Away,105,30,10,28.6,10.00,14,2,3,14.3,6,2.00,55,5,7,13,11.8,65,33.0,14.0,61.5
132,48,6,36.4,12.00,6,3,0,50.0,5,1.25,88,8,9,13,10.2,85,34.0,32.0,58.8,314,2017-11-04,2017,11,04,,西尾市総合体育館,デンソーエアリービーズ,トヨタ車体クインシーズ,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,87,94,101,15:42,17:32,1642,加治健男,冨田博一,田中昭彦,渡部あかね,Home,130,59,14,45.4,14.75,23,14,4,60.9,11,2.75,93,4,5,18,7.8,79,34.0,24.0,58.2
130,59,14,45.4,14.75,23,14,4,60.9,11,2.75,93,4,5,18,7.8,79,34.0,24.0,58.2,314,2017-11-04,2017,11,04,,西尾市総合体育館,トヨタ車体クインシーズ,デンソーエアリービーズ,多治見麻子,印東玄弥,3,1,4,Win,94,87,101,15:42,17:32,1642,加治健男,冨田博一,田中昭彦,渡部あかね,Away,132,48,6,36.4,12.00,6,3,0,50.0,5,1.25,88,8,9,13,10.2,85,34.0,32.0,58.8
84,44,1,52.4,14.67,2,1,0,50.0,6,2.00,73,6,3,22,14.7,40,22.0,8.0,65.0,319,2017-11-05,2017,11,05,,ウカルちゃんアリーナ（滋賀県立体育館）,久光製薬スプリングス,日立リヴァーレ,酒井新悟,豊暉原峻,3,0,3,Win,75,49,61,13:00,14:07,2228,田野昭彦,渡部菜保子,戸川太輔,椙本一孝,Home,102,38,10,37.3,12.67,5,2,2,40.0,3,1.00,51,3,9,9,5.9,69,30.0,13.0,52.9
102,38,10,37.3,12.67,5,2,2,40.0,3,1.00,51,3,9,9,5.9,69,30.0,13.0,52.9,319,2017-11-05,2017,11,05,,ウカルちゃんアリーナ（滋賀県立体育館）,日立リヴァーレ,久光製薬スプリングス,甲斐祐之,高橋和人,0,3,3,Lose,49,75,61,13:00,14:07,2228,田野昭彦,渡部菜保子,戸川太輔,椙本一孝,Away,84,44,1,52.4,14.67,2,1,0,50.0,6,2.00,73,6,3,22,14.7,40,22.0,8.0,65.0
135,42,12,31.1,14.00,18,2,4,11.1,8,2.67,68,1,7,16,4.8,67,25.0,20.0,52.2,317,2017-11-05,2017,11,05,,西尾市総合体育館,NECレッドロケッツ,トヨタ車体クインシーズ,山田晃豊,高橋悠,0,3,3,Lose,66,75,88,13:00,14:34,1100,加治健男,千代延靖夫,佐々木伸子,立川文菜,Home,119,44,7,37.0,14.67,20,10,1,50.0,7,2.33,73,2,5,21,8.2,60,30.0,14.0,61.7
119,44,7,37.0,14.67,20,10,1,50.0,7,2.33,73,2,5,21,8.2,60,30.0,14.0,61.7,317,2017-11-05,2017,11,05,,西尾市総合体育館,トヨタ車体クインシーズ,NECレッドロケッツ,多治見麻子,印東玄弥,3,0,3,Win,75,66,88,13:00,14:34,1100,加治健男,千代延靖夫,佐々木伸子,立川文菜,Away,135,42,12,31.1,14.00,18,2,4,11.1,8,2.67,68,1,7,16,4.8,67,25.0,20.0,52.2
132,53,10,40.2,13.25,19,6,4,31.6,9,2.25,93,13,12,29,18.5,68,39.0,9.0,64.0,320,2017-11-05,2017,11,05,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,埼玉上尾メディックス,菅野幸一郎,越谷章,3,1,4,Win,94,76,96,15:00,16:45,2228,田野昭彦,西中野健,北村友香,小口広之進,Home,114,39,11,34.2,9.75,9,4,0,44.4,9,2.25,77,4,7,18,8.8,78,34.0,7.0,48.1
114,39,11,34.2,9.75,9,4,0,44.4,9,2.25,77,4,7,18,8.8,78,34.0,7.0,48.1,320,2017-11-05,2017,11,05,,ウカルちゃんアリーナ（滋賀県立体育館）,埼玉上尾メディックス,東レアローズ,吉田敏明,箕輪憲吾,1,3,4,Lose,76,94,96,15:00,16:45,2228,田野昭彦,西中野健,北村友香,小口広之進,Away,132,53,10,40.2,13.25,19,6,4,31.6,9,2.25,93,13,12,29,18.5,68,39.0,9.0,64.0
173,68,12,39.3,13.60,19,8,1,42.1,7,1.40,104,9,6,27,13.7,84,33.0,23.0,53.0,318,2017-11-05,2017,11,05,,西尾市総合体育館,デンソーエアリービーズ,JTマーヴェラス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,2,3,5,Lose,104,92,121,15:20,17:33,1500,加治健男,田中昭彦,冨田博一,田中栄二,Home,155,56,11,36.1,11.20,11,5,3,45.5,8,1.60,92,5,6,25,10.6,96,33.0,29.0,49.5
155,56,11,36.1,11.20,11,5,3,45.5,8,1.60,92,5,6,25,10.6,96,33.0,29.0,49.5,318,2017-11-05,2017,11,05,,西尾市総合体育館,JTマーヴェラス,デンソーエアリービーズ,吉原知子,丹山禎昭,3,2,5,Win,92,104,121,15:20,17:33,1500,加治健男,田中昭彦,冨田博一,田中栄二,Away,173,68,12,39.3,13.60,19,8,1,42.1,7,1.40,104,9,6,27,13.7,84,33.0,23.0,53.0
94,29,7,30.9,9.67,11,3,1,27.3,5,1.67,53,2,10,11,4.2,64,19.0,13.0,39.8,321,2017-11-11,2017,11,11,,小瀬スポーツ公園体育館,NECレッドロケッツ,東レアローズ,山田晃豊,高橋悠,0,3,3,Lose,52,75,66,13:00,14:12,1800,大塚達也,吉岡奈々,中山健,鈴木優加,Home,91,45,5,49.5,15.00,12,4,2,33.3,4,1.33,74,6,10,32,15.5,43,21.0,11.0,61.6
91,45,5,49.5,15.00,12,4,2,33.3,4,1.33,74,6,10,32,15.5,43,21.0,11.0,61.6,321,2017-11-11,2017,11,11,,小瀬スポーツ公園体育館,東レアローズ,NECレッドロケッツ,菅野幸一郎,越谷章,3,0,3,Win,75,52,66,13:00,14:12,1800,大塚達也,吉岡奈々,中山健,鈴木優加,Away,94,29,7,30.9,9.67,11,3,1,27.3,5,1.67,53,2,10,11,4.2,64,19.0,13.0,39.8
155,54,14,34.8,13.50,16,8,1,50.0,7,1.75,87,7,14,25,11.2,92,30.0,32.0,50.0,323,2017-11-11,2017,11,11,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,埼玉上尾メディックス,久光製薬スプリングス,吉田敏明,箕輪憲吾,1,3,4,Lose,86,97,101,13:00,14:50,1150,水谷孝義,北村友香,グレッグルーオー,立川文菜,Home,136,53,10,39.0,13.25,5,0,1,0.0,9,2.25,96,5,4,25,10.7,69,26.0,15.0,48.6
136,53,10,39.0,13.25,5,0,1,0.0,9,2.25,96,5,4,25,10.7,69,26.0,15.0,48.6,323,2017-11-11,2017,11,11,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,久光製薬スプリングス,埼玉上尾メディックス,酒井新悟,豊暉原峻,3,1,4,Win,97,86,101,13:00,14:50,1150,水谷孝義,北村友香,グレッグルーオー,立川文菜,Away,155,54,14,34.8,13.50,16,8,1,50.0,7,1.75,87,7,14,25,11.2,92,30.0,32.0,50.0
151,70,6,46.4,17.50,17,7,2,41.2,5,1.25,96,3,7,37,10.9,68,24.0,15.0,46.3,322,2017-11-11,2017,11,11,,小瀬スポーツ公園体育館,デンソーエアリービーズ,日立リヴァーレ,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,3,1,4,Win,97,75,99,15:00,16:48,2124,大塚達也,渡部菜保子,服部篤史,池田志織,Home,154,51,6,33.1,12.75,10,2,0,20.0,4,1.00,76,5,7,28,13.5,87,31.0,17.0,45.4
154,51,6,33.1,12.75,10,2,0,20.0,4,1.00,76,5,7,28,13.5,87,31.0,17.0,45.4,322,2017-11-11,2017,11,11,,小瀬スポーツ公園体育館,日立リヴァーレ,デンソーエアリービーズ,甲斐祐之,高橋和人,1,3,4,Lose,75,97,99,15:00,16:48,2124,大塚達也,渡部菜保子,服部篤史,池田志織,Away,151,70,6,46.4,17.50,17,7,2,41.2,5,1.25,96,3,7,37,10.9,68,24.0,15.0,46.3
105,30,8,28.6,10.00,17,10,2,58.8,6,2.00,56,1,9,17,5.4,65,20.0,21.0,46.9,324,2017-11-11,2017,11,11,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,トヨタ車体クインシーズ,JTマーヴェラス,多治見麻子,印東玄弥,0,3,3,Lose,55,75,73,15:30,16:49,1395,水谷孝義,明井寿枝,種元桂子,田中栄二,Home,98,46,4,46.9,15.33,18,8,1,44.4,9,3.00,74,2,9,22,7.1,47,9.0,20.0,40.4
98,46,4,46.9,15.33,18,8,1,44.4,9,3.00,74,2,9,22,7.1,47,9.0,20.0,40.4,324,2017-11-11,2017,11,11,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,JTマーヴェラス,トヨタ車体クインシーズ,吉原知子,丹山禎昭,3,0,3,Win,75,55,73,15:30,16:49,1395,水谷孝義,明井寿枝,種元桂子,田中栄二,Away,105,30,8,28.6,10.00,17,10,2,58.8,6,2.00,56,1,9,17,5.4,65,20.0,21.0,46.9
168,67,9,39.9,13.40,9,3,1,33.3,6,1.20,101,8,12,30,12.4,85,25.0,18.0,40.0,325,2017-11-12,2017,11,12,,小瀬スポーツ公園体育館,日立リヴァーレ,東レアローズ,甲斐祐之,高橋和人,2,3,5,Lose,101,100,110,13:00,15:02,1965,大塚 達也,服部 篤史,渡部 菜保子,深澤 亜つみ,Home,148,60,5,40.5,12.00,23,8,2,34.8,11,2.20,100,7,14,36,12.5,87,28.0,23.0,45.4
148,60,5,40.5,12.00,23,8,2,34.8,11,2.20,100,7,14,36,12.5,87,28.0,23.0,45.4,325,2017-11-12,2017,11,12,,小瀬スポーツ公園体育館,東レアローズ,日立リヴァーレ,菅野幸一郎,越谷章,3,2,5,Win,100,101,110,13:00,15:02,1965,大塚 達也,服部 篤史,渡部 菜保子,深澤 亜つみ,Away,168,67,9,39.9,13.40,9,3,1,33.3,6,1.20,101,8,12,30,12.4,85,25.0,18.0,40.0
151,62,5,41.1,12.40,16,4,0,25.0,10,2.00,96,6,19,17,5.7,88,46.0,18.0,62.5,327,2017-11-12,2017,11,12,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,埼玉上尾メディックス,JTマーヴェラス,吉田敏明,箕輪憲吾,3,2,5,Win,97,102,116,13:00,15:08,1285,水谷孝義,グレッグルーオー,北村友香,立川文菜,Home,147,60,3,40.8,12.00,15,10,0,66.7,10,2.00,103,5,14,21,6.6,74,38.0,17.0,62.8
147,60,3,40.8,12.00,15,10,0,66.7,10,2.00,103,5,14,21,6.6,74,38.0,17.0,62.8,327,2017-11-12,2017,11,12,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,JTマーヴェラス,埼玉上尾メディックス,吉原知子,丹山禎昭,2,3,5,Lose,102,97,116,13:00,15:08,1285,水谷孝義,グレッグルーオー,北村友香,立川文菜,Away,151,62,5,41.1,12.40,16,4,0,25.0,10,2.00,96,6,19,17,5.7,88,46.0,18.0,62.5
179,69,5,38.5,13.80,11,4,1,36.4,9,1.80,108,9,12,33,13.2,99,49.0,14.0,56.6,326,2017-11-12,2017,11,12,,小瀬スポーツ公園体育館,NECレッドロケッツ,デンソーエアリービーズ,山田晃豊,高橋悠,2,3,5,Lose,107,106,128,15:40,18:00,2174,大塚 達也,中山 健,吉岡 奈々,田村 千夏,Home,176,69,9,39.2,13.80,14,7,1,50.0,7,1.40,105,7,5,36,14.0,94,34.0,27.0,50.5
176,69,9,39.2,13.80,14,7,1,50.0,7,1.40,105,7,5,36,14.0,94,34.0,27.0,50.5,326,2017-11-12,2017,11,12,,小瀬スポーツ公園体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,亀山広,3,2,5,Win,106,107,128,15:40,18:00,2174,大塚 達也,中山 健,吉岡 奈々,田村 千夏,Away,179,69,5,38.5,13.80,11,4,1,36.4,9,1.80,108,9,12,33,13.2,99,49.0,14.0,56.6
