No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,熊前知加子,4,■,■,■,■,,27,16,1,59.3,4.00,2,2,0,100.0,2,0.50,13,0,2,3,5.8,6,5.0,0.0,83.3,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
2,,木村久美,4,■,■,■,■,,14,5,1,35.7,1.25,0,0,0,-,3,0.75,10,1,0,1,10.5,25,24.0,0.0,96.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
3,,苧坂一美,4,■,■,■,■,,20,8,3,40.0,2.00,0,0,0,-,2,0.50,18,0,0,4,5.6,1,1.0,0.0,100.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
4,,小玉佐知子,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,0,-,16,0,0,0,0.0,1,0.0,0.0,0.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
6,,向井久子,4,■,■,■,■,,51,20,5,39.2,5.00,2,0,1,0.0,2,0.50,20,0,1,3,3.8,15,9.0,0.0,60.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
7,,上田かおり,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
10,L,佐野優子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,15.0,0.0,93.8,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
12,,池田幸子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
13,,五十川葉子,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
15,,芝田安希,2,,,□,□,,1,1,0,100.0,0.50,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
16,,冨田寧寧,4,■,■,■,■,,27,13,1,48.1,3.25,0,0,0,-,3,0.75,15,0,1,1,1.7,1,1.0,0.0,100.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
20,,山崎望美,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,東レアローズ,武富士バンブー,達川 実,岸本太道,3,1,4,Win,97,76,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Home
1,,小谷弘美,4,■,■,■,■,,25,12,1,48.0,3.00,0,0,0,-,2,0.50,8,1,0,0,12.5,17,16.0,0.0,94.1,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
2,,山下祐美子,4,■,■,■,■,,22,3,1,13.6,0.75,2,0,0,0.0,0,-,14,1,1,1,8.9,14,10.0,0.0,71.4,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
4,,三澤由佳,1,,□,,,,2,2,0,100.0,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
5,,足立留美,4,■,■,□,■,,33,8,4,24.2,2.00,1,1,0,100.0,1,0.25,9,1,0,3,17.2,14,12.0,0.0,85.7,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
6,,佐々木雅子,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,0,-,15,1,0,0,5.3,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
7,,川原恵,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
8,,田巻由貴子,2,,,■,□,,3,1,0,33.3,0.50,0,0,0,-,0,-,2,0,1,0,0.0,5,4.0,0.0,80.0,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
10,,金田智子,4,■,■,■,■,,37,11,5,29.7,2.75,1,0,0,0.0,0,-,10,2,2,0,18.0,24,21.0,0.0,87.5,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
11,,内藤香菜子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
12,,岸早苗,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,0,0.0,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
13,,伊地知麻貴,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
14,,鈴木洋美,4,■,■,■,■,,22,8,1,36.4,2.00,0,0,0,-,3,0.75,12,0,2,2,4.2,17,13.0,0.0,76.5,503,2001-12-08,2001,12,08,,ウカルちゃんアリーナ（滋賀県立体育館）,武富士バンブー,東レアローズ,石原昭久,安保澄,1,3,4,Lose,76,97,92,14:00,15:41,2250,,石井洋壮,大依孝至,椙本一孝,Away
2,,鈴木玲子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2001-12-08,2001,12,08,,大阪府立体育会館,パイオニアレッドウィングス,東洋紡オーキス,ｱﾘｰ･ｾﾘﾝｼﾞｬｰ,佐々木みき,3,0,3,Win,76,65,71,14:08,15:25,2000,,伊藤博之,寺口克彦,宇代徹,Home
4,,庄司夕起,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2001-12-08,2001,12,08,,大阪府立体育会館,パイオニアレッドウィングス,東洋紡オーキス,ｱﾘｰ･ｾﾘﾝｼﾞｬｰ,佐々木みき,3,0,3,Win,76,65,71,14:08,15:25,2000,,伊藤博之,寺口克彦,宇代徹,Home
5,,多治見麻子,3,■,■,■,,,13,7,0,53.8,2.33,0,0,0,-,4,1.33,14,1,1,4,14.3,17,13.0,0.0,76.5,501,2001-12-08,2001,12,08,,大阪府立体育会館,パイオニアレッドウィングス,東洋紡オーキス,ｱﾘｰ･ｾﾘﾝｼﾞｬｰ,佐々木みき,3,0,3,Win,76,65,71,14:08,15:25,2000,,伊藤博之,寺口克彦,宇代徹,Home
6,,平井真栄,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,501,2001-12-08,2001,12,08,,大阪府立体育会館,パイオニアレッドウィングス,東洋紡オーキス,ｱﾘｰ･ｾﾘﾝｼﾞｬｰ,佐々木みき,3,0,3,Win,76,65,71,14:08,15:25,2000,,伊藤博之,寺口克彦,宇代徹,Home
7,L,吉田実代,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0,501,2001-12-08,2001,12,08,,大阪府立体育会館,パイオニアレッドウィングス,東洋紡オーキス,ｱﾘｰ･ｾﾘﾝｼﾞｬｰ,佐々木みき,3,0,3,Win,76,65,71,14:08,15:25,2000,,伊藤博之,寺口克彦,宇代徹,Home
