AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
148,64,9,43.2,16.00,10,3,0,30.0,6,1.50,93,5,2,12,8.1,80,42.0,14.0,61.3,302,2021-10-17,2021,10,17,佐賀県,佐賀県総合体育館,久光スプリングス,日立Astemoリヴァーレ,酒井新悟,大久保茂和,3,1,4,Win,94,83,107,13:00,14:56,819,村上成司,木内誠二,平田敬基,長谷淑子,Home,156,57,14,36.5,14.25,16,6,2,37.5,9,2.25,84,5,4,20,10.7,89,56.0,18.0,73.0
156,57,14,36.5,14.25,16,6,2,37.5,9,2.25,84,5,4,20,10.7,89,56.0,18.0,73.0,302,2021-10-17,2021,10,17,佐賀県,佐賀県総合体育館,日立Astemoリヴァーレ,久光スプリングス,多治見麻子,達川和彦,1,3,4,Lose,83,94,107,13:00,14:56,819,村上成司,木内誠二,平田敬基,長谷淑子,Away,148,64,9,43.2,16.00,10,3,0,30.0,6,1.50,93,5,2,12,8.1,80,42.0,14.0,61.3
153,59,11,38.6,14.75,15,4,4,26.7,11,2.75,88,2,7,19,5.7,76,19.0,31.0,45.4,298,2021-10-17,2021,10,17,神奈川県,とどろきアリーナ,NECレッドロケッツ,KUROBEアクアフェアリーズ,金子隆行,井上裕介,3,1,4,Win,89,85,101,13:00,14:57,1201,勝又正,渡部菜保子,増岡三佳子,櫻井正司,Home,147,51,6,34.7,12.75,8,1,0,12.5,10,2.50,86,1,9,26,6.1,80,35.0,26.0,60.0
147,51,6,34.7,12.75,8,1,0,12.5,10,2.50,86,1,9,26,6.1,80,35.0,26.0,60.0,298,2021-10-17,2021,10,17,神奈川県,とどろきアリーナ,KUROBEアクアフェアリーズ,NECレッドロケッツ,丸山貴也,宮脇裕史,1,3,4,Lose,85,89,101,13:00,14:57,1201,勝又正,渡部菜保子,増岡三佳子,櫻井正司,Away,153,59,11,38.6,14.75,15,4,4,26.7,11,2.75,88,2,7,19,5.7,76,19.0,31.0,45.4
144,47,9,32.6,15.67,24,7,2,29.2,6,2.00,73,0,5,16,3.8,55,34.0,8.0,69.1,300,2021-10-17,2021,10,17,愛知県,西尾市総合体育館,デンソーエアリービーズ,PFUブルーキャッツ,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,3,0,3,Win,75,65,86,13:00,14:32,630,加治健男,城智人,沢田元,大津聡,Home,127,38,5,29.9,12.67,12,3,1,25.0,8,2.67,67,3,11,11,4.5,68,37.0,15.0,65.4
127,38,5,29.9,12.67,12,3,1,25.0,8,2.67,67,3,11,11,4.5,68,37.0,15.0,65.4,300,2021-10-17,2021,10,17,愛知県,西尾市総合体育館,PFUブルーキャッツ,デンソーエアリービーズ,坂本将康,舟越悠二,0,3,3,Lose,65,75,86,13:00,14:32,630,加治健男,城智人,沢田元,大津聡,Away,144,47,9,32.6,15.67,24,7,2,29.2,6,2.00,73,0,5,16,3.8,55,34.0,8.0,69.1
121,36,6,29.8,12.00,3,0,0,0.0,3,1.00,55,0,1,15,6.4,66,25.0,22.0,54.5,301,2021-10-17,2021,10,17,岡山県,笠岡総合体育館,岡山シーガルズ,埼玉上尾メディックス,河本昭義,吉田啓佑,0,3,3,Lose,53,75,80,14:00,15:26,526,石井洋壮,千代延靖夫,本間明,大西英和,Home,142,54,6,38.0,18.00,12,3,1,25.0,7,2.33,73,4,6,16,8.9,54,18.0,21.0,52.8
142,54,6,38.0,18.00,12,3,1,25.0,7,2.33,73,4,6,16,8.9,54,18.0,21.0,52.8,301,2021-10-17,2021,10,17,岡山県,笠岡総合体育館,埼玉上尾メディックス,岡山シーガルズ,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,3,0,3,Win,75,53,80,14:00,15:26,526,石井洋壮,千代延靖夫,本間明,大西英和,Away,121,36,6,29.8,12.00,3,0,0,0.0,3,1.00,55,0,1,15,6.4,66,25.0,22.0,54.5
107,45,3,42.1,15.00,11,6,0,54.5,7,2.33,73,6,5,22,14.0,45,23.0,12.0,64.4,307,2021-10-23,2021,10,23,石川県,一本松総合運動公園体育館サン・アリーナ,PFUブルーキャッツ,トヨタ車体クインシーズ,坂本将康,舟越悠二,3,0,3,Win,75,50,79,12:00,13:25,375,伊藤博之,原啓之,吉岡奈々,内藤正康,Home,111,36,8,32.4,12.00,15,2,2,13.3,2,0.67,52,3,5,10,8.2,66,28.0,16.0,54.5
111,36,8,32.4,12.00,15,2,2,13.3,2,0.67,52,3,5,10,8.2,66,28.0,16.0,54.5,307,2021-10-23,2021,10,23,石川県,一本松総合運動公園体育館サン・アリーナ,トヨタ車体クインシーズ,PFUブルーキャッツ,印東玄弥,今村駿,0,3,3,Lose,50,75,79,12:00,13:25,375,伊藤博之,原啓之,吉岡奈々,内藤正康,Away,107,45,3,42.1,15.00,11,6,0,54.5,7,2.33,73,6,5,22,14.0,45,23.0,12.0,64.4
129,49,7,38.0,16.33,12,5,2,41.7,1,0.33,60,2,5,12,6.2,70,46.0,6.0,70.0,305,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,KUROBEアクアフェアリーズ,岡山シーガルズ,丸山貴也,宮脇裕史,0,3,3,Lose,58,77,80,12:06,13:39,1100,田野昭彦,森口豊,岡田崇,砂川雅昭,Home,122,59,2,48.4,19.67,1,0,0,0.0,2,0.67,75,2,4,18,7.3,55,36.0,7.0,71.8
122,59,2,48.4,19.67,1,0,0,0.0,2,0.67,75,2,4,18,7.3,55,36.0,7.0,71.8,305,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,岡山シーガルズ,KUROBEアクアフェアリーズ,河本昭義,吉田啓佑,3,0,3,Win,77,58,80,12:06,13:39,1100,田野昭彦,森口豊,岡田崇,砂川雅昭,Away,129,49,7,38.0,16.33,12,5,2,41.7,1,0.33,60,2,5,12,6.2,70,46.0,6.0,70.0
186,63,11,33.9,15.75,25,6,2,24.0,8,2.00,96,4,8,16,6.2,83,57.0,14.0,77.1,303,2021-10-23,2021,10,23,岩手県,東山総合体育館,埼玉上尾メディックス,JTマーヴェラス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,1,3,4,Lose,95,95,117,13:00,15:06,500,村上成司,津嶋由香,正岡卓,藤原和紀,Home,186,65,7,34.9,16.25,20,7,2,35.0,6,1.50,94,3,10,12,3.7,88,62.0,10.0,76.1
186,65,7,34.9,16.25,20,7,2,35.0,6,1.50,94,3,10,12,3.7,88,62.0,10.0,76.1,303,2021-10-23,2021,10,23,岩手県,東山総合体育館,JTマーヴェラス,埼玉上尾メディックス,吉原知子,丹山禎昭,3,1,4,Win,95,95,117,13:00,15:06,500,村上成司,津嶋由香,正岡卓,藤原和紀,Away,186,63,11,33.9,15.75,25,6,2,24.0,8,2.00,96,4,8,16,6.2,83,57.0,14.0,77.1
201,76,12,37.8,15.20,8,4,1,50.0,11,2.20,108,5,5,47,14.4,90,37.0,17.0,50.6,304,2021-10-23,2021,10,23,茨城県,日立市池の川さくらアリーナ,日立Astemoリヴァーレ,ヴィクトリーナ姫路,多治見麻子,達川和彦,2,3,5,Lose,107,102,133,13:00,15:25,559,田中昭彦,浅井唯由,新田浩幸,酒寄和記,Home,214,73,2,34.1,14.60,6,1,0,16.7,3,0.60,101,5,9,36,11.6,102,35.0,20.0,44.1
214,73,2,34.1,14.60,6,1,0,16.7,3,0.60,101,5,9,36,11.6,102,35.0,20.0,44.1,304,2021-10-23,2021,10,23,茨城県,日立市池の川さくらアリーナ,ヴィクトリーナ姫路,日立Astemoリヴァーレ,中谷宏大,高橋駿,3,2,5,Win,102,107,133,13:00,15:25,559,田中昭彦,浅井唯由,新田浩幸,酒寄和記,Away,201,76,12,37.8,15.20,8,4,1,50.0,11,2.20,108,5,5,47,14.4,90,37.0,17.0,50.6
200,66,11,33.0,16.50,15,2,1,13.3,10,2.50,96,2,6,26,7.3,89,42.0,17.0,56.7,308,2021-10-23,2021,10,23,兵庫県,神戸総合運動公園体育館,久光スプリングス,デンソーエアリービーズ,酒井新悟,大久保茂和,3,1,4,Win,97,94,119,13:00,15:08,800,塚本健,中山健,西山尚幸,山本順一,Home,215,69,12,32.1,17.25,35,11,2,31.4,7,1.75,95,0,6,30,6.3,89,45.0,18.0,60.7
215,69,12,32.1,17.25,35,11,2,31.4,7,1.75,95,0,6,30,6.3,89,45.0,18.0,60.7,308,2021-10-23,2021,10,23,兵庫県,神戸総合運動公園体育館,デンソーエアリービーズ,久光スプリングス,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,1,3,4,Lose,94,97,119,13:00,15:08,800,塚本健,中山健,西山尚幸,山本順一,Away,200,66,11,33.0,16.50,15,2,1,13.3,10,2.50,96,2,6,26,7.3,89,42.0,17.0,56.7
176,58,10,33.0,11.60,17,7,3,41.2,9,1.80,95,5,6,26,10.5,96,54.0,15.0,64.1,306,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,東レアローズ,NECレッドロケッツ,越谷章,高杉洋平,2,3,5,Lose,95,108,118,14:30,16:40,1200,田野昭彦,北村友香,内藤聡美,高野俊弘,Home,180,73,10,40.6,14.60,11,2,4,18.2,11,2.20,108,4,11,27,7.4,87,45.0,16.0,60.9
180,73,10,40.6,14.60,11,2,4,18.2,11,2.20,108,4,11,27,7.4,87,45.0,16.0,60.9,306,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,NECレッドロケッツ,東レアローズ,金子隆行,井上裕介,3,2,5,Win,108,95,118,14:30,16:40,1200,田野昭彦,北村友香,内藤聡美,高野俊弘,Away,176,58,10,33.0,11.60,17,7,3,41.2,9,1.80,95,5,6,26,10.5,96,54.0,15.0,64.1
127,45,6,35.4,15.00,10,3,2,30.0,5,1.67,56,0,2,9,3.1,73,39.0,16.0,64.4,311,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,KUROBEアクアフェアリーズ,岡山シーガルズ,丸山貴也,宮脇裕史,0,3,3,Lose,54,75,77,12:00,13:30,1100,田野昭彦,内藤聡美,北村友香,板川和則,Home,116,53,3,45.7,17.67,0,0,0,-,9,3.00,73,0,0,18,6.2,54,32.0,13.0,71.3
116,53,3,45.7,17.67,0,0,0,-,9,3.00,73,0,0,18,6.2,54,32.0,13.0,71.3,311,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,岡山シーガルズ,KUROBEアクアフェアリーズ,河本昭義,吉田啓佑,3,0,3,Win,75,54,77,12:00,13:30,1100,田野昭彦,内藤聡美,北村友香,板川和則,Away,127,45,6,35.4,15.00,10,3,2,30.0,5,1.67,56,0,2,9,3.1,73,39.0,16.0,64.4
138,38,9,27.5,12.67,10,2,2,20.0,5,1.67,62,2,5,12,6.0,66,43.0,6.0,69.7,309,2021-10-24,2021,10,24,岩手県,東山総合体育館,埼玉上尾メディックス,JTマーヴェラス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,0,3,3,Lose,61,75,91,12:00,13:37,600,村上成司,明井寿枝,高橋宏明,小野寺太,Home,129,49,6,38.0,16.33,33,11,3,33.3,8,2.67,74,2,7,16,5.7,57,35.0,10.0,70.2
129,49,6,38.0,16.33,33,11,3,33.3,8,2.67,74,2,7,16,5.7,57,35.0,10.0,70.2,309,2021-10-24,2021,10,24,岩手県,東山総合体育館,JTマーヴェラス,埼玉上尾メディックス,吉原知子,丹山禎昭,3,0,3,Win,75,61,91,12:00,13:37,600,村上成司,明井寿枝,高橋宏明,小野寺太,Away,138,38,9,27.5,12.67,10,2,2,20.0,5,1.67,62,2,5,12,6.0,66,43.0,6.0,69.7
183,85,8,46.4,17.00,30,10,4,33.3,8,1.60,113,4,8,25,7.3,98,38.0,14.0,45.9,310,2021-10-24,2021,10,24,茨城県,日立市池の川さくらアリーナ,日立Astemoリヴァーレ,ヴィクトリーナ姫路,多治見麻子,達川和彦,3,2,5,Win,113,108,132,13:00,15:24,420,田中昭彦,増岡三佳子,新田浩幸,西部芳夫,Home,189,74,7,39.2,14.80,14,5,0,35.7,8,1.60,108,5,9,46,13.2,103,44.0,34.0,59.2
189,74,7,39.2,14.80,14,5,0,35.7,8,1.60,108,5,9,46,13.2,103,44.0,34.0,59.2,310,2021-10-24,2021,10,24,茨城県,日立市池の川さくらアリーナ,ヴィクトリーナ姫路,日立Astemoリヴァーレ,中谷宏大,高橋駿,2,3,5,Lose,108,113,132,13:00,15:24,420,田中昭彦,増岡三佳子,新田浩幸,西部芳夫,Away,183,85,8,46.4,17.00,30,10,4,33.3,8,1.60,113,4,8,25,7.3,98,38.0,14.0,45.9
166,64,9,38.6,16.00,8,1,1,12.5,8,2.00,100,7,8,31,12.8,75,28.0,31.0,58.0,314,2021-10-24,2021,10,24,兵庫県,神戸総合運動公園体育館,久光スプリングス,デンソーエアリービーズ,酒井新悟,大久保茂和,3,1,4,Win,101,81,107,13:00,14:56,750,塚本健,林淳一,西山尚幸,児島廣幸,Home,174,54,13,31.0,13.50,23,2,5,8.7,6,1.50,82,2,7,16,5.2,91,29.0,31.0,48.9
174,54,13,31.0,13.50,23,2,5,8.7,6,1.50,82,2,7,16,5.2,91,29.0,31.0,48.9,314,2021-10-24,2021,10,24,兵庫県,神戸総合運動公園体育館,デンソーエアリービーズ,久光スプリングス,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,1,3,4,Lose,81,101,107,13:00,14:56,750,塚本健,林淳一,西山尚幸,児島廣幸,Away,166,64,9,38.6,16.00,8,1,1,12.5,8,2.00,100,7,8,31,12.8,75,28.0,31.0,58.0
131,56,7,42.7,14.00,14,6,1,42.9,10,2.50,91,5,7,27,11.0,68,37.0,12.0,63.2,313,2021-10-24,2021,10,24,石川県,一本松総合運動公園体育館サン・アリーナ,PFUブルーキャッツ,トヨタ車体クインシーズ,坂本将康,舟越悠二,3,1,4,Win,92,77,95,14:00,15:44,369,伊藤博之,吉岡奈々,原啓之,内藤正康,Home,135,51,12,37.8,12.75,19,9,2,47.4,6,1.50,78,4,7,19,9.0,81,43.0,11.0,59.9
135,51,12,37.8,12.75,19,9,2,47.4,6,1.50,78,4,7,19,9.0,81,43.0,11.0,59.9,313,2021-10-24,2021,10,24,石川県,一本松総合運動公園体育館サン・アリーナ,トヨタ車体クインシーズ,PFUブルーキャッツ,印東玄弥,今村駿,1,3,4,Lose,77,92,95,14:00,15:44,369,伊藤博之,吉岡奈々,原啓之,内藤正康,Away,131,56,7,42.7,14.00,14,6,1,42.9,10,2.50,91,5,7,27,11.0,68,37.0,12.0,63.2
168,69,7,41.1,17.25,14,6,1,42.9,2,0.50,94,4,6,25,9.3,85,42.0,21.0,61.8,312,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,東レアローズ,NECレッドロケッツ,越谷章,高杉洋平,3,1,4,Win,95,92,114,14:30,16:33,1170,田野昭彦,森口豊,岡田崇,高野俊弘,Home,160,56,10,35.0,14.00,19,7,2,36.8,12,3.00,93,5,6,22,9.7,86,40.0,21.0,58.7
160,56,10,35.0,14.00,19,7,2,36.8,12,3.00,93,5,6,22,9.7,86,40.0,21.0,58.7,312,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,NECレッドロケッツ,東レアローズ,金子隆行,井上裕介,1,3,4,Lose,92,95,114,14:30,16:33,1170,田野昭彦,森口豊,岡田崇,高野俊弘,Away,168,69,7,41.1,17.25,14,6,1,42.9,2,0.50,94,4,6,25,9.3,85,42.0,21.0,61.8
162,64,10,39.5,16.00,25,13,0,52.0,11,2.75,98,4,4,44,14.3,76,26.0,13.0,42.8,318,2021-10-30,2021,10,30,大阪府,丸善インテックアリーナ大阪,JTマーヴェラス,KUROBEアクアフェアリーズ,吉原知子,丹山禎昭,3,1,4,Win,99,82,113,12:05,14:10,734,小柴滋,明井寿枝,佐藤美里,渋谷敦弘,Home,168,58,4,34.5,14.50,18,5,1,27.8,1,0.25,83,2,7,36,11.1,94,24.0,30.0,41.5
168,58,4,34.5,14.50,18,5,1,27.8,1,0.25,83,2,7,36,11.1,94,24.0,30.0,41.5,318,2021-10-30,2021,10,30,大阪府,丸善インテックアリーナ大阪,KUROBEアクアフェアリーズ,JTマーヴェラス,丸山貴也,宮脇裕史,1,3,4,Lose,82,99,113,12:05,14:10,734,小柴滋,明井寿枝,佐藤美里,渋谷敦弘,Away,162,64,10,39.5,16.00,25,13,0,52.0,11,2.75,98,4,4,44,14.3,76,26.0,13.0,42.8
114,46,8,40.4,15.33,8,4,1,50.0,3,1.00,67,1,8,20,6.0,68,25.0,19.0,50.7,317,2021-10-30,2021,10,30,愛知県,ウィングアリーナ刈谷,トヨタ車体クインシーズ,久光スプリングス,印東玄弥,今村駿,0,3,3,Lose,65,75,80,13:00,14:26,554,富田満,城智人,慈眼雅啓,松本冴香,Home,109,44,9,40.4,14.67,6,1,2,16.7,8,2.67,73,3,4,22,10.3,59,15.0,23.0,44.9
109,44,9,40.4,14.67,6,1,2,16.7,8,2.67,73,3,4,22,10.3,59,15.0,23.0,44.9,317,2021-10-30,2021,10,30,愛知県,ウィングアリーナ刈谷,久光スプリングス,トヨタ車体クインシーズ,酒井新悟,大久保茂和,3,0,3,Win,75,65,80,13:00,14:26,554,富田満,城智人,慈眼雅啓,松本冴香,Away,114,46,8,40.4,15.33,8,4,1,50.0,3,1.00,67,1,8,20,6.0,68,25.0,19.0,50.7
135,35,9,25.9,11.67,16,4,1,25.0,4,1.33,60,3,10,14,6.7,64,30.0,11.0,55.5,315,2021-10-30,2021,10,30,秋田県,ＣＮＡアリーナ★あきた,日立Astemoリヴァーレ,デンソーエアリービーズ,多治見麻子,達川和彦,0,3,3,Lose,59,75,80,13:00,14:26,945,田中昭彦,服部篤史,伊藤薫,金田成,Home,121,43,4,35.5,14.33,16,5,1,31.2,4,1.33,73,4,9,19,8.9,49,23.0,10.0,57.1
121,43,4,35.5,14.33,16,5,1,31.2,4,1.33,73,4,9,19,8.9,49,23.0,10.0,57.1,315,2021-10-30,2021,10,30,秋田県,ＣＮＡアリーナ★あきた,デンソーエアリービーズ,日立Astemoリヴァーレ,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,3,0,3,Win,75,59,80,13:00,14:26,945,田中昭彦,服部篤史,伊藤薫,金田成,Away,135,35,9,25.9,11.67,16,4,1,25.0,4,1.33,60,3,10,14,6.7,64,30.0,11.0,55.5
167,66,11,39.5,16.50,18,7,0,38.9,3,0.75,89,4,8,35,12.1,90,31.0,20.0,45.6,319,2021-10-30,2021,10,30,兵庫県,ヴィクトリーナ・ウインク体育館,ヴィクトリーナ姫路,NECレッドロケッツ,中谷宏大,高橋駿,1,3,4,Lose,88,100,118,13:00,15:14,962,芦田光巨,冨田博一,西山尚幸,山内康史,Home,164,66,8,40.2,16.50,10,6,0,60.0,7,1.75,99,7,6,35,14.4,80,27.0,15.0,43.1
