AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
157,67,15,42.7,16.75,15,9,3,60.0,5,1.25,85,0,9,20,5.9,87,76.0,0.0,87.4,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home,153,57,7,37.3,14.25,21,7,1,33.3,5,1.25,92,2,5,9,4.2,76,56.0,0.0,73.7
153,57,7,37.3,14.25,21,7,1,33.3,5,1.25,92,2,5,9,4.2,76,56.0,0.0,73.7,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,デンソーエアリービーズ,石原昭久,尾崎侯,1,3,4,Lose,91,86,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Away,157,67,15,42.7,16.75,15,9,3,60.0,5,1.25,85,0,9,20,5.9,87,76.0,0.0,87.4
115,44,9,38.3,14.67,19,9,3,47.4,6,2.00,74,3,5,18,9.9,46,38.0,0.0,82.6,501,2010-11-27,2010,11,27,,リージョンプラザ上越,東レアローズ,パイオニアレッドウィングス,菅野幸一郎,福田康弘,3,0,3,Win,75,53,71,14:00,15:17,3300,,富田満,三見洋子,今井尚文,Home,117,33,13,28.2,11.00,17,5,1,29.4,3,1.00,54,1,8,7,4.7,66,47.0,0.0,71.2
117,33,13,28.2,11.00,17,5,1,29.4,3,1.00,54,1,8,7,4.7,66,47.0,0.0,71.2,501,2010-11-27,2010,11,27,,リージョンプラザ上越,パイオニアレッドウィングス,東レアローズ,宮下直樹,佐藤浩明,0,3,3,Lose,53,75,71,14:00,15:17,3300,,富田満,三見洋子,今井尚文,Away,115,44,9,38.3,14.67,19,9,3,47.4,6,2.00,74,3,5,18,9.9,46,38.0,0.0,82.6
212,73,12,34.4,14.60,33,14,4,42.4,18,3.60,108,0,9,24,5.6,88,59.0,0.0,67.0,504,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,久光製薬スプリングス,トヨタ車体クインシーズ,大東雅史,野中俊英,3,2,5,Win,109,96,121,15:25,17:38,2200,,江下毅,田野敏彦,山本順一,Home,195,65,7,33.3,13.00,18,4,1,22.2,6,1.20,97,3,8,27,9.6,99,75.0,0.0,75.8
195,65,7,33.3,13.00,18,4,1,22.2,6,1.20,97,3,8,27,9.6,99,75.0,0.0,75.8,504,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,トヨタ車体クインシーズ,久光製薬スプリングス,葛和伸元,高橋悠,2,3,5,Lose,96,109,121,15:25,17:38,2200,,江下毅,田野敏彦,山本順一,Away,212,73,12,34.4,14.60,33,14,4,42.4,18,3.60,108,0,9,24,5.6,88,59.0,0.0,67.0
168,50,9,29.8,16.67,0,0,0,-,9,3.00,75,0,5,18,6.0,76,53.0,0.0,69.7,502,2010-11-27,2010,11,27,,リージョンプラザ上越,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,0,3,3,Lose,74,85,91,16:00,17:37,3400,,村上成司,高野淳志,島田和彦,Home,158,53,8,33.5,17.67,16,2,1,12.5,11,3.67,84,3,6,22,9.9,70,52.0,0.0,74.3
158,53,8,33.5,17.67,16,2,1,12.5,11,3.67,84,3,6,22,9.9,70,52.0,0.0,74.3,502,2010-11-27,2010,11,27,,リージョンプラザ上越,NECレッドロケッツ,岡山シーガルズ,山田晃豊,大村悟,3,0,3,Win,85,74,91,16:00,17:37,3400,,村上成司,高野淳志,島田和彦,Away,168,50,9,29.8,16.67,0,0,0,-,9,3.00,75,0,5,18,6.0,76,53.0,0.0,69.7
171,59,7,34.5,19.67,27,9,2,33.3,9,3.00,83,4,9,22,10.7,71,58.0,0.0,81.7,505,2010-11-28,2010,11,28,,長岡市市民体育館,東レアローズ,岡山シーガルズ,菅野幸一郎,福田康弘,3,0,3,Win,84,76,92,13:00,14:38,2200,,村上成司,富田満,今井尚文,Home,153,48,3,31.4,16.00,4,0,0,0.0,7,2.33,77,3,5,11,6.9,73,48.0,0.0,65.8
153,48,3,31.4,16.00,4,0,0,0.0,7,2.33,77,3,5,11,6.9,73,48.0,0.0,65.8,505,2010-11-28,2010,11,28,,長岡市市民体育館,岡山シーガルズ,東レアローズ,河本昭義,吉田啓祐,0,3,3,Lose,76,84,92,13:00,14:38,2200,,村上成司,富田満,今井尚文,Away,171,59,7,34.5,19.67,27,9,2,33.3,9,3.00,83,4,9,22,10.7,71,58.0,0.0,81.7
