No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,長岡望悠,4,■,■,■,■,,47,21,1,44.7,5.25,11,6,0,54.5,1,0.25,12,0,1,5,10.4,1,1.0,0.0,100.0,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
2,,古藤千鶴,4,■,■,■,■,,2,2,0,100.0,0.50,0,0,0,-,1,0.25,15,0,0,4,6.7,1,1.0,0.0,100.0,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
3,,新鍋理沙,4,■,■,■,■,,36,22,1,61.1,5.50,4,1,1,25.0,1,0.25,16,0,2,5,7.8,28,22.0,0.0,78.6,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
4,,岩坂名奈,4,■,■,■,■,,9,5,0,55.6,1.25,1,0,0,0.0,2,0.50,21,1,0,9,14.5,1,1.0,0.0,100.0,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
5,,水田祐未,4,■,■,■,■,,6,0,0,0.0,-,0,0,0,-,3,0.75,10,0,0,7,17.5,2,2.0,0.0,100.0,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
6,,石井優希,4,■,■,■,■,,45,17,3,37.8,4.25,1,1,0,100.0,2,0.50,15,0,2,6,10.0,31,16.0,0.0,51.6,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
7,,ボカンタチアナ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
8,,野本梨佳,2,□,,□,,,6,5,0,83.3,2.50,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
10,L,座安琴希,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,12.0,0.0,66.7,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
17,,南波美紅,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
18,L,戸江真奈,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
21,,金森晴香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
23,,石橋里紗,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
24,,中大路絢野,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home
1,,土田望未,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,0,-,17,2,1,2,13.5,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,埼玉上尾メディックス,久光製薬スプリングス,吉田敏明,箕輪憲吾,1,3,4,Lose,84,96,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Away
2,,岩崎こよみ,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2015-10-17,2015,10,17,,東京体育館,埼玉上尾メディックス,久光製薬スプリングス,吉田敏明,箕輪憲吾,1,3,4,Lose,84,96,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Away
