No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
0,,吉澤智恵,5,■,■,■,■,■,48,19,6,39.6,3.80,3,2,0,66.7,2,0.40,23,1,2,7,12.0,6,4.0,0.0,66.7,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
1,,小谷弘美,5,■,■,■,■,■,22,7,1,31.8,1.40,0,0,0,-,2,0.40,14,2,0,3,19.6,0,0.0,0.0,-,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
2,,山下祐美子,3,,,□,□,□,11,3,1,27.3,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
5,,足立留美,3,■,■,■,,,21,6,2,28.6,2.00,3,0,0,0.0,1,0.33,6,0,0,1,4.2,12,5.0,0.0,41.7,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
6,,岸早苗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
7,,内藤香菜子,4,□,□,,□,□,3,1,0,33.3,0.25,0,0,0,-,0,-,1,0,1,0,0.0,11,10.0,0.0,90.9,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
8,,アルタモノワエブゲーニャ,5,□,□,□,■,■,32,13,3,40.6,2.60,16,4,1,25.0,0,-,7,0,0,0,0.0,22,17.0,0.0,77.3,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
9,,井村仁美,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,18,0,1,5,6.9,0,0.0,0.0,-,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
10,,金田智子,5,■,■,■,■,■,35,12,6,34.3,2.40,5,0,4,0.0,2,0.40,10,0,2,1,2.5,23,15.0,0.0,65.2,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
11,,伊地知麻貴,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home
