AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
129,53,5,41.1,17.67,16,7,0,43.8,7,2.33,74,4,12,26,13.9,54,27.0,0.0,50.0,301,2016-10-29,2016,10,29,,東京体育館,久光製薬スプリングス,日立リヴァーレ,酒井新悟,豊暉原峻,3,0,3,Win,76,58,71,14:05,15:22,3500,田上恵吾,北村友香,明井寿枝,四本松善成,Home,118,37,5,31.4,12.33,11,2,1,18.2,2,0.67,60,1,6,26,12.2,58,31.0,0.0,53.4
118,37,5,31.4,12.33,11,2,1,18.2,2,0.67,60,1,6,26,12.2,58,31.0,0.0,53.4,301,2016-10-29,2016,10,29,,東京体育館,日立リヴァーレ,久光製薬スプリングス,松田明彦,甲斐祐之,0,3,3,Lose,58,76,71,14:05,15:22,3500,田上恵吾,北村友香,明井寿枝,四本松善成,Away,129,53,5,41.1,17.67,16,7,0,43.8,7,2.33,74,4,12,26,13.9,54,27.0,0.0,50.0
204,56,13,27.5,14.00,20,6,3,30.0,11,2.75,92,1,11,21,6.6,94,64.0,0.0,68.1,302,2016-10-30,2016,10,30,,東京体育館,東レアローズ,PFUブルーキャッツ,菅野幸一郎,高杉洋平,1,3,4,Lose,91,100,118,11:05,13:12,5000,田上恵吾,澤達大,北村友香,遠藤春枝,Home,184,62,12,33.7,15.50,19,12,1,63.2,7,1.75,99,2,5,28,8.7,81,59.0,0.0,72.8
184,62,12,33.7,15.50,19,12,1,63.2,7,1.75,99,2,5,28,8.7,81,59.0,0.0,72.8,302,2016-10-30,2016,10,30,,東京体育館,PFUブルーキャッツ,東レアローズ,寺廻太,加藤陽一,3,1,4,Win,100,91,118,11:05,13:12,5000,田上恵吾,澤達大,北村友香,遠藤春枝,Away,204,56,13,27.5,14.00,20,6,3,30.0,11,2.75,92,1,11,21,6.6,94,64.0,0.0,68.1
125,33,9,26.4,11.00,13,5,1,38.5,6,2.00,58,2,6,19,11.6,68,36.0,0.0,52.9,303,2016-10-30,2016,10,30,,東京体育館,トヨタ車体クインシーズ,JTマーヴェラス,多治見麻子,印東玄弥,0,3,3,Lose,56,75,72,13:50,15:08,6000,小柴滋,明井寿枝,三見洋子,古田法美,Home,116,50,5,43.1,16.67,17,7,1,41.2,4,1.33,73,2,5,31,12.8,50,31.0,0.0,62.0
116,50,5,43.1,16.67,17,7,1,41.2,4,1.33,73,2,5,31,12.8,50,31.0,0.0,62.0,303,2016-10-30,2016,10,30,,東京体育館,JTマーヴェラス,トヨタ車体クインシーズ,吉原知子,丹山禎昭,3,0,3,Win,75,56,72,13:50,15:08,6000,小柴滋,明井寿枝,三見洋子,古田法美,Away,125,33,9,26.4,11.00,13,5,1,38.5,6,2.00,58,2,6,19,11.6,68,36.0,0.0,52.9
165,41,14,24.8,13.67,16,2,5,12.5,6,2.00,65,2,9,17,9.0,68,45.0,0.0,66.2,304,2016-10-30,2016,10,30,,東京体育館,NECレッドロケッツ,岡山シーガルズ,山田晃豊,大村悟,0,3,3,Lose,63,76,90,15:45,17:21,6300,0,田野敏彦,高橋宏明,渡部千穂,Home,173,47,5,27.2,15.67,5,1,1,20.0,5,1.67,74,1,6,23,8.9,56,39.0,0.0,69.6
173,47,5,27.2,15.67,5,1,1,20.0,5,1.67,74,1,6,23,8.9,56,39.0,0.0,69.6,304,2016-10-30,2016,10,30,,東京体育館,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,3,0,3,Win,76,63,90,15:45,17:21,6300,0,田野敏彦,高橋宏明,渡部千穂,Away,165,41,14,24.8,13.67,16,2,5,12.5,6,2.00,65,2,9,17,9.0,68,45.0,0.0,66.2
85,46,3,54.1,15.33,6,2,1,33.3,3,1.00,75,7,10,23,16.5,58,40.0,0.0,69.0,307,2016-11-05,2016,11,05,,西尾市総合体育館,日立リヴァーレ,トヨタ車体クインシーズ,松田明彦,甲斐祐之,3,0,3,Win,76,66,76,13:00,14:22,1040,水谷孝義,グレッグ・ルーオー,佐々木伸子,田中栄二,Home,101,44,6,43.6,14.67,11,6,1,54.5,6,2.00,67,1,9,17,7.5,60,35.0,0.0,58.3
101,44,6,43.6,14.67,11,6,1,54.5,6,2.00,67,1,9,17,7.5,60,35.0,0.0,58.3,307,2016-11-05,2016,11,05,,西尾市総合体育館,トヨタ車体クインシーズ,日立リヴァーレ,多治見麻子,印東玄弥,0,3,3,Lose,66,76,76,13:00,14:22,1040,水谷孝義,グレッグ・ルーオー,佐々木伸子,田中栄二,Away,85,46,3,54.1,15.33,6,2,1,33.3,3,1.00,75,7,10,23,16.5,58,40.0,0.0,69.0
