No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,坂下麻衣子,3,□,□,□,,,2,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
2,,谷口雅美,3,■,■,■,,,22,6,1,27.3,2.00,4,0,0,0.0,0,-,15,3,1,3,21.0,1,1.0,0.0,100.0,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
3,,山本愛,3,■,■,■,,,17,8,0,47.1,2.67,0,0,0,-,2,0.67,6,0,1,1,4.2,0,0.0,0.0,-,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
5,,位田愛,3,■,■,■,,,36,18,0,50.0,6.00,0,0,0,-,0,-,9,0,0,2,5.6,22,19.0,0.0,86.4,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
7,,竹下佳江,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,11,0,0,3,6.8,0,0.0,0.0,-,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
8,,高木理江,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
9,,石川友紀,3,■,■,■,,,15,5,0,33.3,1.67,0,0,0,-,4,1.33,15,0,3,6,10.0,1,1.0,0.0,100.0,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
10,,キムヨンギョン,3,■,■,■,,,35,15,2,42.9,5.00,5,3,0,60.0,0,-,13,1,3,0,6.2,21,17.0,0.0,81.0,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
11,L,小酒翔子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
13,L,井上琴絵,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,7.0,0.0,70.0,403,2009-11-28,2009,11,28,,神戸総合運動公園体育館（グリーンアリーナ神戸）,JTマーヴェラス,東レアローズ,石原昭久,尾崎侯,3,0,3,Win,75,60,71,13:05,14:22,2800,,小野将人,荒木和仁,入江健治,Home
