AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
179,61,19,34.1,12.20,27,6,5,22.2,9,1.80,97,4,6,20,9.3,91,62.0,0.0,68.1,503,2003-12-06,2003,12,06,,,武富士バンブー,日立リヴァーレ,石原昭久,安保澄,2,3,5,Lose,96,104,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Home,179,62,8,34.6,12.40,5,0,1,0.0,13,2.60,103,2,10,29,9.0,87,67.0,0.0,77.0
179,62,8,34.6,12.40,5,0,1,0.0,13,2.60,103,2,10,29,9.0,87,67.0,0.0,77.0,503,2003-12-06,2003,12,06,,,日立リヴァーレ,武富士バンブー,菅原貞敬,角田博文,3,2,5,Win,104,96,111,14:00,16:03,1120,,斉藤篤,国分常弘,高野年昭,Away,179,61,19,34.1,12.20,27,6,5,22.2,9,1.80,97,4,6,20,9.3,91,62.0,0.0,68.1
117,40,9,34.2,13.33,9,2,1,22.2,6,2.00,62,1,7,15,7.3,66,51.0,0.0,77.3,501,2003-12-06,2003,12,06,,,NECレッドロケッツ,久光製薬スプリングス,葛和 伸元,山田晃豊,0,3,3,Lose,60,75,68,14:09,15:23,4200,,小柴滋,藤井孝,四本松善成,Home,117,45,5,38.5,15.00,6,2,0,33.3,9,3.00,73,3,7,12,7.4,55,39.0,0.0,70.9
117,45,5,38.5,15.00,6,2,0,33.3,9,3.00,73,3,7,12,7.4,55,39.0,0.0,70.9,501,2003-12-06,2003,12,06,,,久光製薬スプリングス,NECレッドロケッツ,山本辰正,番平守,3,0,3,Win,75,60,68,14:09,15:23,4200,,小柴滋,藤井孝,四本松善成,Away,117,40,9,34.2,13.33,9,2,1,22.2,6,2.00,62,1,7,15,7.3,66,51.0,0.0,77.3
104,50,6,48.1,16.67,6,4,0,66.7,11,3.67,73,3,5,17,9.4,50,37.0,0.0,74.0,502,2003-12-06,2003,12,06,,,JTマーヴェラス,デンソーエアリービーズ,一柳昇,佐藤稔,3,0,3,Win,75,52,63,16:00,17:09,4217,,大塚達也,水間尚,高橋澄子,Home,113,33,7,29.2,11.00,3,1,0,33.3,4,1.33,54,1,3,13,7.9,67,48.0,0.0,71.6
113,33,7,29.2,11.00,3,1,0,33.3,4,1.33,54,1,3,13,7.9,67,48.0,0.0,71.6,502,2003-12-06,2003,12,06,,,デンソーエアリービーズ,JTマーヴェラス,半田国治,村瀬浩二,0,3,3,Lose,52,75,63,16:00,17:09,4217,,大塚達也,水間尚,高橋澄子,Away,104,50,6,48.1,16.67,6,4,0,66.7,11,3.67,73,3,5,17,9.4,50,37.0,0.0,74.0
177,72,8,40.7,14.40,21,5,1,23.8,10,2.00,106,3,11,13,5.7,91,76.0,0.0,83.5,504,2003-12-06,2003,12,06,,,パイオニアレッドウィングス,シーガルズ,"ｾﾘﾝｼﾞｬｰ,ｱﾘｰ",印東玄弥,3,2,5,Win,106,101,108,16:35,18:35,1220,,佐々木克之,村上成司,折笠正樹,Home,187,70,10,37.4,14.00,4,1,0,25.0,9,1.80,101,0,10,15,3.7,93,79.0,0.0,84.9
187,70,10,37.4,14.00,4,1,0,25.0,9,1.80,101,0,10,15,3.7,93,79.0,0.0,84.9,504,2003-12-06,2003,12,06,,,シーガルズ,パイオニアレッドウィングス,河本昭義,溝田知茂,2,3,5,Lose,101,106,108,16:35,18:35,1220,,佐々木克之,村上成司,折笠正樹,Away,177,72,8,40.7,14.40,21,5,1,23.8,10,2.00,106,3,11,13,5.7,91,76.0,0.0,83.5
166,77,8,46.4,15.40,3,0,0,0.0,11,2.20,112,4,9,24,8.2,98,66.0,0.0,67.3,505,2003-12-07,2003,12,07,,,デンソーエアリービーズ,久光製薬スプリングス,半田国治,村瀬浩二,2,3,5,Lose,111,111,109,13:00,15:01,3000,,富田満,野村考一,渡部千穂,Home,171,70,5,40.9,14.00,0,0,0,-,15,3.00,110,6,10,28,11.1,102,74.0,0.0,72.5
171,70,5,40.9,14.00,0,0,0,-,15,3.00,110,6,10,28,11.1,102,74.0,0.0,72.5,505,2003-12-07,2003,12,07,,,久光製薬スプリングス,デンソーエアリービーズ,山本辰正,番平守,3,2,5,Win,111,111,109,13:00,15:01,3000,,富田満,野村考一,渡部千穂,Away,166,77,8,46.4,15.40,3,0,0,0.0,11,2.20,112,4,9,24,8.2,98,66.0,0.0,67.3
