No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,ドリスジェニファー,4,■,■,■,■,,23,8,2,34.8,2.00,0,0,0,-,2,0.50,15,0,1,3,3.3,0,0.0,0.0,-,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
3,L,吉安遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
4,,宇田沙織,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,1,0.0,1.0,50.0,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
5,,江畑幸子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
6,,村上華澄,4,■,■,■,■,,15,8,1,53.3,2.00,0,0,0,-,0,-,16,1,1,6,14.1,1,0.0,0.0,0.0,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
8,,高相みな実,2,□,,□,,,8,2,2,25.0,1.00,0,0,0,-,1,0.50,0,0,0,0,-,4,3.0,0.0,75.0,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
9,,山下遥香,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0.0,0.0,-,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
11,,堀口あやか,4,■,■,■,■,,42,13,0,31.0,3.25,3,0,0,0.0,0,-,14,0,0,3,5.4,30,11.0,9.0,51.7,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
12,,清水眞衣,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
13,,津賀菜緒,4,■,■,■,■,,29,13,0,44.8,3.25,6,1,0,16.7,0,-,14,2,2,3,16.1,1,0.0,0.0,0.0,306,2019-10-12,2019,10,12,石川県,いしかわ総合スポーツセンター,PFUブルーキャッツ,KUROBEアクアフェアリーズ,坂本将康,舟越悠二,3,1,4,Win,98,80,104,12:00,13:53,777,伊藤博之,原啓之,佐々木伸子,奥村惇平,Home
