No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,泉岡未来,3,■,■,■,,,24,9,2,37.5,3.00,2,1,0,50.0,0,-,12,1,2,4,15.0,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
4,,栄絵里香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
5,,石井里沙,3,■,■,■,,,22,3,0,13.6,1.00,3,0,0,0.0,1,0.33,11,0,0,3,6.8,31,19.0,0.0,61.3,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
6,,鈴木裕子,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,0,-,6,0,0,1,4.2,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
7,,真柴咲紀,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
8,,井上香織,3,■,■,■,,,13,2,2,15.4,0.67,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
9,,大宮里美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
10,L,佐野優子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,9.0,0.0,64.3,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
12,,大竹里歩,3,□,□,□,,,8,4,0,50.0,1.33,0,0,0,-,1,0.33,5,0,0,1,5.0,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
13,L,山田美花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
14,,橋本涼加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
15,,鍋谷友理枝,3,■,■,■,,,24,8,0,33.3,2.67,2,1,0,50.0,1,0.33,11,0,2,3,6.8,27,17.0,0.0,63.0,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
16,,堀江彩,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
88,,ミアイエルコフ,3,■,■,■,,,51,22,1,43.1,7.33,4,3,0,75.0,1,0.33,12,2,1,4,25.0,1,1.0,0.0,100.0,501,2014-11-15,2014,11,15,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,亀山広,0,3,3,Lose,68,76,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Home
1,L,吉田みなみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
2,,山口舞,3,■,■,■,,,13,4,0,30.8,1.33,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
3,,今野加奈子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
4,,関李香,2,,□,■,,,5,4,0,80.0,2.00,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
6,,浅津ゆうこ,3,□,□,□,,,18,8,1,44.4,2.67,0,0,0,-,0,-,2,0,0,1,12.5,4,2.0,0.0,50.0,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
7,,佐々木萌,3,■,■,■,,,39,12,3,30.8,4.00,2,0,1,0.0,0,-,13,0,0,6,11.5,25,17.0,0.0,68.0,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
8,,川畑愛希,3,■,■,■,,,51,18,1,35.3,6.00,0,0,0,-,0,-,13,0,0,6,11.5,9,6.0,0.0,66.7,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
11,,香野晶子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
14,,宮下遥,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,17,1,0,4,10.6,1,0.0,0.0,0.0,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
15,,熊谷桜子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
20,L,丸山亜季,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,9.0,0.0,75.0,501,2014-11-15,2014,11,15,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,3,0,3,Win,76,68,86,12:10,13:42,3950,,澤達大,田野昭彦,四本松善成,Away
