No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,奥田恭子,4,■,■,■,■,,39,17,2,43.6,4.25,0,0,0,-,0,-,12,0,1,2,4.2,39,34.0,0.0,87.2,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
2,,矢野美子,4,■,■,■,■,,21,10,1,47.6,2.50,0,0,0,-,0,-,12,0,1,2,4.2,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
4,,細田絵理,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
5,,熊谷桜子,4,■,■,■,■,,3,1,1,33.3,0.25,0,0,0,-,2,0.50,12,0,0,4,8.3,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
6,,鈴木裕子,4,■,■,■,■,,22,10,2,45.5,2.50,0,0,0,-,1,0.25,13,0,2,4,7.7,21,18.0,0.0,85.7,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
8,,井上香織,4,■,■,■,■,,15,8,0,53.3,2.00,0,0,0,-,1,0.25,20,0,2,5,6.2,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
9,L,櫻井由香,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,18.0,0.0,90.0,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
11,,井上奈々朱,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
14,L,高橋菜穂子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
15,,本田つばさ,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,503,2010-11-27,2010,11,27,,神戸総合運動公園体育館（グリーンアリーナ神戸）,デンソーエアリービーズ,JTマーヴェラス,達川実,辻健志,3,1,4,Win,86,91,94,13:00,14:43,2200,,山本和良,北村友香,岡田靖夫,Home
