No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
3,,和才奈々美,4,■,■,■,■,,52,14,4,26.9,3.50,1,0,0,0.0,0,-,14,1,0,1,8.9,18,10.0,5.0,69.4,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
4,L,馬場ゆりか,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,10.0,1.0,75.0,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
5,,白崎麻友香,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,1,0.0,0.0,0.0,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
6,,綿引菜都美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
7,,雪丸梢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
8,,南美寿希,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,10,0,1,1,0.0,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
9,,舛田紗淑,1,,□,,,,2,0,2,0.0,-,1,0,1,0.0,0,-,2,0,0,1,12.5,3,1.0,1.0,50.0,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
10,,菅野菜緒美,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
11,,平谷里奈,4,■,■,■,■,,48,14,2,29.2,3.50,5,2,0,40.0,0,-,14,1,0,4,14.3,45,24.0,7.0,61.1,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
12,,浮島杏加子,1,,,□,,,4,2,0,50.0,2.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
16,,星加輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
19,,アールブレヒトフレヤ,4,■,■,■,■,,26,10,1,38.5,2.50,0,0,0,-,2,0.50,10,0,1,2,2.5,1,1.0,0.0,100.0,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away
1,,中元南,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
2,,積山春花,1,,,□,,,0,0,0,-,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
3,,朝日優衣,2,,□,■,,,8,1,0,12.5,0.50,0,0,0,-,0,-,1,0,0,1,25.0,3,1.0,1.0,50.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
5,,大竹里歩,3,■,■,■,,,6,1,0,16.7,0.33,0,0,0,-,3,1.00,12,0,2,3,2.1,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
6,,鈴木裕子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
8,,田原愛里,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,10,0,0,7,17.5,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
9,L,小口樹葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,5.0,6.0,40.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
10,L,中川千世,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,1.0,4.0,42.9,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
11,,山田美花,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
15,,鍋谷友理枝,3,■,■,□,,,35,4,2,11.4,1.33,1,0,0,0.0,1,0.33,7,0,0,4,14.3,13,4.0,3.0,42.3,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
18,,シニアードジャック,3,■,■,■,,,18,13,1,72.2,4.33,0,0,0,-,3,1.00,9,1,2,4,16.7,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
21,,工藤嶺,3,■,■,■,,,35,11,4,31.4,3.67,4,0,1,0.0,1,0.33,7,0,1,3,7.1,21,7.0,6.0,47.6,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
22,,石田瑞穂,3,■,■,■,,,26,4,3,15.4,1.33,3,0,1,0.0,1,0.33,13,3,1,7,34.6,2,0.0,1.0,25.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
24,,兵頭由希,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,2,50.0,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home
1,,島村春世,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
2,,古賀紗理那,3,■,■,■,,,39,10,1,25.6,3.33,5,0,0,0.0,0,-,14,2,2,3,16.1,20,3.0,6.0,30.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
3,,塚田しおり,3,■,■,■,,,3,0,0,0.0,-,0,0,0,-,2,0.67,12,0,0,5,10.4,1,0.0,0.0,0.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
4,,柳田光綺,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
5,,大野果奈,3,■,■,■,,,8,3,1,37.5,1.00,0,0,0,-,2,0.67,10,0,1,2,2.5,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
6,,上野香織,3,■,■,■,,,10,3,1,30.0,1.00,0,0,0,-,4,1.33,11,3,2,6,36.4,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
7,,山口かなめ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
9,,廣瀬七海,3,■,■,■,,,36,15,2,41.7,5.00,7,2,1,28.6,1,0.33,12,1,1,4,14.6,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
10,L,岩崎紗也加,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,3.0,1.0,38.9,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
11,,篠原沙耶香,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
12,,山内美咲,3,■,■,■,,,23,8,1,34.8,2.67,2,0,1,0.0,3,1.00,14,0,1,7,10.7,25,6.0,5.0,34.0,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
13,,山田二千華,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
14,,荒谷栞,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
16,L,小島満菜美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away
1,,芥川愛加,4,■,■,■,■,,20,8,1,40.0,2.00,1,0,0,0.0,1,0.25,12,0,0,3,6.2,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
2,,林琴奈,4,□,□,■,■,,32,13,2,40.6,3.25,2,0,0,0.0,0,-,10,0,1,1,0.0,21,15.0,5.0,83.3,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
3,,小川杏奈,4,■,■,■,■,,11,4,0,36.4,1.00,0,0,0,-,1,0.25,13,0,0,3,5.8,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
4,,橘井友香,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,2,5.0,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
5,,柴田真果,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
6,,田中瑞稀,4,■,■,■,■,,46,21,1,45.7,5.25,11,2,0,18.2,1,0.25,16,1,0,3,10.9,42,24.0,6.0,64.3,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
7,,田中美咲,4,■,■,■,■,,4,0,1,0.0,-,0,0,0,-,0,-,16,1,0,6,15.6,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
8,,カムンタラーケオカラヤー,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
9,,ミハイロヴィッチブランキツァ,4,■,■,■,■,,73,29,7,39.7,7.25,6,3,0,50.0,0,-,16,1,0,3,10.9,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
10,,栗原恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
11,,目黒優佳,3,■,■,,□,,9,3,2,33.3,1.00,0,0,0,-,0,-,6,0,0,0,0.0,11,7.0,3.0,77.3,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
15,L,小幡真子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,14.0,2.0,78.9,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
16,,山本美沙,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home
