AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
171,57,11,33.3,14.25,12,5,1,41.7,15,3.75,96,3,5,31,10.8,75,57.0,0.0,76.0,501,2013-11-30,2013,11,30,,所沢市民体育館,JTマーヴェラス,トヨタ車体クインシーズ,尾﨑侯,北原勉,3,1,4,Win,97,82,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Home,179,54,10,30.2,13.50,3,0,0,0.0,10,2.50,83,1,7,18,6.6,90,57.0,0.0,63.3
179,54,10,30.2,13.50,3,0,0,0.0,10,2.50,83,1,7,18,6.6,90,57.0,0.0,63.3,501,2013-11-30,2013,11,30,,所沢市民体育館,トヨタ車体クインシーズ,JTマーヴェラス,泉川正幸,藤本幹朗,1,3,4,Lose,82,97,103,12:30,14:22,1857,,阿部広太郎,田中昭彦,岡田宏予,Away,171,57,11,33.3,14.25,12,5,1,41.7,15,3.75,96,3,5,31,10.8,75,57.0,0.0,76.0
199,61,9,30.7,15.25,4,0,1,0.0,14,3.50,98,3,8,28,9.6,80,53.0,0.0,66.2,503,2013-11-30,2013,11,30,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,岡山シーガルズ,NECレッドロケッツ,河本昭義,吉田啓佑,3,1,4,Win,99,86,116,14:05,16:10,2976,,山本和良,小野将人,真鍋孝志,Home,199,51,7,25.6,12.75,19,4,2,21.1,13,3.25,87,1,7,26,8.4,90,59.0,0.0,65.6
199,51,7,25.6,12.75,19,4,2,21.1,13,3.25,87,1,7,26,8.4,90,59.0,0.0,65.6,503,2013-11-30,2013,11,30,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,NECレッドロケッツ,岡山シーガルズ,山田晃豊,大村悟,1,3,4,Lose,86,99,116,14:05,16:10,2976,,山本和良,小野将人,真鍋孝志,Away,199,61,9,30.7,15.25,4,0,1,0.0,14,3.50,98,3,8,28,9.6,80,53.0,0.0,66.2
121,48,10,39.7,16.00,16,7,3,43.8,9,3.00,73,3,3,52,21.1,53,25.0,0.0,47.2,502,2013-11-30,2013,11,30,,所沢市民体育館,久光製薬スプリングス,東レアローズ,中田久美,安保澄,3,0,3,Win,75,56,77,15:20,16:43,2438,,浅井唯由,大塚達也,岩井直博,Home,122,37,9,30.3,12.33,16,2,3,12.5,4,1.33,58,0,5,28,12.1,70,15.0,0.0,21.4
122,37,9,30.3,12.33,16,2,3,12.5,4,1.33,58,0,5,28,12.1,70,15.0,0.0,21.4,502,2013-11-30,2013,11,30,,所沢市民体育館,東レアローズ,久光製薬スプリングス,福田康弘,高杉洋平,0,3,3,Lose,56,75,77,15:20,16:43,2438,,浅井唯由,大塚達也,岩井直博,Away,121,48,10,39.7,16.00,16,7,3,43.8,9,3.00,73,3,3,52,21.1,53,25.0,0.0,47.2
92,47,4,51.1,15.67,8,4,0,50.0,12,4.00,77,3,8,35,14.5,57,33.0,0.0,57.9,504,2013-11-30,2013,11,30,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,日立リヴァーレ,パイオニアレッドウィングス,濱田義弘,安藤健太郎,3,0,3,Win,78,63,78,16:50,18:14,2300,,田野敏彦,高橋弘二,大西英和,Home,103,40,8,38.8,13.33,5,0,2,0.0,5,1.67,64,5,7,19,13.7,69,31.0,0.0,44.9
103,40,8,38.8,13.33,5,0,2,0.0,5,1.67,64,5,7,19,13.7,69,31.0,0.0,44.9,504,2013-11-30,2013,11,30,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,パイオニアレッドウィングス,日立リヴァーレ,戸澤勉,舟越悠二,0,3,3,Lose,63,78,78,16:50,18:14,2300,,田野敏彦,高橋弘二,大西英和,Away,92,47,4,51.1,15.67,8,4,0,50.0,12,4.00,77,3,8,35,14.5,57,33.0,0.0,57.9
154,65,8,42.2,16.25,21,8,1,38.1,14,3.50,96,2,13,34,10.9,79,55.0,0.0,69.6,507,2013-12-01,2013,12,01,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,日立リヴァーレ,NECレッドロケッツ,濱田義弘,安藤健太郎,3,1,4,Win,97,85,99,13:00,14:48,2600,,高橋弘二,田野敏彦,嶋中大樹,Home,161,55,4,34.2,13.75,14,3,0,21.4,6,1.50,86,1,7,23,7.6,81,47.0,0.0,58.0
161,55,4,34.2,13.75,14,3,0,21.4,6,1.50,86,1,7,23,7.6,81,47.0,0.0,58.0,507,2013-12-01,2013,12,01,,ジップアリーナ岡山（岡山県総合グラウンド体育館）,NECレッドロケッツ,日立リヴァーレ,山田晃豊,大村悟,1,3,4,Lose,85,97,99,13:00,14:48,2600,,高橋弘二,田野敏彦,嶋中大樹,Away,154,65,8,42.2,16.25,21,8,1,38.1,14,3.50,96,2,13,34,10.9,79,55.0,0.0,69.6
