No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,野田昌代,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
2,,成田郁久美,3,■,■,■,,,9,1,1,11.1,0.33,0,0,0,-,0,-,14,1,4,6,16.4,33,24.0,0.0,72.7,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
3,,落合真理,3,■,■,■,,,22,6,0,27.3,2.00,3,0,0,0.0,1,0.33,8,0,0,2,6.2,2,1.0,0.0,50.0,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
4,,先野久美子,3,■,■,■,,,20,9,0,45.0,3.00,0,0,0,-,0,-,10,0,1,2,5.0,1,0.0,0.0,0.0,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
5,,小山修加,2,,□,□,,,2,1,0,50.0,0.50,1,0,0,0.0,0,-,5,1,0,1,21.0,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
6,,青木絢子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
8,,大村加奈子,3,■,■,■,,,21,9,0,42.9,3.00,0,0,0,-,1,0.33,8,1,3,0,10.0,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
10,,鶴田桂子,3,■,■,■,,,4,2,0,50.0,0.67,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
11,,カルカセスケニア,3,■,■,■,,,41,21,5,51.2,7.00,11,8,2,72.7,1,0.33,11,2,3,3,25.0,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
12,,渡辺真由美,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,501,2005-09-24,2005,09,24,,,久光製薬スプリングス,デンソーエアリービーズ,真鍋政義,真保鋼一郎,3,0,3,Win,75,65,78,13:00,14:24,1320,,大塚達也,高橋直也,酒寄和記,Home
