No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
1,,島村春世,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
2,,古賀紗理那,3,■,■,■,,,24,8,1,33.3,2.67,4,1,0,25.0,0,-,8,0,2,1,-3.1,32,6.0,17.0,45.3,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
3,,家高七央子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
5,,大野果奈,3,■,■,■,,,8,1,0,12.5,0.33,0,0,0,-,0,-,8,0,0,2,6.2,1,0.0,0.0,0.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
6,,上野香織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
7,,山口かなめ,3,■,■,□,,,1,0,0,0.0,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
8,,柳田光綺,3,■,■,□,,,14,3,0,21.4,1.00,5,2,0,40.0,0,-,5,0,0,0,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
10,L,岩崎紗也加,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,2.0,4.0,50.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
11,L,篠原沙耶香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
12,,廣瀬七海,3,□,□,■,,,11,5,1,45.5,1.67,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
13,,山内美咲,3,■,■,■,,,24,7,2,29.2,2.33,6,1,0,16.7,0,-,8,0,2,2,0.0,20,5.0,7.0,42.5,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
14,,塚田しおり,2,,□,■,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
15,,小島満菜美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
16,,荒谷栞,3,■,■,■,,,7,2,0,28.6,0.67,1,1,0,100.0,0,-,3,0,0,1,8.3,3,2.0,0.0,66.7,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,NECレッドロケッツ,久光製薬スプリングス,山田晃豊,高橋悠,0,3,3,Lose,42,75,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Home
2,,古藤千鶴,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,6,0,1,1,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
3,,新鍋理沙,3,■,■,■,,,10,4,0,40.0,1.33,0,0,0,-,0,-,14,2,1,5,21.4,6,3.0,3.0,75.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
4,,岩坂名奈,3,■,■,■,,,14,7,2,50.0,2.33,0,0,0,-,1,0.33,8,0,1,1,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
6,,石井優希,3,■,■,■,,,31,13,3,41.9,4.33,2,1,1,50.0,3,1.00,10,0,2,1,-2.5,23,5.0,12.0,47.8,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
8,,野本梨佳,3,■,■,■,,,29,8,2,27.6,2.67,1,0,0,0.0,0,-,15,1,1,5,13.3,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
10,,座安琴希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
11,,栄絵里香,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,4,14.3,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
12,,今村優香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
13,,帯川きよら,2,□,□,,,,0,0,0,-,-,0,0,0,-,2,1.00,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
14,,森谷史佳,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
16,,アキンラデウォフォルケ,3,■,■,■,,,19,14,0,73.7,4.67,0,0,0,-,3,1.00,11,3,1,3,31.8,1,0.0,1.0,50.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
18,L,戸江真奈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
20,L,筒井さやか,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,7,1.0,5.0,50.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
25,,加藤光,1,,,□,,,4,2,0,50.0,2.00,0,0,0,-,0,-,2,0,0,1,12.5,1,0.0,0.0,0.0,301,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,久光製薬スプリングス,NECレッドロケッツ,酒井新悟,豊暉原峻,3,0,3,Win,75,42,70,13:05,14:22,1830,水谷孝義,明井寿枝,高橋宏明,市山直之,Away
2,,積山春花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
3,,坂本奈々香,3,,□,■,■,,18,6,1,33.3,2.00,1,0,0,0.0,0,-,9,0,0,3,8.3,2,0.0,1.0,25.0,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
5,,石井里沙,4,■,■,■,■,,20,8,0,40.0,2.00,0,0,0,-,0,-,17,2,1,3,14.7,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
6,,鈴木裕子,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,1,0,1,62.5,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
7,,中川千世,2,■,■,,,,12,3,1,25.0,1.50,0,0,0,-,0,-,4,0,0,2,12.5,5,0.0,4.0,40.0,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
8,,朝日優衣,4,□,□,■,■,,25,10,1,40.0,2.50,1,1,0,100.0,1,0.25,16,0,0,12,18.8,15,5.0,4.0,46.7,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
9,L,小口樹葉,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,8.0,12.0,51.9,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
10,,森田麻実子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
13,L,山田美花,2,,,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
15,,鍋谷友理枝,4,■,■,■,■,,42,10,3,23.8,2.50,3,2,0,66.7,0,-,8,0,0,2,6.2,27,9.0,11.0,53.7,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
16,,堀江彩,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
17,,田原愛里,4,■,■,■,■,,2,0,0,0.0,-,0,0,0,-,0,-,13,0,2,4,3.8,1,0.0,1.0,50.0,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
21,,クリスティアネフュルスト,4,■,■,■,■,,30,12,1,40.0,3.00,0,0,0,-,4,1.00,7,0,1,0,-3.6,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
22,,石田瑞穂,4,■,■,□,□,,30,6,0,20.0,1.50,3,0,0,0.0,0,-,11,0,0,2,4.5,4,2.0,2.0,75.0,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,デンソーエアリービーズ,埼玉上尾メディックス,川北元,ﾃﾞﾍﾘ･ｼﾞｬﾝﾃﾞﾍﾘｷﾞｭ,1,3,4,Lose,90,98,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Home
2,,岩崎こよみ,4,■,■,■,■,,12,4,0,33.3,1.00,0,0,0,-,1,0.25,16,3,1,4,23.4,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
4,,近藤志歩,4,■,■,■,■,,18,8,0,44.4,2.00,0,0,0,-,0,-,19,1,3,5,7.9,39,7.0,17.0,39.7,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
7,L,山岸あかね,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,9.0,10.0,63.6,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
8,,松本亜弥華,2,■,■,,,,8,1,0,12.5,0.50,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
9,,三浦茉実,3,,□,□,■,,9,3,0,33.3,1.00,0,0,0,-,1,0.33,3,0,0,1,8.3,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
11,,青柳京古,3,,□,■,■,,10,7,0,70.0,2.33,0,0,0,-,0,-,6,0,1,0,-4.2,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
13,,井上美咲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
14,,カルカセスケニア,4,■,■,■,■,,68,27,7,39.7,6.75,10,2,4,20.0,0,-,14,3,3,1,17.9,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
17,,小笹奈津子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
18,,辺野喜未来,1,,,,□,,2,1,0,50.0,1.00,1,0,0,0.0,0,-,2,0,0,0,0.0,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
19,,荒木夕貴,4,■,■,■,■,,45,12,3,26.7,3.00,1,0,0,0.0,1,0.25,19,0,1,5,5.3,24,4.0,9.0,35.4,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
20,,丸山裕子,4,■,■,■,□,,16,5,2,31.2,1.25,0,0,0,-,3,0.75,14,2,2,3,16.1,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
23,,大室璃紗,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
26,L,堀江美志,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,302,2017-10-21,2017,10,21,,ゼビオアリーナ仙台,埼玉上尾メディックス,デンソーエアリービーズ,吉田敏明,箕輪憲吾,3,1,4,Win,98,90,133,15:15,17:37,1705,水谷孝義,種元桂子,佐々木伸子,市山直之,Away
1,,間橋香織,1,,,,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
2,,小野寺友香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
4,,下平夏奈,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
5,L,佐藤あり紗,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,6.0,6.0,50.0,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
6,,芳賀舞波,5,■,■,■,■,■,9,3,0,33.3,0.60,0,0,0,-,1,0.20,22,1,1,7,11.4,2,1.0,0.0,50.0,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
7,L,齋藤加奈子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
8,,佐藤美弥,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,1,0.20,15,1,1,4,11.7,0,0.0,0.0,-,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
10,,小池杏菜,4,□,□,□,,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,2.0,66.7,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
11,,栗原恵,5,■,■,■,■,■,45,18,3,40.0,3.60,1,1,0,100.0,2,0.40,15,1,0,6,16.7,14,4.0,3.0,39.3,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
12,,遠井萌仁,5,■,■,■,■,■,26,13,2,50.0,2.60,0,0,0,-,3,0.60,24,1,3,8,9.4,39,13.0,8.0,43.6,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
13,,長内美和子,5,■,■,■,■,■,41,18,1,43.9,3.60,4,2,0,50.0,0,-,17,0,4,3,-1.5,15,4.0,5.0,43.3,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
14,,ジャクソンカースティ,5,■,■,■,■,■,27,13,0,48.1,2.60,0,0,0,-,5,1.00,10,0,2,3,2.5,1,0.0,0.0,0.0,303,2017-10-22,2017,10,22,,ゼビオアリーナ仙台,日立リヴァーレ,JTマーヴェラス,甲斐祐之,高橋和人,2,3,5,Lose,106,107,130,13:00,15:22,1742,水谷孝義,高橋宏明,明井寿枝,渡部隆一,Home
