No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,植木真理恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
2,,池上亜紀,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
3,,橋本由紀子,4,■,■,■,■,,30,12,1,40.0,3.00,0,0,0,-,3,0.75,21,0,0,4,4.8,24,15.0,0.0,62.5,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
4,,先野久美子,4,■,■,■,■,,23,9,1,39.1,2.25,1,0,0,0.0,1,0.25,13,1,0,3,13.5,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
5,,関井陽子,4,■,■,■,■,,28,11,1,39.3,2.75,1,0,0,0.0,3,0.75,13,0,4,3,5.8,18,10.0,0.0,55.6,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
8,,大村加奈子,4,■,■,■,■,,34,12,4,35.3,3.00,6,0,2,0.0,0,-,11,0,0,2,4.5,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
9,L,高橋幸子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,0.0,58.3,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
10,,鶴田桂子,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,15,0,2,5,8.3,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
11,,満永ひとみ,4,■,■,■,■,,28,13,2,46.4,3.25,2,1,1,50.0,4,1.00,15,1,2,7,17.0,16,11.0,0.0,68.8,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
14,,酒井千恵,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2000-12-08,2000,12,08,,大阪府立体育会館,久光製薬スプリングス,東レアローズ,ｾﾘﾝｼﾞｬｰ･ｱﾋﾞﾀﾙ,番平守,3,1,4,Win,92,78,85,19:05,20:39,1100,,伊藤博之,大塚春夫,永江雅之,Home
