AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
163,69,4,42.3,17.25,23,5,1,21.7,8,2.00,97,3,8,24,7.2,73,35.0,15.0,58.2,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,埼玉上尾メディックス,KUROBEアクアフェアリーズ,吉田敏明,有田沙織,3,1,4,Win,98,74,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Home,177,55,12,31.1,13.75,8,2,1,25.0,4,1.00,75,2,2,21,9.0,87,48.0,14.0,63.2
177,55,12,31.1,13.75,8,2,1,25.0,4,1.00,75,2,2,21,9.0,87,48.0,14.0,63.2,303,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,KUROBEアクアフェアリーズ,埼玉上尾メディックス,丸山貴也,武田義也,1,3,4,Lose,74,98,106,12:00,13:55,1200,遠藤健三,澤達大,正岡卓,金田成,Away,163,69,4,42.3,17.25,23,5,1,21.7,8,2.00,97,3,8,24,7.2,73,35.0,15.0,58.2
129,34,10,26.4,11.33,8,0,2,0.0,10,3.33,64,5,7,31,17.2,66,18.0,21.0,43.2,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,デンソーエアリービーズ,NECレッドロケッツ,川北元,中村祐介,0,3,3,Lose,62,77,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Home,119,39,6,32.8,13.00,14,2,2,14.3,12,4.00,75,6,7,27,14.7,55,12.0,12.0,32.7
119,39,6,32.8,13.00,14,2,2,14.3,12,4.00,75,6,7,27,14.7,55,12.0,12.0,32.7,301,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,NECレッドロケッツ,デンソーエアリービーズ,金子隆行,西原康平,3,0,3,Win,77,62,87,12:15,13:50,3100,富田満,北村友香,種元桂子,塚本健二,Away,129,34,10,26.4,11.33,8,0,2,0.0,10,3.33,64,5,7,31,17.2,66,18.0,21.0,43.2
195,78,14,40.0,19.50,20,5,0,25.0,3,0.75,99,3,2,22,8.1,93,60.0,16.0,73.1,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,JTマーヴェラス,岡山シーガルズ,吉原知子,井上裕介,3,1,4,Win,100,93,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Home,195,67,10,34.4,16.75,5,0,0,0.0,6,1.50,94,0,1,17,4.3,95,60.0,13.0,70.0
195,67,10,34.4,16.75,5,0,0,0.0,6,1.50,94,0,1,17,4.3,95,60.0,13.0,70.0,305,2018-11-03,2018,11,03,,丸善インテックアリーナ大阪（大阪市中央体育館）,岡山シーガルズ,JTマーヴェラス,河本昭義,浅山卓哉,1,3,4,Lose,93,100,129,13:00,15:18,2050,加治健男,明井寿枝,山本晋五,越村弘,Away,195,78,14,40.0,19.50,20,5,0,25.0,3,0.75,99,3,2,22,8.1,93,60.0,16.0,73.1
192,64,8,33.3,12.80,21,6,0,28.6,15,3.00,107,3,7,24,6.8,91,44.0,19.0,58.8,304,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,日立リヴァーレ,PFUブルーキャッツ,角田博文,達川和彦,3,2,5,Win,108,98,124,15:00,17:23,1600,遠藤健三,高橋宏明,渡部菜保子,金田成,Home,191,65,9,34.0,13.00,20,3,3,15.0,9,1.80,99,3,6,26,8.1,97,52.0,20.0,63.9
191,65,9,34.0,13.00,20,3,3,15.0,9,1.80,99,3,6,26,8.1,97,52.0,20.0,63.9,304,2018-11-03,2018,11,03,,ナイスアリーナ（由利本荘アリーナ）,PFUブルーキャッツ,日立リヴァーレ,加藤陽一,舟越悠二,2,3,5,Lose,98,108,124,15:00,17:23,1600,遠藤健三,高橋宏明,渡部菜保子,金田成,Away,192,64,8,33.3,12.80,21,6,0,28.6,15,3.00,107,3,7,24,6.8,91,44.0,19.0,58.8
104,46,2,44.2,15.33,12,6,0,50.0,10,3.33,73,3,3,31,13.7,46,16.0,8.0,43.5,302,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,久光製薬スプリングス,東レアローズ,酒井新悟,木場田和希,3,0,3,Win,75,53,70,15:10,16:28,2500,富田満,村中伸,佐々木伸子,金廣美喜夫,Home,104,41,7,39.4,13.67,7,2,0,28.6,2,0.67,55,4,6,21,14.1,69,25.0,12.0,44.9
104,41,7,39.4,13.67,7,2,0,28.6,2,0.67,55,4,6,21,14.1,69,25.0,12.0,44.9,302,2018-11-03,2018,11,03,,駒沢オリンピック公園総合運動場体育館,東レアローズ,久光製薬スプリングス,菅野幸一郎,越谷章,0,3,3,Lose,53,75,70,15:10,16:28,2500,富田満,村中伸,佐々木伸子,金廣美喜夫,Away,104,46,2,44.2,15.33,12,6,0,50.0,10,3.33,73,3,3,31,13.7,46,16.0,8.0,43.5
