AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
151,72,5,47.7,18.00,17,8,1,47.1,10,2.50,95,1,5,37,10.6,82,55.0,0.0,67.1,301,2015-10-17,2015,10,17,,東京体育館,久光製薬スプリングス,埼玉上尾メディックス,中田久美,加藤陽一,3,1,4,Win,96,84,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Home,148,59,8,39.9,14.75,16,6,1,37.5,7,1.75,85,4,2,24,11.1,90,52.0,0.0,57.8
148,59,8,39.9,14.75,16,6,1,37.5,7,1.75,85,4,2,24,11.1,90,52.0,0.0,57.8,301,2015-10-17,2015,10,17,,東京体育館,埼玉上尾メディックス,久光製薬スプリングス,吉田敏明,箕輪憲吾,1,3,4,Lose,84,96,100,14:05,15:54,5100,田上恵吾,印藤智一,北村友香,四本松善成,Away,151,72,5,47.7,18.00,17,8,1,47.1,10,2.50,95,1,5,37,10.6,82,55.0,0.0,67.1
220,72,17,32.7,14.40,9,2,0,22.2,8,1.60,99,2,2,34,10.4,103,69.0,0.0,67.0,302,2015-10-17,2015,10,17,,東京体育館,岡山シーガルズ,デンソーエアリービーズ,河本昭義,吉田啓佑,2,3,5,Lose,98,107,128,16:40,19:00,4000,田上恵吾,村上成司,明井寿枝,塚本健二,Home,218,73,10,33.5,14.60,17,0,3,0.0,9,1.80,106,4,3,31,10.3,96,61.0,0.0,63.5
218,73,10,33.5,14.60,17,0,3,0.0,9,1.80,106,4,3,31,10.3,96,61.0,0.0,63.5,302,2015-10-17,2015,10,17,,東京体育館,デンソーエアリービーズ,岡山シーガルズ,山口祐之,尾崎侯,3,2,5,Win,107,98,128,16:40,19:00,4000,田上恵吾,村上成司,明井寿枝,塚本健二,Away,220,72,17,32.7,14.40,9,2,0,22.2,8,1.60,99,2,2,34,10.4,103,69.0,0.0,67.0
119,40,10,33.6,13.33,13,5,1,38.5,9,3.00,68,0,2,25,9.2,70,38.0,0.0,54.3,303,2015-10-18,2015,10,18,,東京体育館,NECレッドロケッツ,トヨタ車体クインシーズ,山田晃豊,大村悟,0,3,3,Lose,67,79,87,13:05,14:38,5600,田上恵吾,明井寿枝,村上成司,渡部千穂,Home,125,54,7,43.2,18.00,26,11,3,42.3,7,2.33,78,5,6,28,14.4,66,41.0,0.0,62.1
125,54,7,43.2,18.00,26,11,3,42.3,7,2.33,78,5,6,28,14.4,66,41.0,0.0,62.1,303,2015-10-18,2015,10,18,,東京体育館,トヨタ車体クインシーズ,NECレッドロケッツ,泉川正幸,藤本幹朗,3,0,3,Win,79,67,87,13:05,14:38,5600,田上恵吾,明井寿枝,村上成司,渡部千穂,Away,119,40,10,33.6,13.33,13,5,1,38.5,9,3.00,68,0,2,25,9.2,70,38.0,0.0,54.3
173,57,13,32.9,14.25,23,5,3,21.7,8,2.00,87,4,6,41,15.7,86,39.0,0.0,45.3,304,2015-10-18,2015,10,18,,東京体育館,日立リヴァーレ,東レアローズ,松田明彦,甲斐祐之,1,3,4,Lose,86,95,103,15:15,17:07,5000,田上恵吾,北村友香,印藤智一,中嶋幹朗,Home,172,68,9,39.5,17.00,10,4,1,40.0,6,1.50,94,0,8,47,12.5,80,36.0,0.0,45.0
172,68,9,39.5,17.00,10,4,1,40.0,6,1.50,94,0,8,47,12.5,80,36.0,0.0,45.0,304,2015-10-18,2015,10,18,,東京体育館,東レアローズ,日立リヴァーレ,福田康弘,越谷章,3,1,4,Win,95,86,103,15:15,17:07,5000,田上恵吾,北村友香,印藤智一,中嶋幹朗,Away,173,57,13,32.9,14.25,23,5,3,21.7,8,2.00,87,4,6,41,15.7,86,39.0,0.0,45.3
169,52,16,30.8,13.00,22,5,1,22.7,13,3.25,95,3,13,22,8.5,96,60.0,0.0,62.5,305,2015-10-24,2015,10,24,,西尾市総合体育館,埼玉上尾メディックス,東レアローズ,吉田敏明,箕輪憲吾,1,3,4,Lose,94,104,114,13:00,15:03,1600,水谷孝義,大塚達也,三見洋子,田中栄二,Home,160,54,11,33.8,13.50,5,2,2,40.0,14,3.50,103,3,6,34,10.8,81,57.0,0.0,70.4
160,54,11,33.8,13.50,5,2,2,40.0,14,3.50,103,3,6,34,10.8,81,57.0,0.0,70.4,305,2015-10-24,2015,10,24,,西尾市総合体育館,東レアローズ,埼玉上尾メディックス,福田康弘,越谷章,3,1,4,Win,104,94,114,13:00,15:03,1600,水谷孝義,大塚達也,三見洋子,田中栄二,Away,169,52,16,30.8,13.00,22,5,1,22.7,13,3.25,95,3,13,22,8.5,96,60.0,0.0,62.5
