AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
79,29,10,36.7,9.67,0,0,0,-,3,1.00,61,1,6,19,9.4,57,39.0,0.0,68.4,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home,85,44,9,51.8,14.67,12,5,5,41.7,7,2.33,74,7,14,14,13.1,54,35.0,0.0,64.8
85,44,9,51.8,14.67,12,5,5,41.7,7,2.33,74,7,14,14,13.1,54,35.0,0.0,64.8,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away,79,29,10,36.7,9.67,0,0,0,-,3,1.00,61,1,6,19,9.4,57,39.0,0.0,68.4
117,62,6,53.0,15.50,12,5,1,41.7,11,2.75,96,1,11,33,9.4,67,55.0,0.0,82.1,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home,115,37,9,32.2,9.25,0,0,0,-,5,1.25,71,2,3,11,6.4,84,50.0,0.0,59.5
115,37,9,32.2,9.25,0,0,0,-,5,1.25,71,2,3,11,6.4,84,50.0,0.0,59.5,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,KUROBEアクアフェアリーズ,PFUブルーキャッツ,根本勝司,浜田勝彦,1,3,4,Lose,70,97,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Away,117,62,6,53.0,15.50,12,5,1,41.7,11,2.75,96,1,11,33,9.4,67,55.0,0.0,82.1
172,77,6,44.8,15.40,2,1,1,50.0,8,1.60,113,7,8,25,11.0,88,68.0,0.0,77.3,802,2008-01-19,2008,01,19,,柏市市民体育館,健祥会レッドハーツ,大野石油広島オイラーズ,佐々木充,米山弘,3,2,5,Win,114,102,103,15:00,16:55,350,,君塚優子,稲岡輝彦,池畑羊一,Home,167,71,6,42.5,14.20,11,1,0,9.1,9,1.80,103,3,13,19,7.3,102,73.0,0.0,71.6
167,71,6,42.5,14.20,11,1,0,9.1,9,1.80,103,3,13,19,7.3,102,73.0,0.0,71.6,802,2008-01-19,2008,01,19,,柏市市民体育館,大野石油広島オイラーズ,健祥会レッドハーツ,三ヶ島正好,豆田憲昭,2,3,5,Lose,102,114,103,15:00,16:55,350,,君塚優子,稲岡輝彦,池畑羊一,Away,172,77,6,44.8,15.40,2,1,1,50.0,8,1.60,113,7,8,25,11.0,88,68.0,0.0,77.3
176,64,9,36.4,12.80,0,0,0,-,15,3.00,104,2,4,22,6.8,83,67.0,0.0,80.7,804,2008-01-19,2008,01,19,,松任総合運動公園体育館,三洋電機レッドソア,四国Eighty8Queen,藤本幹朗,長屋和敏,3,2,5,Win,105,86,98,15:10,17:00,567,,荒井勇二,紙井ひとみ,杉本庄一,Home,200,63,18,31.5,12.60,6,0,0,0.0,4,0.80,87,4,3,13,7.6,100,76.0,0.0,76.0
200,63,18,31.5,12.60,6,0,0,0.0,4,0.80,87,4,3,13,7.6,100,76.0,0.0,76.0,804,2008-01-19,2008,01,19,,松任総合運動公園体育館,四国Eighty8Queen,三洋電機レッドソア,米田一典,由淵聖,2,3,5,Lose,86,105,98,15:10,17:00,567,,荒井勇二,紙井ひとみ,杉本庄一,Away,176,64,9,36.4,12.80,0,0,0,-,15,3.00,104,2,4,22,6.8,83,67.0,0.0,80.7
117,39,9,33.3,13.00,0,0,0,-,3,1.00,63,4,5,16,12.1,70,48.0,0.0,68.6,807,2008-01-20,2008,01,20,,松任総合運動公園体育館,KUROBEアクアフェアリーズ,三洋電機レッドソア,根本勝司,浜田勝彦,0,3,3,Lose,61,75,70,12:00,13:16,350,,荒井勇二,紙井ひとみ,内藤正康,Home,106,44,10,41.5,14.67,0,0,0,-,7,2.33,73,2,2,21,9.7,56,38.0,0.0,67.9
106,44,10,41.5,14.67,0,0,0,-,7,2.33,73,2,2,21,9.7,56,38.0,0.0,67.9,807,2008-01-20,2008,01,20,,松任総合運動公園体育館,三洋電機レッドソア,KUROBEアクアフェアリーズ,藤本幹朗,長屋和敏,3,0,3,Win,75,61,70,12:00,13:16,350,,荒井勇二,紙井ひとみ,内藤正康,Away,117,39,9,33.3,13.00,0,0,0,-,3,1.00,63,4,5,16,12.1,70,48.0,0.0,68.6
144,66,7,45.8,13.20,8,2,0,25.0,9,1.80,106,9,10,17,11.0,94,63.0,0.0,67.0,805,2008-01-20,2008,01,20,,柏市市民体育館,大野石油広島オイラーズ,埼玉上尾メディックス,三ヶ島正好,豆田憲昭,2,3,5,Lose,106,106,102,12:00,13:54,300,,坪誠,杉山哲,池畑羊一,Home,136,75,10,55.1,15.00,18,10,2,55.6,8,1.60,106,6,9,28,11.7,95,70.0,0.0,73.7
136,75,10,55.1,15.00,18,10,2,55.6,8,1.60,106,6,9,28,11.7,95,70.0,0.0,73.7,805,2008-01-20,2008,01,20,,柏市市民体育館,埼玉上尾メディックス,大野石油広島オイラーズ,高野圭介,附田義信,3,2,5,Win,106,106,102,12:00,13:54,300,,坪誠,杉山哲,池畑羊一,Away,144,66,7,45.8,13.20,8,2,0,25.0,9,1.80,106,9,10,17,11.0,94,63.0,0.0,67.0
80,42,6,52.5,14.00,6,1,0,16.7,14,4.67,74,5,5,21,12.8,47,34.0,0.0,72.3,808,2008-01-20,2008,01,20,,松任総合運動公園体育館,PFUブルーキャッツ,四国Eighty8Queen,大津躍,,3,0,3,Win,75,51,60,14:00,15:06,663,,有乗正志,村井清彦,杉本庄一,Home,92,31,4,33.7,10.33,0,0,0,-,0,0.00,52,2,4,11,8.4,67,42.0,0.0,62.7
92,31,4,33.7,10.33,0,0,0,-,0,0.00,52,2,4,11,8.4,67,42.0,0.0,62.7,808,2008-01-20,2008,01,20,,松任総合運動公園体育館,四国Eighty8Queen,PFUブルーキャッツ,米田一典,由淵聖,0,3,3,Lose,51,75,60,14:00,15:06,663,,有乗正志,村井清彦,杉本庄一,Away,80,42,6,52.5,14.00,6,1,0,16.7,14,4.67,74,5,5,21,12.8,47,34.0,0.0,72.3
83,44,5,53.0,14.67,1,1,0,100.0,8,2.67,73,4,6,18,11.1,38,23.0,0.0,60.5,806,2008-01-20,2008,01,20,,柏市市民体育館,健祥会レッドハーツ,柏エンゼルクロス,佐々木充,米山弘,3,0,3,Win,75,47,63,14:30,15:39,550,,浅見靖人,湯上準一,池畑羊一,Home,89,27,6,30.3,9.00,0,0,0,-,3,1.00,49,5,8,13,16.0,65,45.0,0.0,69.2
89,27,6,30.3,9.00,0,0,0,-,3,1.00,49,5,8,13,16.0,65,45.0,0.0,69.2,806,2008-01-20,2008,01,20,,柏市市民体育館,柏エンゼルクロス,健祥会レッドハーツ,吉田昌子,柿島新太郎,0,3,3,Lose,47,75,63,14:30,15:39,550,,浅見靖人,湯上準一,池畑羊一,Away,83,44,5,53.0,14.67,1,1,0,100.0,8,2.67,73,4,6,18,11.1,38,23.0,0.0,60.5
134,62,14,46.3,15.50,21,10,4,47.6,9,2.25,95,7,10,19,11.5,80,51.0,0.0,63.7,809,2008-01-26,2008,01,26,,三郷市総合体育館,埼玉上尾メディックス,四国Eighty8Queen,高野圭介,附田義信,3,1,4,Win,96,88,90,13:00,14:39,150,,澤達大,小俣和範,西浦弥生,Home,131,47,7,35.9,11.75,4,0,1,0.0,6,1.50,89,5,8,25,11.7,82,59.0,0.0,72.0
131,47,7,35.9,11.75,4,0,1,0.0,6,1.50,89,5,8,25,11.7,82,59.0,0.0,72.0,809,2008-01-26,2008,01,26,,三郷市総合体育館,四国Eighty8Queen,埼玉上尾メディックス,米田一典,由淵聖,1,3,4,Lose,88,96,90,13:00,14:39,150,,澤達大,小俣和範,西浦弥生,Away,134,62,14,46.3,15.50,21,10,4,47.6,9,2.25,95,7,10,19,11.5,80,51.0,0.0,63.7
142,44,7,31.0,11.00,7,2,1,28.6,6,1.50,76,1,4,21,8.2,85,49.0,0.0,57.6,811,2008-01-26,2008,01,26,,猫田記念体育館,大野石油広島オイラーズ,PFUブルーキャッツ,三ヶ島正好,豆田憲昭,1,3,4,Lose,75,96,86,13:00,14:35,400,,濱中昌志,飯田一明,横畠真希,Home,141,62,11,44.0,15.50,5,1,2,20.0,13,3.25,95,4,8,34,12.7,71,50.0,0.0,70.4
141,62,11,44.0,15.50,5,1,2,20.0,13,3.25,95,4,8,34,12.7,71,50.0,0.0,70.4,811,2008-01-26,2008,01,26,,猫田記念体育館,PFUブルーキャッツ,大野石油広島オイラーズ,大津躍,東谷友恵,3,1,4,Win,96,75,86,13:00,14:35,400,,濱中昌志,飯田一明,横畠真希,Away,142,44,7,31.0,11.00,7,2,1,28.6,6,1.50,76,1,4,21,8.2,85,49.0,0.0,57.6
105,39,5,37.1,13.00,0,0,0,-,8,2.67,73,3,5,27,12.8,39,29.0,0.0,74.4,812,2008-01-26,2008,01,26,,猫田記念体育館,三洋電機レッドソア,柏エンゼルクロス,藤本幹朗,長屋和敏,3,0,3,Win,75,42,66,15:10,16:22,200,,横山寿一,荒谷和繁,松井学,Home,122,29,16,23.8,9.67,0,0,0,-,1,0.33,44,0,5,10,5.7,67,38.0,0.0,56.7
