AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
75,42,7,56.0,14.00,2,1,0,50.0,10,3.33,74,8,12,25,17.9,36,24.0,0.0,66.7,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home,66,18,3,27.3,6.00,0,0,0,-,4,1.33,46,1,9,12,8.7,59,29.0,0.0,49.2
66,18,3,27.3,6.00,0,0,0,-,4,1.33,46,1,9,12,8.7,59,29.0,0.0,49.2,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,Befcoビービースターズ,PFUブルーキャッツ,高橋光,,0,3,3,Lose,45,75,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Away,75,42,7,56.0,14.00,2,1,0,50.0,10,3.33,74,8,12,25,17.9,36,24.0,0.0,66.7
181,68,16,37.6,13.60,9,1,1,11.1,5,1.00,93,3,10,32,11.6,106,59.0,0.0,55.7,701,2007-01-20,2007,01,20,,大東市立市民体育館,埼玉上尾メディックス,三洋電機レッドソア,高野圭介,附田義信,2,3,5,Lose,93,112,102,14:02,15:56,950,,村中伸,吉岡奈々,宇代徹,Home,165,67,7,40.6,13.40,0,0,0,-,4,0.80,112,4,5,44,12.9,81,48.0,0.0,59.3
165,67,7,40.6,13.40,0,0,0,-,4,0.80,112,4,5,44,12.9,81,48.0,0.0,59.3,701,2007-01-20,2007,01,20,,大東市立市民体育館,三洋電機レッドソア,埼玉上尾メディックス,藤本幹朗,中江康剛,3,2,5,Win,112,93,102,14:02,15:56,950,,村中伸,吉岡奈々,宇代徹,Away,181,68,16,37.6,13.60,9,1,1,11.1,5,1.00,93,3,10,32,11.6,106,59.0,0.0,55.7
186,69,15,37.1,13.80,1,0,0,0.0,8,1.60,102,3,6,31,10.0,99,73.0,0.0,73.7,704,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,吉田昌子,片田瑞己,2,3,5,Lose,102,103,103,15:40,17:35,880,,波佐間英之,堀秀次,内藤正康,Home,189,62,15,32.8,12.40,0,0,0,-,10,2.00,103,4,3,23,8.9,96,62.0,0.0,64.6
189,62,15,32.8,12.40,0,0,0,-,10,2.00,103,4,3,23,8.9,96,62.0,0.0,64.6,704,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,浜田勝彦,伊藤達也,3,2,5,Win,103,102,103,15:40,17:35,880,,波佐間英之,堀秀次,内藤正康,Away,186,69,15,37.1,13.80,1,0,0,0.0,8,1.60,102,3,6,31,10.0,99,73.0,0.0,73.7
106,30,6,28.3,10.00,7,2,1,28.6,5,1.67,53,2,3,13,9.2,65,39.0,0.0,60.0,702,2007-01-20,2007,01,20,,大東市立市民体育館,大野石油広島オイラーズ,健祥会レッドハーツ,三ヶ島正好,,0,3,3,Lose,52,75,59,16:26,17:31,800,,小林大樹,吉冨啓文,東勝彦,Home,107,50,5,46.7,16.67,1,0,0,0.0,7,2.33,74,4,7,24,13.0,50,35.0,0.0,70.0
107,50,5,46.7,16.67,1,0,0,0.0,7,2.33,74,4,7,24,13.0,50,35.0,0.0,70.0,702,2007-01-20,2007,01,20,,大東市立市民体育館,健祥会レッドハーツ,大野石油広島オイラーズ,佐々木充,米山弘,3,0,3,Win,75,52,59,16:26,17:31,800,,小林大樹,吉冨啓文,東勝彦,Away,106,30,6,28.3,10.00,7,2,1,28.6,5,1.67,53,2,3,13,9.2,65,39.0,0.0,60.0
120,35,12,29.2,11.67,6,1,1,16.7,2,0.67,60,2,7,15,9.2,69,47.0,0.0,68.1,707,2007-01-21,2007,01,21,,白山市・松任総合運動公園文化体育館,Befcoビービースターズ,KUROBEアクアフェアリーズ,高橋光,,0,3,3,Lose,58,76,65,11:00,12:11,703,,堀秀次,波佐間英之,橋場薫,Home,112,41,10,36.6,13.67,1,1,0,100.0,6,2.00,74,5,4,18,11.8,52,36.0,0.0,69.2
112,41,10,36.6,13.67,1,1,0,100.0,6,2.00,74,5,4,18,11.8,52,36.0,0.0,69.2,707,2007-01-21,2007,01,21,,白山市・松任総合運動公園文化体育館,KUROBEアクアフェアリーズ,Befcoビービースターズ,浜田勝彦,伊藤達也,3,0,3,Win,76,58,65,11:00,12:11,703,,堀秀次,波佐間英之,橋場薫,Away,120,35,12,29.2,11.67,6,1,1,16.7,2,0.67,60,2,7,15,9.2,69,47.0,0.0,68.1
