No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,L,餅田千佳,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,12.0,0.0,80.0,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
2,,松永真果,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
3,,カルボナリマリステラナオミ,3,■,■,■,,,16,7,2,43.8,2.33,2,1,0,50.0,0,-,7,0,1,1,3.6,10,5.0,0.0,50.0,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
4,,時長真菜,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,1,41.7,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
7,,大端みゆき,3,■,■,■,,,8,2,0,25.0,0.67,0,0,0,-,2,0.67,14,1,1,9,21.8,2,1.0,0.0,50.0,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
8,,岡田友子,3,■,■,■,,,6,4,0,66.7,1.33,0,0,0,-,4,1.33,6,0,1,3,12.5,3,2.0,0.0,66.7,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
9,,河合真希,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
10,,山田真里恵,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
11,,石原亜希菜,3,■,■,■,,,16,11,1,68.8,3.67,0,0,0,-,1,0.33,7,0,3,0,0.0,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
12,,古藤千鶴,3,■,■,■,,,5,3,1,60.0,1.00,0,0,0,-,1,0.33,21,3,1,7,19.8,1,0.0,0.0,0.0,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
15,,佐々木侑,3,■,■,■,,,24,15,3,62.5,5.00,0,0,0,-,2,0.67,12,3,4,3,29.6,5,4.0,0.0,80.0,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,PFUブルーキャッツ,Befcoビービースターズ,櫻井貴志,大津躍,3,0,3,Win,75,45,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Home
1,,高野優,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,8,0,1,1,3.1,0,0.0,0.0,-,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,Befcoビービースターズ,PFUブルーキャッツ,高橋光,,0,3,3,Lose,45,75,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Away
2,,佐藤由香,3,■,■,■,,,18,4,1,22.2,1.33,0,0,0,-,2,0.67,10,0,0,2,5.0,7,2.0,0.0,28.6,703,2007-01-20,2007,01,20,,白山市・松任総合運動公園文化体育館,Befcoビービースターズ,PFUブルーキャッツ,高橋光,,0,3,3,Lose,45,75,60,14:00,15:06,850,,浅見靖人,村井清彦,杉本庄一,Away
