AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
128,37,15,28.9,12.33,10,2,2,20.0,1,0.33,58,7,7,14,16.4,73,54.0,0.0,74.0,851,2013-12-07,2013,12,07,,柏市沼南体育館,GSS東京サンビームズ,仙台ベルフィーユ,笛木彰,,0,3,3,Lose,57,80,77,13:00,14:23,360,,渡部菜保子,山内大右,緑川靖,Home,93,37,6,39.8,12.33,4,0,0,0.0,16,5.33,79,2,6,17,7.4,49,30.0,0.0,61.2
93,37,6,39.8,12.33,4,0,0,0.0,16,5.33,79,2,6,17,7.4,49,30.0,0.0,61.2,851,2013-12-07,2013,12,07,,柏市沼南体育館,仙台ベルフィーユ,GSS東京サンビームズ,諸隈英人,,3,0,3,Win,80,57,77,13:00,14:23,360,,渡部菜保子,山内大右,緑川靖,Away,128,37,15,28.9,12.33,10,2,2,20.0,1,0.33,58,7,7,14,16.4,73,54.0,0.0,74.0
99,33,7,33.3,11.00,9,1,1,11.1,4,1.33,43,2,1,11,10.1,73,43.0,0.0,58.9,853,2013-12-07,2013,12,07,,和水町スカイドーム2000,JAぎふリオレーナ,埼玉上尾メディックス,椿本真恵,高橋昂大,0,3,3,Lose,42,75,65,13:07,14:18,800,,山本晋吾,寺田温子,鳥井昭宏,Home,92,51,1,55.4,17.00,20,8,0,40.0,8,2.67,74,1,1,29,10.9,42,29.0,0.0,69.0
92,51,1,55.4,17.00,20,8,0,40.0,8,2.67,74,1,1,29,10.9,42,29.0,0.0,69.0,853,2013-12-07,2013,12,07,,和水町スカイドーム2000,埼玉上尾メディックス,JAぎふリオレーナ,吉田敏明,箕輪憲吾,3,0,3,Win,75,42,65,13:07,14:18,800,,山本晋吾,寺田温子,鳥井昭宏,Away,99,33,7,33.3,11.00,9,1,1,11.1,4,1.33,43,2,1,11,10.1,73,43.0,0.0,58.9
91,18,4,19.8,6.00,4,0,1,0.0,8,2.67,39,1,1,5,5.3,64,42.0,0.0,65.6,852,2013-12-07,2013,12,07,,柏市沼南体育館,柏エンゼルクロス,デンソーエアリービーズ,岩下忠正,飯田功也,0,3,3,Lose,37,75,67,15:00,16:13,400,,服部篤史,関秀彰,池畑羊一,Home,90,47,2,52.2,15.67,10,6,1,60.0,12,4.00,73,6,7,18,13.3,38,32.0,0.0,84.2
90,47,2,52.2,15.67,10,6,1,60.0,12,4.00,73,6,7,18,13.3,38,32.0,0.0,84.2,852,2013-12-07,2013,12,07,,柏市沼南体育館,デンソーエアリービーズ,柏エンゼルクロス,辻健志,山口祐之,3,0,3,Win,75,37,67,15:00,16:13,400,,服部篤史,関秀彰,池畑羊一,Away,91,18,4,19.8,6.00,4,0,1,0.0,8,2.67,39,1,1,5,5.3,64,42.0,0.0,65.6
112,38,3,33.9,12.67,20,4,2,20.0,19,6.33,80,4,4,29,13.1,56,34.0,0.0,60.7,854,2013-12-07,2013,12,07,,和水町スカイドーム2000,PFUブルーキャッツ,フォレストリーヴズ熊本,寺廻太,金子健太郎,3,0,3,Win,82,59,80,15:00,16:26,1100,,須藤義宏,川尻康行,端田直也,Home,134,38,11,28.4,12.67,10,4,1,40.0,8,2.67,61,5,4,18,14.3,76,43.0,0.0,56.6
134,38,11,28.4,12.67,10,4,1,40.0,8,2.67,61,5,4,18,14.3,76,43.0,0.0,56.6,854,2013-12-07,2013,12,07,,和水町スカイドーム2000,フォレストリーヴズ熊本,PFUブルーキャッツ,坂井充,西銘進,0,3,3,Lose,59,82,80,15:00,16:26,1100,,須藤義宏,川尻康行,端田直也,Away,112,38,3,33.9,12.67,20,4,2,20.0,19,6.33,80,4,4,29,13.1,56,34.0,0.0,60.7
115,55,7,47.8,18.33,13,4,2,30.8,6,2.00,73,6,5,15,12.0,51,42.0,0.0,82.4,855,2013-12-08,2013,12,08,,柏市中央体育館,デンソーエアリービーズ,KUROBEアクアフェアリーズ,辻健志,山口祐之,3,0,3,Win,75,50,74,12:00,13:20,750,,渡部菜保子,小林友香,坂本憲昭,Home,108,34,4,31.5,11.33,9,0,2,0.0,2,0.67,52,0,1,9,4.3,67,47.0,0.0,70.1
108,34,4,31.5,11.33,9,0,2,0.0,2,0.67,52,0,1,9,4.3,67,47.0,0.0,70.1,855,2013-12-08,2013,12,08,,柏市中央体育館,KUROBEアクアフェアリーズ,デンソーエアリービーズ,米山弘,伊藤達也,0,3,3,Lose,50,75,74,12:00,13:20,750,,渡部菜保子,小林友香,坂本憲昭,Away,115,55,7,47.8,18.33,13,4,2,30.8,6,2.00,73,6,5,15,12.0,51,42.0,0.0,82.4
