No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,L,北村果穂,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
2,,江川優貴,2,□,,,□,,2,0,0,0.0,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
3,,木村友里,4,■,■,■,■,,39,13,1,33.3,3.25,7,1,0,14.3,1,0.25,11,0,1,2,2.3,34,22.0,6.0,73.5,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
5,,浅川希,2,,,□,□,,7,1,2,14.3,0.50,2,0,0,0.0,0,-,2,0,0,0,0.0,7,6.0,0.0,85.7,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
8,,田村愛美,3,■,■,,□,,0,0,0,-,-,0,0,0,-,1,0.33,3,0,0,0,0.0,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
10,,柳沢紫子,2,■,■,,,,16,2,3,12.5,1.00,5,0,2,0.0,1,0.50,3,0,0,0,0.0,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
11,L,森寿実子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,7.0,1.0,83.3,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
13,,本間有貴,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
15,,投野ひかる,4,□,□,■,■,,1,0,1,0.0,-,0,0,0,-,0,-,10,1,0,2,15.0,0,0.0,0.0,-,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
16,,宮本菜月,4,□,□,■,■,,23,9,2,39.1,2.25,1,1,0,100.0,5,1.25,12,1,2,2,8.3,2,1.0,0.0,50.0,703,2019-11-09,2019,11,09,広島県,猫田記念体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,村上昴,1,3,4,Lose,92,96,102,13:00,14:51,400,伊藤博之,岩井好恵,谷川哲也,友成文恵,Home
