No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,山口舞,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,1,0.0,0.0,0.0,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
6,,渡邊真恵,3,■,■,■,,,12,6,0,50.0,2.00,0,0,0,-,2,0.67,10,0,0,2,5.0,6,5.0,0.0,83.3,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
7,,佐々木萌,2,,□,■,,,14,7,0,50.0,3.50,0,0,0,-,0,-,4,0,0,1,6.2,6,3.0,2.0,66.7,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
8,,川畑愛希,2,■,■,,,,22,7,0,31.8,3.50,0,0,0,-,0,-,4,0,0,0,0.0,5,4.0,0.0,80.0,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
12,,居村杏奈,2,,□,■,,,7,2,1,28.6,1.00,0,0,0,-,2,1.00,4,0,0,1,6.2,3,0.0,1.0,16.7,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
14,,宮下遥,2,,□,■,,,2,2,0,100.0,1.00,0,0,0,-,0,-,6,0,0,0,0.0,0,0.0,0.0,-,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
15,,高田茉優,3,■,■,□,,,1,0,0,0.0,-,0,0,0,-,0,-,10,1,1,4,17.5,0,0.0,0.0,-,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
18,,金田修佳,3,■,■,■,,,31,17,0,54.8,5.67,0,0,0,-,0,-,11,1,0,2,13.6,15,7.0,0.0,46.7,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
19,L,森田夕貴,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
20,L,丸山亜季,1,,,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
21,,高野由里加,2,,□,□,,,3,0,0,0.0,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
22,,大楠鼓雪,3,■,■,■,,,17,11,0,64.7,3.67,0,0,0,-,1,0.33,12,1,1,4,14.6,8,6.0,1.0,81.2,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
25,,大升知春,1,,,□,,,5,2,0,40.0,2.00,0,0,0,-,0,-,3,0,0,0,0.0,3,2.0,0.0,66.7,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
28,,川島亜依美,2,■,■,,,,6,4,0,66.7,2.00,0,0,0,-,0,-,7,1,0,0,14.3,0,0.0,0.0,-,601,2017-11-04,2017,11,04,,金沢市総合体育館,岡山シーガルズ,フォレストリーヴズ熊本,河本昭義,吉田啓佑,3,0,3,Win,75,48,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Home
1,,斉藤千佳,3,■,■,■,,,24,9,1,37.5,3.00,3,0,0,0.0,1,0.33,9,0,0,4,11.1,1,1.0,0.0,100.0,601,2017-11-04,2017,11,04,,金沢市総合体育館,フォレストリーヴズ熊本,岡山シーガルズ,中島裕二,和多桃子,0,3,3,Lose,48,75,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Away
2,,山形美沙紀,3,■,■,■,,,23,8,3,34.8,2.67,0,0,0,-,0,-,8,0,0,3,9.4,26,14.0,4.0,61.5,601,2017-11-04,2017,11,04,,金沢市総合体育館,フォレストリーヴズ熊本,岡山シーガルズ,中島裕二,和多桃子,0,3,3,Lose,48,75,66,11:00,12:12,590,小柴滋,内藤聡美,宮坂広,橋場薫,Away
