No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
2,,松浦未波,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,15,0,0,4,6.7,0,0.0,0.0,-,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
4,L,平岩沙紀,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,5.0,6.0,57.1,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
5,,色摩知巳,4,■,■,■,■,,31,10,0,32.3,2.50,0,0,0,-,1,0.25,8,0,0,1,3.1,17,4.0,7.0,44.1,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
6,,勝見咲子,2,■,■,,,,15,6,1,40.0,3.00,1,0,0,0.0,0,-,7,0,0,3,10.7,13,6.0,5.0,65.4,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
11,,愛宕諒子,3,■,■,■,,,15,3,1,20.0,1.00,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
12,,本間有貴,2,■,■,,,,8,2,1,25.0,1.00,0,0,0,-,0,-,4,0,1,0,-6.2,1,0.0,1.0,50.0,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
15,,伊藤きわ美,3,,□,■,■,,19,4,1,21.1,1.33,1,0,0,0.0,1,0.33,11,1,2,1,6.8,17,9.0,4.0,64.7,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
16,,西條華子,4,□,□,□,■,,9,4,0,44.4,1.00,0,0,0,-,1,0.25,12,1,2,3,10.4,16,9.0,2.0,62.5,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
17,,土屋智菜実,1,,□,,,,7,1,1,14.3,1.00,0,0,0,-,0,-,1,0,0,0,0.0,2,0.0,1.0,25.0,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
20,,松尾由紀子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,3,1,4,41.7,0,0.0,0.0,-,701,2020-10-31,2020,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,92,85,95,13:00,14:44,375,小林朝実,勝又怜子,待井広光,嶋田和明,Home
