No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,谷口由美恵,5,■,■,■,■,■,40,15,0,37.5,3.00,0,0,0,-,2,0.40,16,1,2,6,14.4,9,7.0,0.0,77.8,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
2,,城戸浩子,5,■,■,■,■,■,29,15,0,51.7,3.00,1,1,0,100.0,1,0.20,11,0,2,3,6.8,21,14.0,0.0,66.7,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
4,,岩本理恵,3,■,■,,□,,13,6,1,46.2,2.00,0,0,0,-,0,-,5,0,0,4,20.0,7,4.0,0.0,57.1,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
5,,三崎栄子,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,12,1,0,5,17.1,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
6,,萩生田弘美,5,■,■,■,■,■,4,2,0,50.0,0.40,0,0,0,-,0,-,21,2,0,5,14.5,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
7,,田巻由貴子,5,■,■,■,■,■,33,9,0,27.3,1.80,0,0,0,-,3,0.60,20,0,2,5,6.2,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
8,L,北島愛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
10,,高橋めぐみ,5,■,■,■,■,■,41,15,3,36.6,3.00,0,0,0,-,2,0.40,10,1,0,4,18.0,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
12,,長野友紀,4,,□,■,■,■,29,8,3,27.6,2.00,0,0,0,-,0,-,16,0,1,7,10.9,10,10.0,0.0,100.0,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
13,L,酒井優希,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,40,21.0,0.0,52.5,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
14,,福原智美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
15,,園田亜希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,健祥会レッドハーツ,GSS東京サンビームズ,佐々木充,米山弘,3,2,5,Win,112,96,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Home
1,,竹村由紀子,5,■,■,■,■,■,25,9,2,36.0,1.80,1,0,0,0.0,0,-,8,0,1,1,3.1,25,15.0,0.0,60.0,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,GSS東京サンビームズ,健祥会レッドハーツ,笛木彰,國見茂行,2,3,5,Lose,96,112,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Away
2,,宮川紗麻亜,5,■,■,■,■,■,62,25,6,40.3,5.00,11,3,3,27.3,2,0.40,15,0,1,7,11.7,17,12.0,0.0,70.6,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,GSS東京サンビームズ,健祥会レッドハーツ,笛木彰,國見茂行,2,3,5,Lose,96,112,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Away
3,,蓮沼聡子,5,■,■,■,■,■,57,17,4,29.8,3.40,0,0,0,-,1,0.20,20,0,1,7,8.8,15,7.0,0.0,46.7,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,GSS東京サンビームズ,健祥会レッドハーツ,笛木彰,國見茂行,2,3,5,Lose,96,112,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Away
4,,桐井海千子,5,■,■,■,■,■,4,1,0,25.0,0.20,0,0,0,-,0,-,15,0,0,8,13.3,0,0.0,0.0,-,901,2009-01-10,2009,01,10,,刈谷市総合運動公園体育館（ウィングアリーナ刈谷）,GSS東京サンビームズ,健祥会レッドハーツ,笛木彰,國見茂行,2,3,5,Lose,96,112,115,11:00,13:07,370,,大下孝,舘健一,古澤博丈,Away
