No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,L,中元南,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
4,,工藤嶺,3,■,■,■,,,21,13,2,61.9,4.33,2,1,1,50.0,0,-,9,0,0,1,2.8,18,8.0,0.0,44.4,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
5,,石井里沙,2,■,■,,,,10,5,1,50.0,2.50,0,0,0,-,1,0.50,10,0,0,3,7.5,0,0.0,0.0,-,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
6,,鈴木裕子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,1,8.3,3,2.0,0.0,66.7,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
7,,中川千世,2,□,,□,,,4,1,0,25.0,0.50,0,0,0,-,1,0.50,1,0,1,0,0.0,4,1.0,0.0,25.0,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
10,,森田麻実子,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,2,0,1,41.0,0,0.0,0.0,-,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
12,,大竹里歩,1,,,■,,,3,2,0,66.7,2.00,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
13,L,山田美花,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,2.0,0.0,33.3,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
15,,鍋谷友理枝,3,■,■,■,,,28,13,2,46.4,4.33,0,0,0,-,0,-,7,0,1,3,10.7,13,9.0,0.0,69.2,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
16,,堀江彩,3,■,■,■,,,23,7,1,30.4,2.33,5,0,0,0.0,1,0.33,16,1,3,2,9.4,0,0.0,0.0,-,601,2016-10-29,2016,10,29,,富谷スポーツセンター,デンソーエアリービーズ,KUROBEアクアフェアリーズ,山口祐之,辻健志,3,0,3,Win,75,51,68,13:00,14:14,728,佐々木克之,早坂行博,岸名紀彦,渡部隆一,Home
