No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,増渕朱里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
2,L,田部井千夏,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,0.0,69.2,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
4,,皆川恵里,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
5,,馬場雅子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
6,,岳衡,3,■,■,■,,,9,4,0,44.4,1.33,0,0,0,-,1,0.33,8,0,0,3,9.4,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
7,,村上秀子,3,■,■,■,,,22,6,3,27.3,2.00,0,0,0,-,1,0.33,10,0,1,4,10.0,15,8.0,0.0,53.3,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
9,,稲増優季恵,2,■,■,,,,4,3,0,75.0,1.50,0,0,0,-,0,-,4,0,2,0,0.0,8,7.0,0.0,87.5,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
10,,渋谷桃子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
11,,吉井希予栄,3,■,■,■,,,7,1,1,14.3,0.33,0,0,0,-,0,-,10,0,1,2,5.0,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
12,,佐藤理栄子,2,,□,■,,,9,4,0,44.4,2.00,0,0,0,-,0,-,8,1,0,4,25.0,6,5.0,0.0,83.3,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
14,,堀川知恵,3,■,■,■,,,15,8,1,53.3,2.67,0,0,0,-,0,-,8,0,1,2,6.2,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
16,,服部晃佳,3,■,■,■,,,13,3,5,23.1,1.00,0,0,0,-,1,0.33,10,0,1,3,7.5,15,10.0,0.0,66.7,801,2008-01-19,2008,01,19,,柏市市民体育館,柏エンゼルクロス,埼玉上尾メディックス,吉田昌子,柿島新太郎,0,3,3,Lose,59,76,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Home
1,,久井真由美,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,0.0,50.0,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
2,,緒方麻美,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,1,0.33,11,2,2,4,25.5,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
3,,佐藤史依,3,■,■,■,,,19,8,0,42.1,2.67,1,1,0,100.0,2,0.67,6,0,4,1,4.2,24,16.0,0.0,66.7,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
4,,ヌネスシダルカ,3,■,■,■,,,41,22,8,53.7,7.33,11,4,5,36.4,1,0.33,17,3,4,4,21.2,4,2.0,0.0,50.0,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
5,,関根和子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
6,,齊木美香,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,1,0.33,12,1,2,2,10.8,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
7,,中尾巴美,3,■,■,■,,,4,2,0,50.0,0.67,0,0,0,-,0,-,13,0,1,1,1.9,5,4.0,0.0,80.0,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
9,,加藤純功,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
11,,福田みつ子,3,■,■,■,,,19,11,1,57.9,3.67,0,0,0,-,2,0.67,14,1,0,2,10.7,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
12,,和田絵美子,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
15,,富永真美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
16,L,関舞,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,12.0,0.0,63.2,801,2008-01-19,2008,01,19,,柏市市民体育館,埼玉上尾メディックス,柏エンゼルクロス,高野圭介,附田義信,3,0,3,Win,76,59,73,13:00,14:19,750,,浅見靖人,鍋谷広高,常泉尚男,Away
1,,餅田千佳,4,■,■,■,■,,25,15,0,60.0,3.75,1,0,0,0.0,0,-,13,0,0,4,7.7,19,17.0,0.0,89.5,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home
3,,大久保梨紗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home
4,,時長真菜,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home
5,,塚原佳代子,2,,,□,□,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home
6,,宮島裕奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2008-01-19,2008,01,19,,松任総合運動公園体育館,PFUブルーキャッツ,KUROBEアクアフェアリーズ,大津躍,東谷友恵,3,1,4,Win,97,70,81,13:00,14:30,862,,有乗正志,村井清彦,内藤正康,Home
