No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,島原玖南,4,■,■,■,■,,4,2,0,50.0,0.50,0,0,0,-,0,-,12,0,5,1,-8.3,1,0.0,0.0,0.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
2,,中野祐希,4,■,■,■,■,,48,16,7,33.3,4.00,13,5,5,38.5,1,0.25,15,1,2,5,11.7,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
3,,播磨若奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
4,,鈴木沙彩,4,■,■,■,■,,38,7,4,18.4,1.75,0,0,0,-,1,0.25,6,1,2,1,12.5,26,13.0,4.0,57.7,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
6,L,松川美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,13.0,2.0,82.4,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
8,L,荒木里緒,1,,,,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
9,,山本実奈,1,,,,□,,4,2,0,50.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,2,0.0,0.0,0.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
10,,中道香名子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,2,8.3,7,2.0,3.0,50.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
11,,小川祐奈,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
13,,浅野奈菜,4,■,■,■,■,,14,5,0,35.7,1.25,0,0,0,-,0,-,13,0,1,6,9.6,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
14,,藤原ちひろ,4,■,■,■,■,,12,3,0,25.0,0.75,0,0,0,-,1,0.25,11,0,2,1,-2.3,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
21,,水上真悠子,4,■,■,■,■,,42,14,2,33.3,3.50,5,3,0,60.0,1,0.25,16,1,1,4,10.9,30,11.0,14.0,60.0,713,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,ブレス浜松,JAぎふリオレーナ,濱田義弘,山本牧乃,1,3,4,Lose,83,95,100,12:00,13:49,400,小林朝実,水間絵美,北原良太,橋詰清美,Home
