No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,川上真央,3,■,■,■,,,41,12,0,29.3,4.00,8,1,0,12.5,1,0.33,12,0,0,6,12.5,3,2.0,0.0,66.7,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
2,,ドリスジェニファー,3,■,■,■,,,21,10,2,47.6,3.33,0,0,0,-,4,1.33,6,0,0,3,12.5,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
3,,栗田琴恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
5,,札場多恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
6,,佐々木夏希,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,3,10.7,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
7,,彌永衣利,3,■,■,■,,,22,9,0,40.9,3.00,0,0,0,-,1,0.33,10,0,1,5,12.5,13,5.0,0.0,38.5,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
8,,三橋聡恵,3,■,■,■,,,21,4,2,19.0,1.33,0,0,0,-,2,0.67,10,1,0,3,17.5,15,8.0,0.0,53.3,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
9,,松浦寛子,3,■,■,■,,,4,3,0,75.0,1.00,0,0,0,-,3,1.00,18,1,1,6,12.8,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
10,,坂下麻衣子,1,,,□,,,3,2,0,66.7,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
11,,矢野美子,3,■,■,■,,,10,4,0,40.0,1.33,0,0,0,-,4,1.33,7,1,1,4,28.6,1,1.0,0.0,100.0,851,2014-11-15,2014,11,15,,上天草市大矢野総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,金子健太郎,3,0,3,Win,75,49,75,13:00,14:21,923,,須藤義宏,松永美志,端田直也,Home
