試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,1,,貞包里穂,1,■,nan,nan,nan,nan,7,2,1,28.6,14.3,2.00,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0,2
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,2,,櫻井美樹,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,15,0,1,5,6.7,0,0,0,-,1
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,3,,大元朱菜,4,□,□,■,■,nan,5,1,0,20.0,20.0,0.25,0,0,0,-,1,0.25,6,0,2,2,0.0,2,2,0,100.0,2
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,4,L,花井萌里,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,3,45.8,0
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,5,,長野有紗,4,■,■,■,■,nan,11,6,0,54.5,54.5,1.50,0,0,0,-,0,-,10,0,2,3,2.5,0,0,0,-,6
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,6,,プラクセレステ,4,■,■,■,■,nan,61,20,3,32.8,27.9,5.00,5,2,0,40.0,3,0.75,13,1,2,1,5.8,0,0,0,-,24
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,12,,孫田菜奈,4,■,■,■,■,nan,38,10,1,26.3,23.7,2.50,0,0,0,-,4,1.00,14,0,1,7,10.7,47,14,19,50.0,14
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,13,,田中咲希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,14,,佐々木千紘,2,■,■,nan,nan,nan,7,0,1,0.0,-14.3,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0,0,-,0
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,17,,清田萌,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,18,,古市梨乃,4,□,■,■,■,nan,34,13,3,38.2,29.4,3.25,0,0,0,-,1,0.25,16,0,3,5,3.1,6,1,0,16.7,14
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,21,,渡邉かや,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,0,0.0,0
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,22,,金田莉実,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,10,1,0,4,20.0,0,0,0,-,1
2022-04-09,2022-04,ヴィクトリーナ姫路,群馬銀行グリーンウイングス,3,1,1,23,,坊野明里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,2,,吉岡みなみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,3,,菊地実結,4,■,■,■,■,nan,24,7,3,29.2,16.7,1.75,0,0,0,-,0,-,14,0,0,5,8.9,0,0,0,-,7
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,4,,クラリッチカルラ,4,■,■,■,■,nan,56,20,4,35.7,28.6,5.00,7,2,2,28.6,3,0.75,10,0,4,3,-2.5,0,0,0,-,23
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,5,,田中瑠奈,4,■,■,■,■,nan,33,9,2,27.3,21.2,2.25,11,1,2,9.1,0,-,12,0,1,5,8.3,25,10,11,62.0,9
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,6,,古市彩音,4,■,■,■,■,nan,14,5,0,35.7,35.7,1.25,0,0,0,-,0,-,12,1,2,6,16.7,0,0,0,-,6
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,8,,中田唯香,2,nan,□,□,nan,nan,3,2,0,66.7,66.7,1.00,0,0,0,-,0,-,2,0,0,1,12.5,2,1,0,50.0,2
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,9,,藤井寧々,4,□,□,□,□,nan,4,1,0,25.0,25.0,0.25,0,0,0,-,1,0.25,4,0,1,2,6.2,6,1,0,16.7,2
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,10,,新井祥,4,■,■,■,■,nan,12,4,1,33.3,25.0,1.00,3,1,0,33.3,0,-,16,0,2,3,1.6,26,6,5,32.7,4
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,13,,清水愛,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,14,L,栗栖留生,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,8,7,63.9,0
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,15,,松尾奈津子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,16,,安福若菜,3,■,■,■,nan,nan,13,4,0,30.8,30.8,1.33,0,0,0,-,1,0.33,9,0,2,2,0.0,0,0,0,-,5
2022-04-09,2022-04,群馬銀行グリーンウイングス,ヴィクトリーナ姫路,1,3,0,17,,伊藤寿奈,2,nan,nan,□,■,nan,6,3,0,50.0,50.0,1.50,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,3
