試合日,年月,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-10-30,2021-10,ブレス浜松,JAぎふリオレーナ,1,3,0,17,,中齊里奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,ブレス浜松,JAぎふリオレーナ,1,3,0,21,,水上真悠子,4,■,■,■,■,nan,42,14,2,33.3,28.6,3.50,5,3,0,60.0,1,0.25,16,1,1,4,10.9,30,11,14,60.0,16
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,1,,高石明美,4,■,■,■,■,nan,48,14,4,29.2,20.8,3.50,13,4,2,30.8,1,0.25,16,1,1,4,10.9,1,0,0,0.0,16
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,3,,梅田莉樹子,4,■,■,■,■,nan,45,18,3,40.0,33.3,4.50,6,1,1,16.7,1,0.25,15,1,4,4,6.7,0,0,0,-,20
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,4,,皆川莉乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,5,,山本裕香,3,nan,□,□,□,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0,2
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,6,,宮井遥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,8,,岩永明奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,9,,本間真樹子,4,■,■,■,■,nan,7,0,0,0.0,0.0,-,0,0,0,-,1,0.25,17,1,1,0,4.4,0,0,0,-,2
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,10,L,高橋侑里,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,15,,齊藤望,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,9,0,0,2,5.6,0,0,0,-,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,16,L,目加田莉央,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,5,3,59.1,0
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,17,,唐川愛璃,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,1,3,2,5.8,0,0,0,-,1
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,18,,浜田栞,4,■,■,■,■,nan,21,10,1,47.6,42.9,2.50,0,0,0,-,2,0.50,10,0,1,0,-2.5,0,0,0,-,12
2021-10-30,2021-10,JAぎふリオレーナ,ブレス浜松,3,1,1,19,,柳沼優花,4,■,■,■,■,nan,39,9,2,23.1,17.9,2.25,1,0,0,0.0,3,0.75,13,1,1,4,13.5,55,24,13,55.5,13
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,1,,オケケアルメソマチ,3,■,■,■,nan,nan,12,7,0,58.3,58.3,2.33,0,0,0,-,2,0.67,6,0,0,3,12.5,0,0,0,-,9
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,2,,前田美紅,3,□,□,□,nan,nan,5,2,0,40.0,40.0,0.67,1,0,0,0.0,0,-,1,0,0,0,0.0,2,2,0,100.0,2
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,3,,木村友里,3,■,■,■,nan,nan,14,6,1,42.9,35.7,2.00,1,0,0,0.0,0,-,14,0,1,4,5.4,15,9,3,70.0,6
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,4,,菅原里奈,3,■,■,■,nan,nan,13,5,0,38.5,38.5,1.67,0,0,0,-,0,-,8,0,0,4,12.5,0,0,0,-,5
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,5,,投野ひかる,3,■,■,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,12,1,2,4,12.5,0,0,0,-,1
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,6,,宮本菜月,2,nan,□,□,nan,nan,8,3,2,37.5,12.5,1.50,2,0,2,0.0,1,0.50,3,0,1,1,0.0,0,0,0,-,4
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,7,,伊藤摩耶,3,■,■,■,nan,nan,19,11,1,57.9,52.6,3.67,0,0,0,-,3,1.00,15,2,0,7,25.0,1,1,0,100.0,16
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,9,,草島華穂,1,□,nan,nan,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,3,1,0,0,33.3,0,0,0,-,1
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,10,,柳沢紫子,1,□,nan,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,11,,尾花佳甫,1,nan,nan,□,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-,2
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,12,,石盛めるも,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,0,4,28.6,0,0,0,-,1
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,13,,原田栞里,3,■,■,■,nan,nan,20,8,2,40.0,30.0,2.67,3,1,0,33.3,3,1.00,5,0,1,1,0.0,19,9,4,57.9,11
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,14,L,長尾のどか,2,nan,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,プレステージ・インターナショナルアランマーレ,千葉エンゼルクロス,3,0,1,15,L,溝口由利香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,0,33.3,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,3,,黒田夢乃,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,1,50.0,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,4,,石川綾菜,3,■,■,■,nan,nan,29,10,4,34.5,20.7,3.33,1,0,0,0.0,0,-,6,0,2,0,-8.3,27,7,7,38.9,10
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,5,,森田紫,3,■,■,■,nan,nan,15,3,1,20.0,13.3,1.00,0,0,0,-,1,0.33,6,0,1,1,0.0,0,0,0,-,4
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,6,,君島彩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,8,,森田実夢,1,nan,□,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,0,1,25.0,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,9,,岡村真衣,3,■,■,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,11,,関根友香,3,■,■,■,nan,nan,5,2,0,40.0,40.0,0.67,0,0,0,-,0,-,9,0,0,3,8.3,1,1,0,100.0,2
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,12,,吉田奈未,3,□,□,■,nan,nan,14,5,1,35.7,28.6,1.67,0,0,0,-,0,-,2,0,0,1,12.5,9,1,3,27.8,5
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,14,L,鶴ヶ崎佳寿葉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,4,0,57.1,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,15,,中島優花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,16,,名原寧音,3,□,□,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,1
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,19,,鶴田佳菜,3,■,■,■,nan,nan,30,3,3,10.0,0.0,1.00,3,0,1,0.0,0,-,9,0,0,3,8.3,10,4,2,50.0,3
2021-10-30,2021-10,千葉エンゼルクロス,プレステージ・インターナショナルアランマーレ,0,3,0,21,,松原南,3,■,■,□,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,0,-,2,0,0,1,12.5,6,2,1,41.7,3
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,2,L,吉岡みなみ,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,3,45.0,0
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,4,,クラリッチカルラ,2,□,□,nan,nan,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,2,1.00,1,0,0,0,0.0,6,4,1,75.0,3
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,5,,田中瑠奈,3,■,■,■,nan,nan,45,18,4,40.0,31.1,6.00,4,2,1,50.0,3,1.00,17,3,0,10,32.4,1,0,1,50.0,24
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,6,,古市彩音,2,□,□,nan,nan,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,7,,寺坂茜,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,8,,中田唯香,3,■,■,■,nan,nan,9,3,3,33.3,0.0,1.00,1,0,0,0.0,1,0.33,20,0,0,8,10.0,19,12,4,73.7,4
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,10,,新井祥,3,■,■,■,nan,nan,22,10,3,45.5,31.8,3.33,3,0,1,0.0,0,-,10,0,0,8,20.0,15,8,5,70.0,10
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,12,,小林知加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,13,,清水愛,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,14,,栗栖留生,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,15,,松尾奈津子,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,5,0,1,0,-5.0,0,0,0,-,1
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,16,,安福若菜,3,■,■,■,nan,nan,13,6,0,46.2,46.2,2.00,0,0,0,-,2,0.67,8,0,0,1,3.1,0,0,0,-,8
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,17,,伊藤寿奈,3,■,■,■,nan,nan,28,10,2,35.7,28.6,3.33,0,0,0,-,0,-,8,0,2,5,9.4,0,0,0,-,10
2021-10-30,2021-10,群馬銀行グリーンウイングス,リガーレ仙台,3,0,1,18,,藤原愛,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,1,,杉浦文香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,2,,小松泉穂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,3,,宮田あかり,2,nan,□,■,nan,nan,5,0,0,0.0,0.0,-,0,0,0,-,2,1.00,6,0,0,0,0.0,0,0,0,-,2
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,4,,小澤史苑,3,■,■,■,nan,nan,19,2,2,10.5,0.0,0.67,0,0,0,-,1,0.33,7,0,0,1,3.6,12,5,1,45.8,3
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,5,L,佐藤あり紗,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,8,3,73.1,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,6,,清和真奈美,2,□,□,nan,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,4,0,0,0,0.0,5,1,0,20.0,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,7,,大貫菜生,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,8,,高野唯,3,■,■,■,nan,nan,25,5,1,20.0,16.0,1.67,0,0,0,-,0,-,7,2,0,2,35.7,21,4,5,31.0,7
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,9,,加藤優奈,3,■,■,■,nan,nan,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,10,0,1,2,2.5,0,0,0,-,0
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,10,,渡邉優,3,■,■,□,nan,nan,19,9,1,47.4,42.1,3.00,0,0,0,-,0,-,10,0,3,1,-5.0,12,2,2,25.0,9
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,11,,末永真由,3,■,■,■,nan,nan,33,11,0,33.3,33.3,3.67,0,0,0,-,0,-,8,0,0,2,6.2,2,1,0,50.0,11
2021-10-30,2021-10,リガーレ仙台,群馬銀行グリーンウイングス,0,3,0,12,,江川優貴,3,■,■,■,nan,nan,21,7,1,33.3,28.6,2.33,0,0,0,-,0,-,5,0,2,0,-10.0,5,1,1,30.0,7
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,3,L,水谷真友,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,10,5,73.5,0
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,5,,高橋愛未,3,■,■,■,nan,nan,34,18,2,52.9,47.1,6.00,4,1,0,25.0,0,-,13,0,1,4,5.8,20,13,4,75.0,18
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,7,,山口真季,3,■,■,■,nan,nan,28,11,5,39.3,21.4,3.67,0,0,0,-,4,1.33,9,0,2,2,0.0,0,0,0,-,15
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,9,,野上菜月,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,10,,野嶋華鈴,3,■,■,■,nan,nan,28,5,1,17.9,14.3,1.67,3,1,0,33.3,0,-,16,0,0,2,3.1,17,9,6,70.6,5
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,11,,平原果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,13,L,田中美紅,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,14,,村山美佳,3,■,■,■,nan,nan,38,14,2,36.8,31.6,4.67,7,2,0,28.6,1,0.33,11,0,1,2,2.3,0,0,0,-,15
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,15,,平野七菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,16,,横田実穂,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,12,0,2,5,6.2,0,0,0,-,2
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,17,,小茂田夏海,3,■,■,■,nan,nan,15,5,0,33.3,33.3,1.67,0,0,0,-,1,0.33,11,0,1,3,4.5,0,0,0,-,6
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,18,,岩本周加,1,nan,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-,1
2021-10-30,2021-10,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,3,0,1,19,,富澤結花,1,nan,nan,□,nan,nan,3,2,0,66.7,66.7,2.00,0,0,0,-,1,1.00,1,0,0,0,0.0,1,0,0,0.0,3
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,3,,有川由季乃,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,7,3,2,57.1,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,4,L,平岩沙紀,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,2,5,45.0,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,5,,色摩知巳,3,■,■,■,nan,nan,21,8,0,38.1,38.1,2.67,2,0,0,0.0,0,-,7,0,0,0,0.0,9,5,2,66.7,8
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,6,,勝見咲子,3,■,■,■,nan,nan,31,6,2,19.4,12.9,2.00,1,0,0,0.0,0,-,11,0,0,3,6.8,10,2,4,40.0,6
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,9,,坂垣内里佳,2,■,■,nan,nan,nan,12,2,3,16.7,-8.3,1.00,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,2
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,10,,菊地零,3,■,■,■,nan,nan,8,2,2,25.0,0.0,0.67,0,0,0,-,0,-,9,0,0,2,5.6,0,0,0,-,2
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,13,,櫻田桃奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,16,,西條華子,3,■,■,■,nan,nan,22,6,1,27.3,22.7,2.00,0,0,0,-,1,0.33,8,0,0,0,0.0,30,12,11,58.3,7
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,17,,勝呂詩保,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,20,,松尾由紀子,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,21,,張心穆意,3,■,■,■,nan,nan,27,7,0,25.9,25.9,2.33,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0,0,-,8
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,22,,小泉海藍,1,nan,□,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,26,L,畠山初音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-30,2021-10,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,0,3,0,27,,山本紗貴,3,□,□,■,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,7,1,1,0,10.7,0,0,0,-,1
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,1,,島原玖南,5,■,■,■,■,■,5,2,0,40.0,40.0,0.40,0,0,0,-,0,-,23,1,0,6,10.9,0,0,0,-,3
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,2,,中野祐希,5,■,■,■,■,■,52,12,6,23.1,11.5,2.40,11,2,3,18.2,1,0.20,9,0,4,2,-5.6,0,0,0,-,13
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,3,,播磨若奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,4,,鈴木沙彩,2,■,■,nan,nan,nan,17,4,1,23.5,17.6,2.00,0,0,0,-,0,-,1,0,0,0,0.0,13,5,4,53.8,4
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,6,L,松川美咲,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,1,59.1,0
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,7,,平井裕菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-10-31,2021-10,ブレス浜松,GSS東京サンビームズ,3,2,1,8,L,荒木里緒,1,nan,〇,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
