名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
宮井遥,2021-11,JAぎふリオレーナ,6,13,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮井遥,2021-12,JAぎふリオレーナ,6,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,2021-10,プレステージ・インターナショナルアランマーレ,6,6,0,2,5,19,4,2,21.1,10.5,2,0,2,3,7,0,1,3,0,0,0,7,0.0,0.8,0.6,7.1,
宮本菜月,2021-11,プレステージ・インターナショナルアランマーレ,6,10,5,3,14,76,23,3,30.3,26.3,4,1,1,3,20,0,4,4,1,1,0,26,25.0,1.64,0.21,0.0,100.0
宮本菜月,2021-12,プレステージ・インターナショナルアランマーレ,6,6,0,2,3,16,3,1,18.8,12.5,1,0,0,2,2,0,0,0,0,0,0,5,0.0,1.0,0.67,0.0,
宮本菜月,2022-01,プレステージ・インターナショナルアランマーレ,6,12,7,3,16,95,29,7,30.5,23.2,13,5,2,6,24,1,1,8,0,0,0,36,38.5,1.81,0.38,11.5,
宮本菜月,2022-02,プレステージ・インターナショナルアランマーレ,6,3,1,1,4,22,9,2,40.9,31.8,6,2,1,1,15,0,1,4,0,0,0,10,33.3,2.25,0.25,5.0,
宮澤千陽,2021-11,大野石油広島オイラーズ,3,10,11,2,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
宮澤千陽,2021-12,大野石油広島オイラーズ,3,0,3,0,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
宮澤千陽,2022-01,大野石油広島オイラーズ,3,0,6,0,3,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,0,,0.0,0.0,12.5,
宮澤千陽,2022-02,大野石油広島オイラーズ,3,1,6,0,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
宮田あかり,2021-10,リガーレ仙台,3,0,6,0,3,8,1,0,12.5,12.5,0,0,0,2,8,0,0,1,0,0,0,3,,0.33,0.67,3.1,
宮田あかり,2021-11,リガーレ仙台,3,4,6,1,10,85,41,8,48.2,38.8,0,0,0,8,36,1,2,7,4,2,1,50,,4.1,0.8,6.2,62.5
宮田あかり,2021-12,リガーレ仙台,3,3,1,1,4,48,17,2,35.4,31.2,0,0,0,3,18,0,1,6,0,0,0,20,,4.25,0.75,6.9,
宮田あかり,2022-01,リガーレ仙台,3,1,6,0,7,92,35,9,38.0,28.3,1,0,0,5,28,1,0,7,2,0,0,41,0.0,5.0,0.71,9.8,0.0
宮田あかり,2022-02,リガーレ仙台,3,3,0,1,3,32,19,1,59.4,56.2,0,0,0,2,17,0,0,4,0,0,0,21,,6.33,0.67,5.9,
富澤結花,2021-10,ルートインホテルズブリリアントアリーズ,19,6,1,2,4,34,18,3,52.9,44.1,2,1,0,1,14,0,0,2,13,8,4,19,50.0,4.5,0.25,3.6,76.9
富澤結花,2021-11,ルートインホテルズブリリアントアリーズ,19,14,11,4,12,101,32,7,31.7,24.8,6,1,1,3,28,0,3,8,75,30,21,35,16.7,2.67,0.25,4.5,54.0
富澤結花,2021-12,ルートインホテルズブリリアントアリーズ,19,3,1,1,2,13,7,0,53.8,53.8,0,0,0,0,11,0,0,2,12,7,3,7,,3.5,0.0,4.5,70.8
富澤結花,2022-01,ルートインホテルズブリリアントアリーズ,19,9,5,3,14,127,49,4,38.6,35.4,12,3,3,2,48,1,2,17,63,36,13,52,25.0,3.5,0.14,9.9,67.5
寺坂茜,2021-10,群馬銀行グリーンウイングス,7,6,0,2,2,6,1,0,16.7,16.7,0,0,0,1,1,0,0,1,0,0,0,2,,0.5,0.5,25.0,
寺坂茜,2021-11,群馬銀行グリーンウイングス,7,12,4,4,5,3,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.2,,
寺坂茜,2021-12,群馬銀行グリーンウイングス,7,3,0,1,3,14,8,0,57.1,57.1,0,0,0,1,5,0,0,4,2,2,0,9,,2.67,0.33,20.0,100.0
寺坂茜,2022-01,群馬銀行グリーンウイングス,7,11,6,3,1,8,4,0,50.0,50.0,0,0,0,0,1,0,1,0,0,0,0,4,,4.0,0.0,-25.0,
寺坂茜,2022-02,群馬銀行グリーンウイングス,7,3,1,1,2,15,4,0,26.7,26.7,0,0,0,0,2,0,0,0,2,1,0,4,,2.0,0.0,0.0,50.0
小川祐奈,2021-10,ブレス浜松,11,4,5,1,6,1,1,0,100.0,100.0,0,0,0,0,9,0,3,3,0,0,0,1,,0.17,0.0,0.0,
小川祐奈,2021-11,ブレス浜松,11,5,7,1,3,1,0,0,0.0,0.0,1,0,0,0,3,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,
小川祐奈,2022-01,ブレス浜松,11,12,7,3,10,53,18,5,34.0,24.5,9,5,1,1,17,0,2,7,0,0,0,19,55.6,1.8,0.1,7.4,
小川祐奈,2022-02,ブレス浜松,11,1,3,0,2,3,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
小松泉穂,2021-10,リガーレ仙台,2,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松泉穂,2021-11,リガーレ仙台,2,4,6,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小松泉穂,2021-12,リガーレ仙台,2,3,1,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
小松泉穂,2022-01,リガーレ仙台,2,1,6,0,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
小松泉穂,2022-02,リガーレ仙台,2,3,0,1,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
小林知加,2021-10,群馬銀行グリーンウイングス,12,6,0,2,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
小林知加,2021-11,群馬銀行グリーンウイングス,12,12,4,4,8,0,0,0,,,0,0,0,0,13,1,1,2,0,0,0,1,,0.0,0.0,9.6,
小林知加,2021-12,群馬銀行グリーンウイングス,12,3,0,1,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
小林知加,2022-01,群馬銀行グリーンウイングス,12,11,6,3,8,0,0,0,,,0,0,0,0,12,2,3,3,0,0,0,2,,0.0,0.0,16.7,
小林知加,2022-02,群馬銀行グリーンウイングス,12,3,1,1,2,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小泉海藍,2021-10,GSS東京サンビームズ,22,2,6,0,4,20,6,3,30.0,15.0,0,0,0,0,12,1,2,2,6,3,1,7,,1.5,0.0,8.3,58.3
小泉海藍,2021-11,GSS東京サンビームズ,22,11,6,3,6,36,9,4,25.0,13.9,1,0,0,3,23,0,2,3,18,4,5,12,0.0,1.5,0.5,1.1,36.1
小泉海藍,2021-12,GSS東京サンビームズ,22,1,6,0,6,41,8,4,19.5,9.8,1,0,0,2,16,2,1,3,12,0,4,12,0.0,1.33,0.33,15.6,16.7
小澤史苑,2021-10,リガーレ仙台,4,0,6,0,6,48,7,4,14.6,6.2,0,0,0,1,13,0,0,1,49,19,9,8,,1.17,0.17,1.9,48.0
小澤史苑,2021-11,リガーレ仙台,4,4,6,1,10,84,29,1,34.5,33.3,1,0,0,2,29,1,1,2,94,47,20,32,0.0,2.9,0.2,4.3,60.6
小澤史苑,2021-12,リガーレ仙台,4,3,1,1,4,55,17,3,30.9,25.5,0,0,0,0,17,0,2,5,32,19,1,17,,4.25,0.0,4.4,60.9
小澤史苑,2022-01,リガーレ仙台,4,1,6,0,7,54,13,5,24.1,14.8,0,0,0,1,23,0,1,5,41,16,12,14,,1.86,0.14,4.3,53.7
小澤史苑,2022-02,リガーレ仙台,4,3,0,1,3,26,9,1,34.6,30.8,0,0,0,2,8,0,0,2,6,3,2,11,,3.0,0.67,6.2,66.7
小茂田夏海,2021-10,ルートインホテルズブリリアントアリーズ,17,6,1,2,7,34,14,1,41.2,38.2,0,0,0,2,23,1,2,3,0,0,0,17,,2.0,0.29,5.4,
小茂田夏海,2021-11,ルートインホテルズブリリアントアリーズ,17,14,11,4,25,117,40,10,34.2,25.6,0,0,0,16,106,4,4,26,7,3,3,60,,1.6,0.64,9.0,64.3
小茂田夏海,2021-12,ルートインホテルズブリリアントアリーズ,17,3,1,1,4,30,12,2,40.0,33.3,0,0,0,1,14,0,0,3,1,0,1,13,,3.0,0.25,5.4,50.0
小茂田夏海,2022-01,ルートインホテルズブリリアントアリーズ,17,9,5,3,14,65,28,1,43.1,41.5,1,0,0,7,55,0,3,13,1,1,0,35,0.0,2.0,0.5,4.5,100.0
小野山博子,2022-02,プレステージ・インターナショナルアランマーレ,20,3,1,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
尾花佳甫,2021-10,プレステージ・インターナショナルアランマーレ,11,6,0,2,1,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,1.0,1.0,,
尾花佳甫,2021-11,プレステージ・インターナショナルアランマーレ,11,10,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
尾花佳甫,2021-12,プレステージ・インターナショナルアランマーレ,11,6,0,2,3,8,4,0,50.0,50.0,0,0,0,0,10,0,0,3,0,0,0,4,,1.33,0.0,7.5,
尾花佳甫,2022-01,プレステージ・インターナショナルアランマーレ,11,12,7,3,4,6,2,1,33.3,16.7,0,0,0,0,6,0,0,2,0,0,0,2,,0.5,0.0,8.3,
尾花佳甫,2022-02,プレステージ・インターナショナルアランマーレ,11,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内佑里子,2021-11,大野石油広島オイラーズ,10,10,11,2,15,67,18,4,26.9,20.9,0,0,0,4,32,2,1,6,36,14,7,24,,1.2,0.27,10.2,48.6
山内佑里子,2021-12,大野石油広島オイラーズ,10,0,3,0,2,4,3,0,75.0,75.0,0,0,0,0,0,0,0,0,1,1,0,3,,1.5,0.0,,100.0
山内佑里子,2022-01,大野石油広島オイラーズ,10,0,6,0,6,26,6,1,23.1,19.2,0,0,0,0,6,0,0,2,14,4,4,6,,1.0,0.0,8.3,42.9
山内佑里子,2022-02,大野石油広島オイラーズ,10,1,6,0,5,0,0,0,,,0,0,0,0,6,0,0,1,3,0,1,0,,0.0,0.0,4.2,16.7
山口真季,2021-10,ルートインホテルズブリリアントアリーズ,7,6,1,2,7,57,24,5,42.1,33.3,0,0,0,7,22,1,2,7,0,0,0,32,,3.43,1.0,10.2,
山口真季,2021-11,ルートインホテルズブリリアントアリーズ,7,14,11,4,6,40,14,2,35.0,30.0,0,0,0,3,18,0,1,6,0,0,0,17,,2.33,0.5,6.9,
山口真季,2021-12,ルートインホテルズブリリアントアリーズ,7,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口真季,2022-01,ルートインホテルズブリリアントアリーズ,7,9,5,3,14,80,31,5,38.8,32.5,0,0,0,7,46,1,3,10,0,0,0,39,,2.21,0.5,6.0,
山本実奈,2021-10,ブレス浜松,9,4,5,1,5,43,14,2,32.6,27.9,1,0,0,2,14,1,3,3,21,13,2,17,0.0,2.8,0.4,7.1,66.7
山本実奈,2021-11,ブレス浜松,9,5,7,1,12,114,29,7,25.4,19.3,4,1,2,1,31,1,5,6,110,63,11,31,25.0,2.42,0.08,4.0,62.3
山本実奈,2022-01,ブレス浜松,9,9,1,3,4,28,10,1,35.7,32.1,3,1,0,1,4,0,0,0,23,9,5,11,33.3,2.5,0.25,0.0,50.0
山本実奈,2022-02,ブレス浜松,9,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本紗貴,2021-10,GSS東京サンビームズ,27,0,3,0,3,4,0,0,0.0,0.0,0,0,0,0,7,1,1,0,0,0,0,1,,0.0,0.0,10.7,
山本紗貴,2021-11,GSS東京サンビームズ,27,3,1,1,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
山本紗貴,2021-12,GSS東京サンビームズ,27,0,3,0,1,3,0,1,0.0,-33.3,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山本裕香,2021-10,JAぎふリオレーナ,5,4,4,1,6,10,4,1,40.0,30.0,0,0,0,0,2,0,0,0,6,2,0,4,,0.67,0.0,0.0,33.3
山本裕香,2021-11,JAぎふリオレーナ,5,13,12,3,8,56,14,6,25.0,14.3,1,0,1,2,8,1,0,5,29,13,7,17,0.0,1.75,0.25,28.1,56.9
山本裕香,2021-12,JAぎふリオレーナ,5,4,5,1,6,30,9,4,30.0,16.7,1,0,0,0,5,0,1,1,13,9,0,9,0.0,1.5,0.0,0.0,69.2
岡村真衣,2021-10,千葉エンゼルクロス,9,0,6,0,5,0,0,0,,,0,0,0,0,14,0,0,1,0,0,0,0,,0.0,0.0,1.8,
岡村真衣,2021-11,千葉エンゼルクロス,9,8,12,2,20,10,2,1,20.0,10.0,1,0,0,1,66,0,1,14,0,0,0,3,0.0,0.1,0.05,4.9,
岡村真衣,2021-12,千葉エンゼルクロス,9,2,3,0,5,7,4,0,57.1,57.1,0,0,0,0,19,0,0,4,0,0,0,4,,0.8,0.0,5.3,
岡村真衣,2022-01,千葉エンゼルクロス,9,9,2,3,11,5,2,0,40.0,40.0,0,0,0,1,51,2,3,11,0,0,0,5,,0.18,0.09,7.8,
岩本周加,2021-10,ルートインホテルズブリリアントアリーズ,18,6,1,2,1,2,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
岩本周加,2021-11,ルートインホテルズブリリアントアリーズ,18,14,11,4,20,96,35,8,36.5,28.1,0,0,0,9,61,1,4,19,1,1,0,45,,1.75,0.45,7.8,100.0
岩本周加,2021-12,ルートインホテルズブリリアントアリーズ,18,3,1,1,4,13,5,0,38.5,38.5,0,0,0,0,18,0,2,4,0,0,0,5,,1.25,0.0,2.8,
岩本周加,2022-01,ルートインホテルズブリリアントアリーズ,18,9,5,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩永明奈,2021-10,JAぎふリオレーナ,8,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩永明奈,2021-11,JAぎふリオレーナ,8,8,9,2,3,0,0,0,,,0,0,0,1,2,0,0,0,0,0,0,1,,0.0,0.33,0.0,
島原玖南,2021-10,ブレス浜松,1,4,5,1,9,9,4,0,44.4,44.4,0,0,0,0,35,1,5,7,1,0,0,5,,0.44,0.0,4.3,0.0
島原玖南,2021-11,ブレス浜松,1,5,7,1,12,15,6,1,40.0,33.3,0,0,0,5,51,2,3,13,0,0,0,13,,0.5,0.42,8.8,
島原玖南,2022-01,ブレス浜松,1,12,7,3,19,24,9,0,37.5,37.5,1,0,0,4,67,3,3,22,0,0,0,16,0.0,0.47,0.21,11.6,
島原玖南,2022-02,ブレス浜松,1,1,3,0,4,1,1,0,100.0,100.0,0,0,0,0,11,1,0,2,0,0,0,2,,0.25,0.0,13.6,
島田櫻子,2021-11,大野石油広島オイラーズ,1,9,8,2,15,180,67,11,37.2,31.1,2,0,1,6,54,3,2,9,112,59,26,76,0.0,4.47,0.4,8.8,64.3
川口美久,2021-11,フォレストリーヴズ熊本,3,5,18,0,23,310,84,16,27.1,21.9,34,6,3,0,97,2,3,27,116,41,28,86,17.6,3.65,0.0,8.2,47.4
川口美久,2021-12,フォレストリーヴズ熊本,3,0,3,0,3,41,10,1,24.4,22.0,3,0,1,2,8,0,0,1,3,2,0,12,0.0,3.33,0.67,3.1,66.7
川口美久,2022-01,フォレストリーヴズ熊本,3,3,15,0,18,196,49,17,25.0,16.3,9,2,1,1,68,0,2,16,36,16,6,50,22.2,2.72,0.06,5.1,52.8
川瀬ちあき,2021-11,大野石油広島オイラーズ,6,10,11,2,18,134,41,11,30.6,22.4,10,4,2,2,35,0,8,8,54,18,14,43,40.0,2.28,0.11,0.0,46.3
川瀬ちあき,2021-12,大野石油広島オイラーズ,6,0,3,0,3,33,12,1,36.4,33.3,1,0,0,0,7,0,2,1,18,7,1,12,0.0,4.0,0.0,-3.6,41.7
川瀬ちあき,2022-01,大野石油広島オイラーズ,6,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川瀬ちあき,2022-02,大野石油広島オイラーズ,6,1,6,0,3,25,8,1,32.0,28.0,1,0,0,0,4,0,0,0,9,3,1,8,0.0,2.67,0.0,0.0,38.9
工藤綾乃,2021-12,GSS東京サンビームズ,23,1,6,0,3,0,0,0,,,0,0,0,0,3,0,0,2,1,1,0,0,,0.0,0.0,16.7,100.0
平井裕菜,2021-10,ブレス浜松,7,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平井裕菜,2021-11,ブレス浜松,7,5,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平井裕菜,2022-01,ブレス浜松,7,12,7,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平井裕菜,2022-02,ブレス浜松,7,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平原果歩,2021-10,ルートインホテルズブリリアントアリーズ,11,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平原果歩,2021-11,ルートインホテルズブリリアントアリーズ,11,14,11,4,11,63,19,3,30.2,25.4,2,0,0,1,23,0,2,6,49,19,16,20,0.0,1.73,0.09,4.3,55.1
平原果歩,2021-12,ルートインホテルズブリリアントアリーズ,11,3,1,1,2,14,3,2,21.4,7.1,0,0,0,0,10,2,1,3,8,5,1,5,,1.5,0.0,25.0,68.8
平原果歩,2022-01,ルートインホテルズブリリアントアリーズ,11,9,5,3,4,12,3,0,25.0,25.0,1,0,0,0,4,0,1,1,4,1,0,3,0.0,0.75,0.0,0.0,25.0
平岩沙紀,2021-10,GSS東京サンビームズ,4,2,6,0,6,0,0,0,,,0,0,0,0,0,0,0,0,14,5,5,0,,0.0,0.0,,53.6
平岩沙紀,2021-11,GSS東京サンビームズ,4,11,6,3,17,0,0,0,,,0,0,0,0,0,0,0,0,47,32,8,0,,0.0,0.0,,76.6
平岩沙紀,2021-12,GSS東京サンビームズ,4,1,6,0,7,0,0,0,,,0,0,0,0,0,0,0,0,32,18,10,0,,0.0,0.0,,71.9
平岩沙紀,2022-01,GSS東京サンビームズ,4,0,3,0,3,0,0,0,,,0,0,0,0,0,0,0,0,6,4,0,0,,0.0,0.0,,66.7
平野七菜,2021-10,ルートインホテルズブリリアントアリーズ,15,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平野七菜,2021-11,ルートインホテルズブリリアントアリーズ,15,14,11,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平野七菜,2021-12,ルートインホテルズブリリアントアリーズ,15,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平野七菜,2022-01,ルートインホテルズブリリアントアリーズ,15,9,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
張心穆意,2021-10,GSS東京サンビームズ,21,2,6,0,6,48,13,1,27.1,25.0,0,0,0,1,14,0,0,3,0,0,0,14,,2.17,0.17,5.4,
張心穆意,2021-11,GSS東京サンビームズ,21,11,6,3,17,157,65,10,41.4,35.0,0,0,0,4,41,3,3,8,0,0,0,72,,3.82,0.24,10.4,
張心穆意,2021-12,GSS東京サンビームズ,21,1,6,0,7,76,28,6,36.8,28.9,0,0,0,4,21,0,0,7,0,0,0,32,,4.0,0.57,8.3,
張心穆意,2022-01,GSS東京サンビームズ,21,0,3,0,3,33,11,1,33.3,30.3,0,0,0,2,11,0,1,4,0,0,0,13,,3.67,0.67,6.8,
投野ひかる,2021-10,プレステージ・インターナショナルアランマーレ,5,6,0,2,6,3,1,0,33.3,33.3,0,0,0,1,20,1,3,8,0,0,0,3,,0.17,0.17,11.2,
投野ひかる,2021-11,プレステージ・インターナショナルアランマーレ,5,10,5,3,15,5,3,0,60.0,60.0,0,0,0,0,54,4,2,14,0,0,0,7,,0.2,0.0,13.0,
投野ひかる,2021-12,プレステージ・インターナショナルアランマーレ,5,6,0,2,6,2,0,0,0.0,0.0,0,0,0,1,26,1,1,7,0,0,0,2,,0.0,0.17,9.6,
投野ひかる,2022-01,プレステージ・インターナショナルアランマーレ,5,12,7,3,17,7,3,1,42.9,28.6,0,0,0,1,55,5,0,15,0,0,0,9,,0.18,0.06,15.9,
投野ひかる,2022-02,プレステージ・インターナショナルアランマーレ,5,3,1,1,3,1,0,0,0.0,0.0,0,0,0,0,9,0,0,2,0,0,0,0,,0.0,0.0,5.6,
播磨若奈,2021-10,ブレス浜松,3,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
播磨若奈,2021-11,ブレス浜松,3,5,7,1,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
播磨若奈,2022-01,ブレス浜松,3,3,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
播磨若奈,2022-02,ブレス浜松,3,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新井祥,2021-10,群馬銀行グリーンウイングス,10,6,0,2,6,49,15,5,30.6,20.4,11,1,2,0,29,1,0,15,33,18,11,16,9.1,2.5,0.0,16.4,71.2
新井祥,2021-11,群馬銀行グリーンウイングス,10,12,4,4,16,135,39,5,28.9,25.2,7,2,0,2,71,8,5,14,116,49,33,49,28.6,2.44,0.12,14.4,56.5
新井祥,2021-12,群馬銀行グリーンウイングス,10,3,0,1,3,35,15,1,42.9,40.0,3,0,0,0,16,1,0,3,22,12,5,16,0.0,5.0,0.0,10.9,65.9
新井祥,2022-01,群馬銀行グリーンウイングス,10,11,6,3,17,135,34,4,25.2,22.2,8,1,1,1,67,2,2,16,103,53,23,37,12.5,2.0,0.06,8.2,62.6
新井祥,2022-02,群馬銀行グリーンウイングス,10,3,1,1,4,26,7,0,26.9,26.9,2,0,0,1,20,0,1,3,10,3,5,8,0.0,1.75,0.25,2.5,55.0
新谷杏奈,2022-01,フォレストリーヴズ熊本,1,3,15,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
有川由季乃,2021-10,GSS東京サンビームズ,3,2,6,0,6,0,0,0,,,0,0,0,0,7,0,0,1,26,9,8,0,,0.0,0.0,3.6,50.0
有川由季乃,2021-11,GSS東京サンビームズ,3,11,6,3,17,0,0,0,,,0,0,0,0,15,0,0,5,24,9,4,0,,0.0,0.0,8.3,45.8
有川由季乃,2021-12,GSS東京サンビームズ,3,1,6,0,6,2,1,0,50.0,50.0,0,0,0,0,11,0,0,1,11,4,3,1,,0.17,0.0,2.3,50.0
有川由季乃,2022-01,GSS東京サンビームズ,3,0,3,0,3,0,0,0,,,0,0,0,0,7,1,0,1,8,3,1,1,,0.0,0.0,17.9,43.8
有村涼美,2022-01,プレステージ・インターナショナルアランマーレ,17,4,3,1,1,6,0,1,0.0,-16.7,0,0,0,0,1,0,0,0,4,2,0,0,,0.0,0.0,0.0,50.0
木村友里,2021-10,プレステージ・インターナショナルアランマーレ,3,6,0,2,6,44,13,1,29.5,27.3,3,0,0,1,25,0,1,6,31,18,5,14,0.0,2.17,0.17,5.0,66.1
木村友里,2021-11,プレステージ・インターナショナルアランマーレ,3,10,5,3,14,105,31,7,29.5,22.9,9,0,3,0,45,1,1,9,90,45,22,32,0.0,2.21,0.0,6.7,62.2
木村友里,2021-12,プレステージ・インターナショナルアランマーレ,3,6,0,2,6,71,22,3,31.0,26.8,6,4,1,1,26,1,0,5,44,22,7,24,66.7,3.67,0.17,8.7,58.0
木村友里,2022-01,プレステージ・インターナショナルアランマーレ,3,12,7,3,17,159,50,9,31.4,25.8,8,0,0,1,51,3,1,13,114,56,29,54,0.0,2.94,0.06,11.8,61.8
木村友里,2022-02,プレステージ・インターナショナルアランマーレ,3,3,1,1,4,30,8,2,26.7,20.0,0,0,0,0,21,0,1,8,27,13,8,8,,2.0,0.0,8.3,63.0
末永真由,2021-10,リガーレ仙台,11,0,6,0,6,64,18,1,28.1,26.6,0,0,0,0,19,0,0,6,8,2,1,18,,3.0,0.0,7.9,31.2
末永真由,2021-11,リガーレ仙台,11,4,6,1,10,124,40,4,32.3,29.0,0,0,0,3,33,0,1,10,20,3,3,43,,4.0,0.3,6.8,22.5
末永真由,2021-12,リガーレ仙台,11,3,1,1,4,46,15,2,32.6,28.3,0,0,0,2,17,0,1,5,4,2,1,17,,3.75,0.5,5.9,62.5
末永真由,2022-01,リガーレ仙台,11,1,6,0,7,73,21,7,28.8,19.2,0,0,0,1,23,0,1,7,3,2,0,22,,3.0,0.14,6.5,66.7
末永真由,2022-02,リガーレ仙台,11,3,0,1,3,21,8,2,38.1,28.6,0,0,0,0,24,1,1,10,1,0,0,9,,2.67,0.0,13.5,0.0
本間有貴,2021-12,GSS東京サンビームズ,12,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間有貴,2022-01,GSS東京サンビームズ,12,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本間真樹子,2021-10,JAぎふリオレーナ,9,4,4,1,8,24,3,0,12.5,12.5,0,0,0,3,28,1,1,2,0,0,0,7,,0.38,0.38,4.5,
本間真樹子,2021-11,JAぎふリオレーナ,9,13,12,3,24,81,26,2,32.1,29.6,0,0,0,4,77,2,3,11,9,6,2,32,,1.08,0.17,5.2,77.8
本間真樹子,2021-12,JAぎふリオレーナ,9,4,5,1,9,36,10,0,27.8,27.8,0,0,0,2,39,1,1,6,0,0,0,13,,1.11,0.22,5.8,
杉浦文香,2021-10,リガーレ仙台,1,0,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉浦文香,2021-11,リガーレ仙台,1,4,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉浦文香,2021-12,リガーレ仙台,1,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉浦文香,2022-01,リガーレ仙台,1,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉浦文香,2022-02,リガーレ仙台,1,3,0,1,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
村山美佳,2021-10,ルートインホテルズブリリアントアリーズ,14,6,1,2,7,81,32,6,39.5,32.1,13,3,0,4,24,0,4,6,0,0,0,36,23.1,4.57,0.57,2.1,
村山美佳,2021-11,ルートインホテルズブリリアントアリーズ,14,14,11,4,24,284,102,18,35.9,29.6,55,16,5,8,90,5,22,21,9,3,3,115,29.1,4.25,0.33,5.3,50.0
村山美佳,2021-12,ルートインホテルズブリリアントアリーズ,14,3,1,1,4,47,23,2,48.9,44.7,8,6,0,3,13,1,5,4,1,0,0,27,75.0,5.75,0.75,5.8,0.0
