AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
127,37,8,29.1,12.33,7,2,0,28.6,14,4.67,74,2,3,27,10.8,52,23.0,10.0,53.8,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,リガーレ仙台,北原勉,前田和哉,3,0,3,Win,75,54,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Home,154,37,16,24.0,12.33,0,0,0,-,0,0.00,55,2,3,17,10.0,71,28.0,14.0,49.3
154,37,16,24.0,12.33,0,0,0,-,0,0.00,55,2,3,17,10.0,71,28.0,14.0,49.3,715,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,リガーレ仙台,プレステージ・インターナショナルアランマーレ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,54,75,74,13:00,14:27,510,斎藤篤,饗庭和恵,斎藤隆介,佐々木一孝,Away,127,37,8,29.1,12.33,7,2,0,28.6,14,4.67,74,2,3,27,10.8,52,23.0,10.0,53.8
140,48,8,34.3,16.00,16,1,2,6.2,6,2.00,74,4,5,20,10.5,45,24.0,15.0,70.0,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,群馬銀行グリーンウイングス,千葉エンゼルクロス,高橋悠,丸山佳穂,3,0,3,Win,75,45,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Home,142,29,13,20.4,9.67,8,1,3,12.5,2,0.67,46,0,1,6,2.7,67,19.0,26.0,47.8
142,29,13,20.4,9.67,8,1,3,12.5,2,0.67,46,0,1,6,2.7,67,19.0,26.0,47.8,716,2021-10-31,2021,10,31,山形県,酒田市国体記念体育館,千葉エンゼルクロス,群馬銀行グリーンウイングス,豆田憲昭,荒木優,0,3,3,Lose,45,75,73,15:10,16:29,200,斎藤篤,桑原健輔,渡部修,土屋美紀,Away,140,48,8,34.3,16.00,16,1,2,6.2,6,2.00,74,4,5,20,10.5,45,24.0,15.0,70.0
164,68,17,41.5,17.00,10,2,2,20.0,8,2.00,95,3,6,25,8.2,72,35.0,16.0,59.7,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home,164,47,6,28.7,11.75,7,2,1,28.6,3,0.75,78,2,6,19,6.7,89,45.0,16.0,59.6
164,47,6,28.7,11.75,7,2,1,28.6,3,0.75,78,2,6,19,6.7,89,45.0,16.0,59.6,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away,164,68,17,41.5,17.00,10,2,2,20.0,8,2.00,95,3,6,25,8.2,72,35.0,16.0,59.7
177,63,13,35.6,15.75,9,3,2,33.3,1,0.25,93,2,6,37,10.5,75,42.0,14.0,65.3,720,2021-11-06,2021,11,06,広島県,猫田記念体育館,JAぎふリオレーナ,フォレストリーヴズ熊本,鈴木智大,伊藤徹也,3,1,4,Win,94,84,99,13:00,14:48,300,塚本健,熊本結,谷川哲也,谷原須美江,Home,166,52,13,31.3,13.00,21,3,3,14.3,6,1.50,85,1,10,18,3.5,87,31.0,17.0,45.4
166,52,13,31.3,13.00,21,3,3,14.3,6,1.50,85,1,10,18,3.5,87,31.0,17.0,45.4,720,2021-11-06,2021,11,06,広島県,猫田記念体育館,フォレストリーヴズ熊本,JAぎふリオレーナ,中島裕二,和多桃子,1,3,4,Lose,84,94,99,13:00,14:48,300,塚本健,熊本結,谷川哲也,谷原須美江,Away,177,63,13,35.6,15.75,9,3,2,33.3,1,0.25,93,2,6,37,10.5,75,42.0,14.0,65.3
181,51,11,28.2,12.75,21,6,0,28.6,7,1.75,80,3,7,17,6.9,89,55.0,10.0,67.4,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home,171,58,8,33.9,14.50,9,2,1,22.2,13,3.25,97,5,7,20,8.5,72,50.0,3.0,71.5
171,58,8,33.9,14.50,9,2,1,22.2,13,3.25,97,5,7,20,8.5,72,50.0,3.0,71.5,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away,181,51,11,28.2,12.75,21,6,0,28.6,7,1.75,80,3,7,17,6.9,89,55.0,10.0,67.4
179,54,11,30.2,13.50,5,2,1,40.0,5,1.25,81,1,4,12,3.7,92,50.0,20.0,65.2,721,2021-11-06,2021,11,06,広島県,猫田記念体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,,1,3,4,Lose,80,96,101,15:30,17:20,420,塚本健,佐伯昌昭,近藤宏顕,奧先裕美,Home,202,62,14,30.7,15.50,12,1,1,8.3,11,2.75,95,6,3,16,9.7,77,50.0,14.0,74.0
202,62,14,30.7,15.50,12,1,1,8.3,11,2.75,95,6,3,16,9.7,77,50.0,14.0,74.0,721,2021-11-06,2021,11,06,広島県,猫田記念体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,高橋悠,丸山佳穂,3,1,4,Win,96,80,101,15:30,17:20,420,塚本健,佐伯昌昭,近藤宏顕,奧先裕美,Away,179,54,11,30.2,13.50,5,2,1,40.0,5,1.25,81,1,4,12,3.7,92,50.0,20.0,65.2
193,68,10,35.2,17.00,3,1,0,33.3,5,1.25,93,3,4,37,12.1,84,52.0,6.0,65.5,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home,162,52,9,32.1,13.00,5,2,0,40.0,14,3.50,90,4,5,23,9.4,88,44.0,5.0,52.8
162,52,9,32.1,13.00,5,2,0,40.0,14,3.50,90,4,5,23,9.4,88,44.0,5.0,52.8,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away,193,68,10,35.2,17.00,3,1,0,33.3,5,1.25,93,3,4,37,12.1,84,52.0,6.0,65.5
134,53,6,39.6,17.67,8,1,0,12.5,4,1.33,73,3,4,14,7.5,59,27.0,14.0,57.6,724,2021-11-07,2021,11,07,広島県,猫田記念体育館,群馬銀行グリーンウイングス,フォレストリーヴズ熊本,高橋悠,丸山佳穂,3,0,3,Win,75,62,81,12:00,13:27,280,塚本健,熊本結,大信寿洋,奥先裕美,Home,132,47,5,35.6,15.67,9,2,1,22.2,1,0.33,64,2,5,16,7.4,69,37.0,15.0,64.5
132,47,5,35.6,15.67,9,2,1,22.2,1,0.33,64,2,5,16,7.4,69,37.0,15.0,64.5,724,2021-11-07,2021,11,07,広島県,猫田記念体育館,フォレストリーヴズ熊本,群馬銀行グリーンウイングス,中島裕二,和多桃子,0,3,3,Lose,62,75,81,12:00,13:27,280,塚本健,熊本結,大信寿洋,奥先裕美,Away,134,53,6,39.6,17.67,8,1,0,12.5,4,1.33,73,3,4,14,7.5,59,27.0,14.0,57.6
195,68,8,34.9,13.60,3,1,1,33.3,12,2.40,107,1,6,20,4.2,99,54.0,12.0,60.6,725,2021-11-07,2021,11,07,広島県,猫田記念体育館,大野石油広島オイラーズ,JAぎふリオレーナ,鈴木輝,,3,2,5,Win,107,109,114,14:10,16:16,320,塚本健,佐伯昌昭,酒井雄己,泉谷俊二,Home,213,75,14,35.2,15.00,19,5,2,26.3,9,1.80,109,5,10,28,8.7,100,69.0,11.0,74.5
213,75,14,35.2,15.00,19,5,2,26.3,9,1.80,109,5,10,28,8.7,100,69.0,11.0,74.5,725,2021-11-07,2021,11,07,広島県,猫田記念体育館,JAぎふリオレーナ,大野石油広島オイラーズ,鈴木智大,伊藤徹也,2,3,5,Lose,109,107,114,14:10,16:16,320,塚本健,佐伯昌昭,酒井雄己,泉谷俊二,Away,195,68,8,34.9,13.60,3,1,1,33.3,12,2.40,107,1,6,20,4.2,99,54.0,12.0,60.6
184,51,9,27.7,12.75,30,8,4,26.7,10,2.50,97,7,5,35,14.9,86,52.0,5.0,63.4,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home,195,65,15,33.3,16.25,11,3,1,27.3,7,1.75,96,3,8,28,8.3,92,45.0,5.0,51.6
195,65,15,33.3,16.25,11,3,1,27.3,7,1.75,96,3,8,28,8.3,92,45.0,5.0,51.6,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away,184,51,9,27.7,12.75,30,8,4,26.7,10,2.50,97,7,5,35,14.9,86,52.0,5.0,63.4
193,60,15,31.1,12.00,9,1,1,11.1,18,3.60,102,4,5,27,9.3,97,33.0,29.0,49.0,726,2021-11-13,2021,11,13,宮城県,富谷スポーツセンター,大野石油広島オイラーズ,千葉エンゼルクロス,鈴木輝,,2,3,5,Lose,101,103,111,13:00,15:03,480,酒出修,早坂行博,佐藤慎也,渡部隆一,Home,223,71,15,31.8,14.20,2,1,0,50.0,4,0.80,102,6,3,30,12.5,95,34.0,32.0,52.6
223,71,15,31.8,14.20,2,1,0,50.0,4,0.80,102,6,3,30,12.5,95,34.0,32.0,52.6,726,2021-11-13,2021,11,13,宮城県,富谷スポーツセンター,千葉エンゼルクロス,大野石油広島オイラーズ,豆田憲昭,荒木優,3,2,5,Win,103,101,111,13:00,15:03,480,酒出修,早坂行博,佐藤慎也,渡部隆一,Away,193,60,15,31.1,12.00,9,1,1,11.1,18,3.60,102,4,5,27,9.3,97,33.0,29.0,49.0
199,65,10,32.7,16.25,0,0,0,-,1,0.25,88,1,6,20,5.1,82,32.0,16.0,48.8,727,2021-11-13,2021,11,13,宮城県,富谷スポーツセンター,リガーレ仙台,ルートインホテルズブリリアントアリーズ,佐藤あり紗,渡辺将嵩,1,3,4,Lose,87,95,104,15:50,17:50,791,酒出修,勝又怜子,佐藤恵美,渡部隆一,Home,178,63,7,35.4,15.75,14,5,0,35.7,6,1.50,94,8,10,28,13.3,82,37.0,24.0,59.8
178,63,7,35.4,15.75,14,5,0,35.7,6,1.50,94,8,10,28,13.3,82,37.0,24.0,59.8,727,2021-11-13,2021,11,13,宮城県,富谷スポーツセンター,ルートインホテルズブリリアントアリーズ,リガーレ仙台,井上謙,藤原道生,3,1,4,Win,95,87,104,15:50,17:50,791,酒出修,勝又怜子,佐藤恵美,渡部隆一,Away,199,65,10,32.7,16.25,0,0,0,-,1,0.25,88,1,6,20,5.1,82,32.0,16.0,48.8
173,57,17,32.9,14.25,15,4,1,26.7,8,2.00,81,2,6,27,9.0,91,41.0,26.0,59.3,728,2021-11-14,2021,11,14,宮城県,富谷スポーツセンター,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,井上謙,藤原道生,1,3,4,Lose,80,99,97,12:00,13:46,525,酒出修,早坂行博,佐藤恵美,渡部隆一,Home,141,54,6,38.3,13.50,6,1,0,16.7,11,2.75,98,6,5,20,9.9,75,31.0,15.0,51.3
141,54,6,38.3,13.50,6,1,0,16.7,11,2.75,98,6,5,20,9.9,75,31.0,15.0,51.3,728,2021-11-14,2021,11,14,宮城県,富谷スポーツセンター,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,北原勉,前田和哉,3,1,4,Win,99,80,97,12:00,13:46,525,酒出修,早坂行博,佐藤恵美,渡部隆一,Away,173,57,17,32.9,14.25,15,4,1,26.7,8,2.00,81,2,6,27,9.0,91,41.0,26.0,59.3
140,52,7,37.1,17.33,1,0,0,0.0,4,1.33,73,1,4,23,7.9,72,31.0,19.0,56.2,729,2021-11-14,2021,11,14,宮城県,富谷スポーツセンター,リガーレ仙台,GSS東京サンビームズ,佐藤あり紗,渡辺将嵩,0,3,3,Lose,71,81,79,14:25,15:57,794,酒出修,勝又怜子,佐藤慎也,渡部隆一,Home,142,52,7,36.6,17.33,3,1,1,33.3,12,4.00,79,4,6,19,9.2,69,26.0,19.0,51.4
142,52,7,36.6,17.33,3,1,1,33.3,12,4.00,79,4,6,19,9.2,69,26.0,19.0,51.4,729,2021-11-14,2021,11,14,宮城県,富谷スポーツセンター,GSS東京サンビームズ,リガーレ仙台,色摩知巳,笛木彰,3,0,3,Win,81,71,79,14:25,15:57,794,酒出修,勝又怜子,佐藤慎也,渡部隆一,Away,140,52,7,37.1,17.33,1,0,0,0.0,4,1.33,73,1,4,23,7.9,72,31.0,19.0,56.2
129,40,7,31.0,13.33,2,2,0,100.0,4,1.33,59,1,6,5,1.3,67,37.0,14.0,65.7,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,千葉エンゼルクロス,リガーレ仙台,豆田憲昭,荒木優,0,3,3,Lose,58,75,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Home,116,46,4,39.7,15.33,4,1,1,25.0,8,2.67,74,2,6,15,5.7,53,44.0,3.0,85.8
116,46,4,39.7,15.33,4,1,1,25.0,8,2.67,74,2,6,15,5.7,53,44.0,3.0,85.8,730,2021-11-20,2021,11,20,千葉県,柏市中央体育館,リガーレ仙台,千葉エンゼルクロス,佐藤あり紗,渡辺将嵩,3,0,3,Win,75,58,70,12:00,13:16,200,大塚達也,水間絵美,小田川倫之,緑川靖,Away,129,40,7,31.0,13.33,2,2,0,100.0,4,1.33,59,1,6,5,1.3,67,37.0,14.0,65.7
147,42,10,28.6,14.00,13,3,0,23.1,5,1.67,65,2,4,28,12.3,69,15.0,16.0,33.3,732,2021-11-20,2021,11,20,熊本県,熊本県立総合体育館,フォレストリーヴズ熊本,大野石油広島オイラーズ,中島裕二,和多桃子,0,3,3,Lose,63,75,81,13:00,14:27,500,加治健男,黒岩健,松永美志,端田直也,Home,140,51,11,36.4,17.00,1,1,0,100.0,7,2.33,73,2,3,37,14.4,61,19.0,12.0,41.0
140,51,11,36.4,17.00,1,1,0,100.0,7,2.33,73,2,3,37,14.4,61,19.0,12.0,41.0,732,2021-11-20,2021,11,20,熊本県,熊本県立総合体育館,大野石油広島オイラーズ,フォレストリーヴズ熊本,鈴木輝,,3,0,3,Win,75,63,81,13:00,14:27,500,加治健男,黒岩健,松永美志,端田直也,Away,147,42,10,28.6,14.00,13,3,0,23.1,5,1.67,65,2,4,28,12.3,69,15.0,16.0,33.3
140,30,11,21.4,10.00,10,1,2,10.0,2,0.67,54,3,3,11,9.3,69,32.0,14.0,56.5,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,プレステージ・インターナショナルアランマーレ,鈴木智大,伊藤徹也,0,3,3,Lose,52,76,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Home,139,43,10,30.9,14.33,8,0,2,0.0,11,3.67,74,3,4,21,9.8,50,26.0,11.0,63.0
139,43,10,30.9,14.33,8,0,2,0.0,11,3.67,74,3,4,21,9.8,50,26.0,11.0,63.0,731,2021-11-20,2021,11,20,岐阜県,飛騨高山ビッグアリーナ,プレステージ・インターナショナルアランマーレ,JAぎふリオレーナ,北原勉,前田和哉,3,0,3,Win,76,52,73,13:00,14:19,666,田中昭彦,尾鷲和哉,成瀬修平,高橋康弘,Away,140,30,11,21.4,10.00,10,1,2,10.0,2,0.67,54,3,3,11,9.3,69,32.0,14.0,56.5
187,73,7,39.0,18.25,4,1,0,25.0,4,1.00,98,3,7,11,4.1,81,36.0,19.0,56.2,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,千葉エンゼルクロス,ブレス浜松,豆田憲昭,荒木優,3,1,4,Win,99,89,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Home,174,52,9,29.9,13.00,23,7,3,30.4,11,2.75,90,5,8,22,9.4,91,64.0,13.0,77.5
174,52,9,29.9,13.00,23,7,3,30.4,11,2.75,90,5,8,22,9.4,91,64.0,13.0,77.5,733,2021-11-21,2021,11,21,千葉県,柏市中央体育館,ブレス浜松,千葉エンゼルクロス,濱田義弘,元場貴哉,1,3,4,Lose,89,99,99,11:00,12:48,150,大塚達也,水間絵美,小田川倫之,平川暁,Away,187,73,7,39.0,18.25,4,1,0,25.0,4,1.00,98,3,7,11,4.1,81,36.0,19.0,56.2
195,62,9,31.8,12.40,16,5,2,31.2,5,1.00,104,4,6,33,10.3,101,37.0,21.0,47.0,735,2021-11-21,2021,11,21,熊本県,熊本県立総合体育館,フォレストリーヴズ熊本,ルートインホテルズブリリアントアリーズ,中島裕二,和多桃子,2,3,5,Lose,104,117,128,13:00,15:20,980,加治健男,黒岩健,松永美志,端田直也,Home,201,81,15,40.3,16.20,17,4,2,23.5,13,2.60,117,7,14,38,11.1,96,43.0,18.0,54.2
201,81,15,40.3,16.20,17,4,2,23.5,13,2.60,117,7,14,38,11.1,96,43.0,18.0,54.2,735,2021-11-21,2021,11,21,熊本県,熊本県立総合体育館,ルートインホテルズブリリアントアリーズ,フォレストリーヴズ熊本,井上謙,藤原道生,3,2,5,Win,117,104,128,13:00,15:20,980,加治健男,黒岩健,松永美志,端田直也,Away,195,62,9,31.8,12.40,16,5,2,31.2,5,1.00,104,4,6,33,10.3,101,37.0,21.0,47.0
216,76,6,35.2,15.20,14,3,0,21.4,3,0.60,103,6,12,27,9.5,97,57.0,12.0,64.9,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,JAぎふリオレーナ,GSS東京サンビームズ,鈴木智大,伊藤徹也,3,2,5,Win,104,100,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Home,190,68,13,35.8,13.60,4,0,2,0.0,8,1.60,101,2,4,26,7.4,90,46.0,12.0,57.8
190,68,13,35.8,13.60,4,0,2,0.0,8,1.60,101,2,4,26,7.4,90,46.0,12.0,57.8,734,2021-11-21,2021,11,21,岐阜県,飛騨高山ビッグアリーナ,GSS東京サンビームズ,JAぎふリオレーナ,色摩知巳,笛木彰,2,3,5,Lose,100,104,116,13:00,15:08,564,田中昭彦,尾鷲和哉,成瀬修平,宇野かおり,Away,216,76,6,35.2,15.20,14,3,0,21.4,3,0.60,103,6,12,27,9.5,97,57.0,12.0,64.9
142,66,5,46.5,16.50,16,7,2,43.8,5,1.25,96,7,9,22,10.7,71,23.0,23.0,48.6,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home,157,52,13,33.1,13.00,2,0,1,0.0,2,0.50,76,1,5,24,7.6,85,34.0,24.0,54.1
157,52,13,33.1,13.00,2,0,1,0.0,2,0.50,76,1,5,24,7.6,85,34.0,24.0,54.1,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,千葉エンゼルクロス,ルートインホテルズブリリアントアリーズ,豆田憲昭,荒木優,1,3,4,Lose,75,97,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Away,142,66,5,46.5,16.50,16,7,2,43.8,5,1.25,96,7,9,22,10.7,71,23.0,23.0,48.6
137,47,10,34.3,15.67,8,0,2,0.0,4,1.33,73,3,7,20,8.6,60,26.0,14.0,55.0,736,2021-11-27,2021,11,27,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,フォレストリーヴズ熊本,鈴木智大,伊藤徹也,3,0,3,Win,75,62,76,13:00,14:22,582,三見洋子,勝又怜子,高橋美子,高山彩香,Home,132,36,13,27.3,12.00,11,5,0,45.5,4,1.33,64,2,4,18,8.6,65,36.0,7.0,60.8
132,36,13,27.3,12.00,11,5,0,45.5,4,1.33,64,2,4,18,8.6,65,36.0,7.0,60.8,736,2021-11-27,2021,11,27,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,JAぎふリオレーナ,中島裕二,和多桃子,0,3,3,Lose,62,75,76,13:00,14:22,582,三見洋子,勝又怜子,高橋美子,高山彩香,Away,137,47,10,34.3,15.67,8,0,2,0.0,4,1.33,73,3,7,20,8.6,60,26.0,14.0,55.0
199,67,17,33.7,16.75,2,0,1,0.0,4,1.00,100,5,6,17,7.8,89,44.0,17.0,59.0,737,2021-11-27,2021,11,27,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,高橋悠,丸山佳穂,3,1,4,Win,101,96,112,15:00,17:01,582,三見洋子,大井悠矢,石井亮嗣,宮永慎一朗,Home,188,57,16,30.3,14.25,12,0,3,0.0,8,2.00,97,3,7,26,8.0,94,50.0,22.0,64.9
